Year,GeoCode,Value
4271,2015,,3.2
4272,2016,,3.6
4273,2017,,3.3
4274,2018,,3.1
4284,2015,,4.4
4285,2016,,3.8
4286,2017,,4.1
4287,2018,,3.2
4297,2015,,3.2
4298,2016,,3.1
4299,2017,,3
4300,2018,,2.9
4310,2015,,3.1
4311,2016,,3.6
4312,2017,,3.3
4313,2018,,3.1
4323,2015,,4.2
4324,2016,,4.2
4325,2017,,3.4
4326,2018,,3.5
4336,2015,,3.5
4337,2016,,3.4
4338,2017,,3.1
4339,2018,,3.2
4349,2015,,3
4350,2016,,2.7
4351,2017,,2.5
4352,2018,,2.6
4362,2015,,3.4
4363,2016,,3
4364,2017,,2.8
4365,2018,,3
4375,2015,,3.6
4376,2016,,3
4377,2017,,3.3
4378,2018,,3.2
4388,2015,,3.6
4389,2016,,3.3
4390,2017,,3.1
4391,2018,,2.9
4401,2015,,3.9
4402,2016,,3.5
4403,2017,,3.5
4404,2018,,3.2
4414,2015,,4.4
4415,2016,,3.9
4416,2017,,3.6
4417,2018,,3.3
4427,2015,,3.6
4428,2016,,3.7
4429,2017,,3.8
4430,2018,,3.4
4440,2015,,3.8
4441,2016,,3.9
4442,2017,,4.1
4443,2018,,3.6
4453,2015,,3.1
4454,2016,,3.3
4455,2017,,3
4456,2018,,3.2
4466,2015,,2.8
4467,2016,,2.9
4468,2017,,2.7
4469,2018,,2.7
4479,2015,,3
4480,2016,,3.2
4481,2017,,3
4482,2018,,3.3
4492,2015,,3.4
4493,2016,,3.1
4494,2017,,3.2
4495,2018,,3.3
4505,2015,,3.8
4506,2016,,3.4
4507,2017,,3.2
4508,2018,,3.4
4518,2015,,2.9
4519,2016,,3
4520,2017,,3.2
4521,2018,,3.1
4531,2015,,3
4532,2016,,3
4533,2017,,2.8
4534,2018,,2.7
4544,2015,,2.9
4545,2016,,2.9
4546,2017,,2.7
4547,2018,,2.9
4557,2015,,2.5
4558,2016,,2.3
4559,2017,,2.4
4560,2018,,2.5
4570,2015,,2.7
4571,2016,,2.5
4572,2017,,2.6
4573,2018,,2.5
4583,2015,,2.4
4584,2016,,2.4
4585,2017,,2.5
4586,2018,,2.6
4596,2015,,2.9
4597,2016,,3
4598,2017,,2.8
4599,2018,,2.7
4609,2015,,2.4
4610,2016,,2.4
4611,2017,,2.5
4612,2018,,2.4
4622,2015,,2.9
4623,2016,,3.4
4624,2017,,3.1
4625,2018,,3.1
4635,2015,,2.8
4636,2016,,2.7
4637,2017,,2.8
4638,2018,,2.6
4648,2015,,2.7
4649,2016,,3
4650,2017,,2.8
4651,2018,,2.9
4661,2015,,4.1
4662,2016,,3.9
4663,2017,,3.5
4664,2018,,3.8
4674,2015,,3.2
4675,2016,,3.7
4676,2017,,3.3
4677,2018,,3.1
4687,2015,,3.1
4688,2016,,3.6
4689,2017,,3.4
4690,2018,,4.2
4700,2015,,4.1
4701,2016,,4.3
4702,2017,,4.3
4703,2018,,3.9
4713,2015,,4.3
4714,2016,,3.1
4715,2017,,3.6
4716,2018,,3.4
4726,2015,,3.2
4727,2016,,3.1
4728,2017,,2.8
4729,2018,,2.8
4739,2015,,3.2
4740,2016,,3.1
4741,2017,,3.2
4742,2018,,3.1
4752,2015,,5.4
4753,2016,,4.5
4754,2017,,5.1
4755,2018,,4.8
4765,2015,,2.8
4766,2016,,2.8
4767,2017,,2.8
4768,2018,,2.5
4778,2015,,3.5
4779,2016,,3.4
4780,2017,,3.3
4781,2018,,3.1
4791,2015,,3.4
4792,2016,,3.3
4793,2017,,3.6
4794,2018,,3.7
4804,2015,,3.1
4805,2016,,3.3
4806,2017,,3.5
4807,2018,,3.1
4817,2015,,2.8
4818,2016,,2.7
4819,2017,,2.5
4820,2018,,2.6
4830,2015,,2.4
4831,2016,,2.5
4832,2017,,2.3
4833,2018,,2.4
4843,2015,,2.6
4844,2016,,2.4
4845,2017,,2.3
4846,2018,,2.2
4856,2015,,2.7
4857,2016,,2.7
4858,2017,,2.5
4859,2018,,2.3
4869,2015,,2.4
4870,2016,,2.4
4871,2017,,2.3
4872,2018,,2.5
4882,2015,,2.7
4883,2016,,2.7
4884,2017,,2.7
4885,2018,,2.6
4895,2015,,3.5
4896,2016,,3
4897,2017,,2.9
4898,2018,,3.1
4908,2015,,3.1
4909,2016,,2.9
4910,2017,,3
4911,2018,,2.9
4921,2015,,3.9
4922,2016,,3.8
4923,2017,,3.1
4924,2018,,3.2
4934,2015,,5.4
4935,2016,,4.6
4936,2017,,4.6
4937,2018,,4.1
4947,2015,,3.2
4948,2016,,3.2
4949,2017,,3.2
4950,2018,,3
4960,2015,,3
4961,2016,,2.8
4962,2017,,2.7
4963,2018,,3
4973,2015,,3
4974,2016,,2.9
4975,2017,,3.1
4976,2018,,2.7
4986,2015,,2.8
4987,2016,,2.6
4988,2017,,2.4
4989,2018,,3.9
4999,2015,,3.2
5000,2016,,3
5001,2017,,3.1
5002,2018,,2.9
5013,2016,,4.8
5014,2017,,5
5025,2015,,3.6
5026,2016,,3.6
5027,2017,,3.3
5028,2018,,3.2
5038,2015,,2.7
5039,2016,,2.6
5040,2017,,2.3
5041,2018,,2.4
5051,2015,,5.9
5052,2016,,5.7
5053,2017,,4.8
5054,2018,,4.8
5064,2015,,3.3
5065,2016,,3.3
5066,2017,,3.2
5067,2018,,3.1
5077,2015,,3.4
5078,2016,,3.2
5079,2017,,3.4
5080,2018,,3.3
5090,2015,,3.1
5091,2016,,2.9
5092,2017,,3.4
5093,2018,,3.4
5103,2015,,4.1
5104,2016,,3.4
5105,2017,,3.6
5106,2018,,3.3
5117,2016,,5.2
5118,2017,,5.1
5119,2018,,4.3
5130,2016,,5.9
5131,2017,,5.1
5132,2018,,4.8
5143,2016,,5.2
5144,2017,,5.1
5145,2018,,4.8
5155,2015,,3.4
5156,2016,,3.4
5157,2017,,2.8
5158,2018,,3
5168,2015,,3.4
5169,2016,,4.1
5170,2017,,3.2
5181,2015,,2.7
5182,2016,,2.8
5183,2017,,2.7
5184,2018,,2.6
5194,2015,,3.5
5195,2016,,3.6
5196,2017,,2.9
5197,2018,,2.8
5207,2015,,3.4
5208,2016,,3.1
5209,2017,,2.8
5210,2018,,2.7
5220,2015,,3.4
5221,2016,,3.1
5222,2017,,3
5223,2018,,2.7
5234,2016,,5.9
5235,2017,,5.1
5236,2018,,4.8
5246,2015,,2.9
5247,2016,,2.8
5248,2017,,2.6
5249,2018,,2.6
5259,2015,,2.7
5260,2016,,2.9
5261,2017,,2.8
5262,2018,,2.6
5272,2015,,3.6
5273,2016,,3.2
5274,2017,,3.2
5275,2018,,3.1
5285,2015,,3.5
5286,2016,,3.1
5287,2017,,3.3
5288,2018,,3
5298,2015,,3.4
5299,2016,,3
5300,2017,,3.4
5301,2018,,3.2
5311,2015,,3.6
5312,2016,,3.7
5313,2017,,3.3
5314,2018,,3.7
5324,2015,,3.1
5325,2016,,3.1
5326,2017,,3.2
5327,2018,,2.8
5337,2015,,2.6
5338,2016,,2.5
5339,2017,,2.6
5340,2018,,2.4
5350,2015,,2.8
5351,2016,,3.1
5352,2017,,2.9
5353,2018,,2.7
5363,2015,,5.3
5364,2016,,4.3
5365,2017,,3.5
5366,2018,,4.8
5376,2015,,5.7
5377,2016,,4.8
5378,2017,,5
5379,2018,,3.8
5389,2015,,3.8
5390,2016,,3.8
5391,2017,,3.7
5392,2018,,3.5
5402,2015,,3.5
5403,2016,,3.5
5404,2017,,3.7
5405,2018,,3.2
5415,2015,,3.6
5416,2016,,3.8
5417,2017,,3.4
5418,2018,,3.5
5428,2015,,3
5429,2016,,3.3
5430,2017,,3.3
5431,2018,,3
5441,2015,,2.7
5442,2016,,2.6
5443,2017,,2.7
5444,2018,,2.3
5454,2015,,2.9
5455,2016,,2.6
5456,2017,,2.7
5457,2018,,2.6
5467,2015,,2.7
5468,2016,,2.5
5469,2017,,2.4
5470,2018,,2.5
5480,2015,,2.6
5481,2016,,2.4
5482,2017,,2.4
5483,2018,,2.3
5493,2015,,2.7
5494,2016,,2.6
5495,2017,,2.7
5496,2018,,2.5
5506,2015,,3
5507,2016,,2.8
5508,2017,,2.8
5509,2018,,2.6
5519,2015,,3
5520,2016,,3.1
5521,2017,,3.2
5522,2018,,2.9
5532,2015,,3.4
5533,2016,,3.3
5534,2017,,2.9
5535,2018,,3.3
5545,2015,,3.4
5546,2016,,3.5
5547,2017,,3.3
5548,2018,,3
5558,2015,,3.1
5559,2016,,3.1
5560,2017,,3.7
5561,2018,,3
5571,2015,,2.7
5572,2016,,3
5573,2017,,2.8
5574,2018,,3
5584,2015,,2.6
5585,2016,,2.7
5586,2017,,2.6
5587,2018,,2.5
5597,2015,,2.6
5598,2016,,2.7
5599,2017,,2.7
5600,2018,,2.4
5610,2015,,3.4
5611,2016,,3.2
5612,2017,,2.9
5613,2018,,3.7
5623,2015,,3.5
5624,2016,,3.2
5625,2017,,3.2
5626,2018,,2.9
5636,2015,,3.5
5637,2016,,2.9
5638,2017,,2.8
5639,2018,,2.8
5649,2015,,3.7
5650,2016,,3.7
5651,2017,,3.5
5652,2018,,3.2
5662,2015,,3.9
5663,2016,,3.5
5664,2017,,3.4
5665,2018,,3
5675,2015,,2.8
5676,2016,,2.8
5677,2017,,2.7
5678,2018,,2.7
5688,2015,,3.9
5689,2016,,3.7
5690,2017,,3.7
5691,2018,,3.5
5701,2015,,3
5702,2016,,3.6
5703,2017,,3.4
5704,2018,,3.4
5714,2015,,2.7
5715,2016,,2.8
5716,2017,,2.6
5717,2018,,2.9
5727,2015,,3.2
5728,2016,,3.3
5729,2017,,2.9
5730,2018,,2.8
5740,2015,,2.7
5741,2016,,2.7
5742,2017,,2.7
5743,2018,,2.9
5753,2015,,3.2
5754,2016,,2.9
5755,2017,,3
5756,2018,,3.2
5766,2015,,3
5767,2016,,3.1
5768,2017,,2.8
5769,2018,,2.7
5779,2015,,2.9
5780,2016,,2.6
5781,2017,,2.5
5782,2018,,2.6
5792,2015,,3.5
5793,2016,,3.2
5794,2017,,2.9
5795,2018,,3
5805,2015,,3.2
5806,2016,,3
5807,2017,,2.9
5808,2018,,2.6
5818,2015,,3.4
5819,2016,,3.1
5820,2017,,3.1
5821,2018,,3.1
5831,2015,,3.1
5832,2016,,2.8
5833,2017,,2.6
5834,2018,,2.8
5844,2015,,3.5
5845,2016,,3.6
5846,2017,,3.7
5847,2018,,3
5857,2015,,3.8
5858,2016,,3.3
5859,2017,,3.4
5860,2018,,2.8
5870,2015,,2.7
5871,2016,,2.8
5872,2017,,2.7
5873,2018,,2.6
5883,2015,,3.8
5884,2016,,3.8
5885,2017,,3.6
5886,2018,,3.3
5896,2015,,2.9
5897,2016,,3
5898,2017,,2.8
5899,2018,,2.8
5909,2015,,2.9
5910,2016,,2.9
5911,2017,,3.2
5912,2018,,3.5
5922,2015,,3.1
5923,2016,,3
5924,2017,,3
5925,2018,,2.8
5935,2015,,2.6
5936,2016,,2.7
5937,2017,,2.3
5938,2018,,2.3
5948,2015,,2.7
5949,2016,,2.5
5950,2017,,2.4
5951,2018,,2.5
5961,2015,,3
5962,2016,,3
5963,2017,,2.7
5964,2018,,2.6
5974,2015,,3.1
5975,2016,,3
5976,2017,,3
5977,2018,,2.6
5987,2015,,3.3
5988,2016,,3.5
5989,2017,,3.1
5990,2018,,3.2
6000,2015,,2.7
6001,2016,,2.7
6002,2017,,2.6
6003,2018,,2.5
6013,2015,,3.1
6014,2016,,2.9
6015,2017,,2.9
6016,2018,,2.8
6026,2015,,3.6
6027,2016,,3.2
6028,2017,,3.1
6029,2018,,2.9
6039,2015,,2.8
6040,2016,,2.7
6041,2017,,2.9
6042,2018,,2.6
6052,2015,,3.7
6053,2016,,3.2
6054,2017,,3.1
6055,2018,,3.1
6065,2015,,3
6066,2016,,2.8
6067,2017,,2.8
6068,2018,,2.7
6078,2015,,2.6
6079,2016,,2.4
6080,2017,,2.5
6081,2018,,2.4
6091,2015,,2.5
6092,2016,,2.6
6093,2017,,2.5
6094,2018,,2.9
6104,2015,,3.1
6105,2016,,3.2
6106,2017,,3
6107,2018,,3
6117,2015,,2.6
6118,2016,,2.5
6119,2017,,2.6
6120,2018,,2.5
6130,2015,,2.9
6131,2016,,2.9
6132,2017,,2.7
6133,2018,,3.1
6143,2015,,3.1
6144,2016,,2.9
6145,2017,,3
6146,2018,,3.1
6156,2015,,2.9
6157,2016,,2.9
6158,2017,,3
6159,2018,,2.8
6169,2015,,2.5
6170,2016,,2.4
6171,2017,,2.5
6172,2018,,2.3
6182,2015,,3.4
6183,2016,,4
6184,2017,,3.1
6185,2018,,2.9
6195,2015,,3.1
6196,2016,,3
6197,2017,,2.7
6198,2018,,2.8
6208,2015,,3.6
6209,2016,,3.6
6210,2017,,3.5
6211,2018,,3.1
6221,2015,,3.6
6222,2016,,3.6
6223,2017,,3.2
6224,2018,,3.2
6234,2015,,2.9
6235,2016,,2.9
6236,2017,,2.9
6237,2018,,3
6247,2015,,5
6248,2016,,5
6249,2017,,5
6250,2018,,4.5
6260,2015,,3.1
6261,2016,,3.4
6262,2017,,3.6
6263,2018,,3.4
6273,2015,,2.8
6274,2016,,3.1
6275,2017,,2.8
6276,2018,,2.9
6286,2015,,2.4
6287,2016,,2.3
6288,2017,,2.4
6289,2018,,2.5
6299,2015,,3.4
6300,2016,,3.3
6301,2017,,2.9
6302,2018,,3.1
6312,2015,,2.6
6313,2016,,2.7
6314,2017,,2.6
6315,2018,,2.5
6325,2015,,3.1
6326,2016,,2.8
6327,2017,,2.9
6328,2018,,2.6
6338,2015,,3.3
6339,2016,,3.3
6340,2017,,3.1
6341,2018,,3.1
6351,2015,,3.1
6352,2016,,3.3
6353,2017,,2.9
6354,2018,,3.1
6364,2015,,3.1
6365,2016,,2.9
6366,2017,,2.8
6367,2018,,2.7
6377,2015,,3
6378,2016,,2.7
6379,2017,,2.9
6380,2018,,2.6
6390,2015,,2.8
6391,2016,,3
6392,2017,,2.9
6393,2018,,2.8
6403,2015,,2.7
6404,2016,,2.7
6405,2017,,2.6
6406,2018,,2.6
6416,2015,,2.5
6417,2016,,2.6
6418,2017,,2.6
6419,2018,,2.8
6429,2015,,2.9
6430,2016,,2.7
6431,2017,,2.7
6432,2018,,2.6
6442,2015,,3.2
6443,2016,,3.4
6444,2017,,3.5
6445,2018,,3.4
6455,2015,,3.5
6456,2016,,3.6
6457,2017,,3.8
6458,2018,,3.5
6468,2015,,2.7
6469,2016,,2.6
6470,2017,,2.9
6471,2018,,2.8
6481,2015,,3.8
6482,2016,,3.4
6483,2017,,3.4
6484,2018,,3
6494,2015,,3
6495,2016,,3
6496,2017,,2.5
6497,2018,,2.6
6507,2015,,2.9
6508,2016,,3.1
6509,2017,,3.1
6510,2018,,2.7
6520,2015,,2.9
6521,2016,,3.3
6522,2017,,2.6
6523,2018,,2.7
6533,2015,,2.7
6534,2016,,2.7
6535,2017,,3
6536,2018,,2.9
6546,2015,,3.7
6547,2016,,3.5
6548,2017,,3.2
6549,2018,,3.4
6559,2015,,5.3
6560,2016,,4.2
6561,2017,,4.7
6562,2018,,3.6
6572,2015,,3.5
6573,2016,,3
6574,2017,,3.1
6575,2018,,3
6585,2015,,2.8
6586,2016,,2.9
6587,2017,,2.5
6588,2018,,2.9
6598,2015,,3.2
6599,2016,,3.2
6600,2017,,3.1
6601,2018,,3
6611,2015,,3.5
6612,2016,,3.2
6613,2017,,3.7
6614,2018,,3.1
6624,2015,,2.7
6625,2016,,2.8
6626,2017,,2.9
6627,2018,,2.6
6637,2015,,2.6
6638,2016,,2.5
6639,2017,,2.4
6640,2018,,2.4
6650,2015,,2.9
6651,2016,,2.9
6652,2017,,2.6
6653,2018,,2.8
6663,2015,,2.8
6664,2016,,2.6
6665,2017,,2.6
6666,2018,,2.5
6676,2015,,2.3
6677,2016,,2.3
6678,2017,,2.2
6679,2018,,2.2
6689,2015,,3.1
6690,2016,,2.9
6691,2017,,2.8
6692,2018,,2.8
6702,2015,,2.9
6703,2016,,2.8
6704,2017,,2.7
6705,2018,,2.4
6715,2015,,3.5
6716,2016,,3.5
6717,2017,,3.7
6718,2018,,3.7
6728,2015,,3.2
6729,2016,,3.6
6730,2017,,3.4
6731,2018,,2.9
6741,2015,,2.6
6742,2016,,2.6
6743,2017,,2.7
6744,2018,,2.7
6754,2015,,3.1
6755,2016,,3.3
6756,2017,,2.9
6757,2018,,3.1
6767,2015,,3.7
6768,2016,,3.3
6769,2017,,3.3
6770,2018,,3.6
6780,2015,,3.5
6781,2016,,3.1
6782,2017,,2.8
6783,2018,,3
6793,2015,,2.8
6794,2016,,4.3
6795,2017,,3
6796,2018,,2.7
6806,2015,,3.7
6807,2016,,3.7
6808,2017,,3.7
6809,2018,,3.2
6819,2015,,3.9
6820,2016,,3.3
6821,2017,,2.9
6822,2018,,3.1
6832,2015,,3.2
6833,2016,,3.2
6834,2017,,3
6835,2018,,3.2
6845,2015,,3.1
6846,2016,,3.1
6847,2017,,3.2
6848,2018,,3.1
6858,2015,,2.5
6859,2016,,2.5
6860,2017,,2.6
6861,2018,,2.7
6871,2015,,3.4
6872,2016,,4.1
6873,2017,,3.2
6874,2018,,3.4
6884,2015,,3
6885,2016,,3
6886,2017,,2.4
6887,2018,,2.8
6897,2015,,3.7
6898,2016,,3.2
6899,2017,,3.2
6900,2018,,3
6910,2015,,3.6
6911,2016,,3.1
6912,2017,,2.9
6913,2018,,2.9
6923,2015,,2.3
6924,2016,,2.5
6925,2017,,2.4
6926,2018,,2.3
6936,2015,,2.8
6937,2016,,3.1
6938,2017,,2.6
6939,2018,,2.4
6949,2015,,3.1
6950,2016,,3.8
6951,2017,,2.9
6952,2018,,2.5
6962,2015,,3.2
6963,2016,,2.9
6964,2017,,3
6965,2018,,2.7
6975,2015,,3.8
6976,2016,,3.5
6977,2017,,3.5
6978,2018,,3.4
6988,2015,,3
6989,2016,,3.2
6990,2017,,2.7
6991,2018,,2.4
7001,2015,,2.8
7002,2016,,2.9
7003,2017,,2.4
7004,2018,,2.6
7014,2015,,3.5
7015,2016,,3.1
7016,2017,,3.3
7017,2018,,2.8
7027,2015,,3.6
7028,2016,,3.6
7029,2017,,2.9
7030,2018,,3.1
7040,2015,,3.4
7041,2016,,3.9
7042,2017,,3.9
7043,2018,,3.9
7053,2015,,2.3
7054,2016,,2.3
7055,2017,,2.2
7056,2018,,2.2
7066,2015,,2.8
7067,2016,,2.7
7068,2017,,2.5
7069,2018,,2.6
7079,2015,,2.7
7080,2016,,2.7
7081,2017,,2.7
7082,2018,,2.5
7092,2015,,2.8
7093,2016,,2.9
7094,2017,,2.5
7095,2018,,2.6
7105,2015,,3.2
7106,2016,,3.5
7107,2017,,2.7
7108,2018,,2.8
7118,2015,,3.2
7119,2016,,3.3
7120,2017,,3
7121,2018,,3.1
7131,2015,,2.8
7132,2016,,2.6
7133,2017,,2.3
7134,2018,,2.2
7144,2015,,2.3
7145,2016,,2.3
7146,2017,,2.3
7147,2018,,2.3
7157,2015,,3.3
7158,2016,,2.9
7159,2017,,2.8
7160,2018,,2.9
7170,2015,,2.6
7171,2016,,2.6
7172,2017,,2.6
7173,2018,,2.6
7183,2015,,2.4
7184,2016,,2.3
7185,2017,,2.3
7186,2018,,2.2
7196,2015,,2.9
7197,2016,,2.6
7198,2017,,2.6
7199,2018,,2.3
7209,2015,,2.5
7210,2016,,2.6
7211,2017,,2.6
7212,2018,,2.6
7222,2015,,2.9
7223,2016,,3
7224,2017,,2.6
7225,2018,,2.8
7235,2015,,3.2
7236,2016,,3
7237,2017,,3
7238,2018,,2.9
7248,2015,,3
7249,2016,,2.8
7250,2017,,2.9
7251,2018,,2.6
7261,2015,,2.7
7262,2016,,2.9
7263,2017,,2.6
7264,2018,,2.8
7274,2015,,3.1
7275,2016,,3.1
7276,2017,,3.4
7277,2018,,3.1
7287,2015,,3.1
7288,2016,,3.2
7289,2017,,3.4
7290,2018,,3
7300,2015,,3.4
7301,2016,,3.3
7302,2017,,3.4
7303,2018,,3.1
7313,2015,,3.7
7314,2016,,3.7
7315,2017,,3
7316,2018,,3.1
7326,2015,,3.4
7327,2016,,2.8
7328,2017,,2.9
7329,2018,,2.7
7339,2015,,3.2
7340,2016,,2.9
7341,2017,,3.1
7342,2018,,3
7352,2015,,3.8
7353,2016,,3.4
7354,2017,,3.4
7355,2018,,2.9
7365,2015,,3.8
7366,2016,,3.1
7367,2017,,3.8
7368,2018,,3.4
7378,2015,,2.4
7379,2016,,2.4
7380,2017,,2.4
7381,2018,,2.2
7391,2015,,2.1
7392,2016,,2.2
7393,2017,,2.2
7394,2018,,2.3
7404,2015,,2.7
7405,2016,,2.7
7406,2017,,2.7
7407,2018,,2.7
7417,2015,,2.7
7418,2016,,2.5
7419,2017,,2.7
7420,2018,,2.6
7430,2015,,2.8
7431,2016,,2.6
7432,2017,,2.6
7433,2018,,2.4
7443,2015,,3
7444,2016,,3.1
7445,2017,,2.9
7446,2018,,2.8
7456,2015,,3.3
7457,2016,,3
7458,2017,,3
7459,2018,,2.8
7469,2015,,3.6
7470,2016,,3.1
7471,2017,,2.8
7472,2018,,2.6
7482,2015,,2.6
7483,2016,,3.3
7484,2017,,3.3
7485,2018,,3
7495,2015,,3.1
7496,2016,,2.8
7497,2017,,2.9
7498,2018,,2.7
7508,2015,,2.7
7509,2016,,2.5
7510,2017,,2.5
7511,2018,,2.4
7521,2015,,2.5
7522,2016,,2.8
7523,2017,,2.6
7524,2018,,2.5
7534,2015,,2.6
7535,2016,,2.5
7536,2017,,2.5
7537,2018,,2.5
7547,2015,,2.9
7548,2016,,2.8
7549,2017,,2.6
7550,2018,,2.6
7560,2015,,2.8
7561,2016,,2.7
7562,2017,,2.5
7563,2018,,2.4
7573,2015,,2.4
7574,2016,,2.2
7575,2017,,2.3
7576,2018,,2.2
7586,2015,,2.6
7587,2016,,2.5
7588,2017,,2.5
7589,2018,,2.5
7599,2015,,3
7600,2016,,3.1
7601,2017,,3
7602,2018,,3.1
7612,2015,,2.4
7613,2016,,2.4
7614,2017,,2.2
7615,2018,,2.2
7625,2015,,2.6
7626,2016,,2.4
7627,2017,,2.5
7628,2018,,2.4
7638,2015,,3.3
7639,2016,,3.4
7640,2017,,3
7641,2018,,3.2
7651,2015,,2.9
7652,2016,,3
7653,2017,,2.6
7654,2018,,2.7
7664,2015,,3.1
7665,2016,,2.9
7666,2017,,3.1
7667,2018,,3
7677,2015,,2.5
7678,2016,,2.5
7679,2017,,2.3
7680,2018,,2.5
7690,2015,,2.3
7691,2016,,2.4
7692,2017,,2.2
7693,2018,,2.3
7703,2015,,2.6
7704,2016,,2.4
7705,2017,,2.5
7706,2018,,2.4
7716,2015,,3.4
7717,2016,,3.5
7718,2017,,3.5
7719,2018,,2.7
7729,2015,,3.7
7730,2016,,3.5
7731,2017,,3.2
7732,2018,,3
7742,2015,,3.5
7743,2016,,3.1
7744,2017,,3.1
7745,2018,,3.4
7755,2015,,3.3
7756,2016,,3
7757,2017,,3.1
7758,2018,,3.3
7768,2015,,3.2
7769,2016,,3
7770,2017,,2.7
7771,2018,,2.9
7781,2015,,3.3
7782,2016,,3
7783,2017,,2.8
7784,2018,,3
7794,2015,,3.1
7795,2016,,3
7796,2017,,2.8
7797,2018,,2.7
7807,2015,,3.4
7808,2016,,3.1
7809,2017,,2.5
7810,2018,,2.6
7820,2015,,2.2
7821,2016,,2.5
7822,2017,,2.3
7823,2018,,2.2
7833,2015,,2.3
7834,2016,,2.6
7835,2017,,2.5
7836,2018,,2
7846,2015,,2.6
7847,2016,,2.6
7848,2017,,2.4
7849,2018,,2.3
7859,2015,,3
7860,2016,,2.5
7861,2017,,2.6
7862,2018,,2.4
7872,2015,,2.6
7873,2016,,2.4
7874,2017,,2.6
7875,2018,,2.5
7885,2015,,2.7
7886,2016,,2.8
7887,2017,,2.6
7888,2018,,2.6
7898,2015,,2.4
7899,2016,,2.4
7900,2017,,2.7
7901,2018,,2.4
7911,2015,,3.5
7912,2016,,3.3
7913,2017,,3.1
7914,2018,,2.8
7924,2015,,2.2
7925,2016,,2.1
7926,2017,,2
7927,2018,,2
7937,2015,,5
7938,2016,,5
7939,2017,,4.3
7940,2018,,4.5
7950,2015,,3.8
7951,2016,,3.5
7952,2017,,3.2
7953,2018,,3.4
7963,2015,,2.9
7964,2016,,3
7965,2017,,2.7
7966,2018,,2.7
7976,2015,,2.7
7977,2016,,2.4
7978,2017,,2.3
7979,2018,,2.2
7989,2015,,2.8
7990,2016,,2.7
7991,2017,,2.3
7992,2018,,2.4
8002,2015,,3.2
8003,2016,,3.4
8004,2017,,3.3
8005,2018,,3
