Year,Gender,GeoCode,Value
6352,2016,,,27
6353,2017,,,25
6354,2018,,,31
6355,2019,,,36
6356,2020,,,30
6357,2021,,,36
6358,2009,,,22
6359,2010,,,24
6360,2011,,,22
6361,2012,,,22
6362,2013,,,24
6363,2014,,,29
6364,2015,,,33
6365,2016,,,32
6366,2017,,,31
6367,2018,,,40
6368,2019,,,41
6369,2020,,,43
6370,2021,,,41
6371,2009,,,15
6372,2010,,,17
6373,2011,,,16
6374,2012,,,23
6375,2013,,,24
6376,2014,,,22
6377,2015,,,21
6378,2016,,,29
6379,2017,,,28
6380,2018,,,25
6381,2019,,,25
6382,2020,,,21
6383,2021,,,16
6384,2009,,,9
6385,2010,,,11
6386,2011,,,11
6387,2012,,,9
6388,2013,,,9
6389,2014,,,11
6390,2015,,,13
6391,2016,,,17
6392,2017,,,19
6393,2018,,,22
6394,2019,,,22
6395,2020,,,20
6396,2021,,,21
6397,2009,,,14
6398,2010,,,11
6399,2011,,,12
6400,2012,,,19
6401,2013,,,21
6402,2014,,,22
6403,2015,,,23
6404,2016,,,26
6405,2017,,,26
6406,2018,,,27
6407,2019,,,24
6408,2020,,,27
6409,2021,,,28
6410,2009,,,9
6411,2010,,,10
6412,2011,,,9
6413,2012,,,11
6414,2013,,,14
6415,2014,,,15
6416,2015,,,14
6417,2016,,,14
6418,2017,,,16
6419,2018,,,18
6420,2019,,,19
6421,2020,,,20
6422,2021,,,24
6423,2009,,,17
6424,2010,,,21
6425,2011,,,20
6426,2012,,,25
6427,2013,,,29
6428,2014,,,31
6429,2015,,,33
6430,2016,,,31
6431,2017,,,34
6432,2018,,,32
6433,2019,,,27
6434,2020,,,29
6435,2021,,,32
6436,2009,,,14
6437,2010,,,16
6438,2011,,,17
6439,2012,,,18
6440,2013,,,20
6441,2014,,,22
6442,2015,,,21
6443,2016,,,24
6444,2017,,,27
6445,2018,,,24
6446,2019,,,22
6447,2020,,,26
6448,2021,,,27
6449,2009,,,25
6450,2010,,,23
6451,2011,,,25
6452,2012,,,26
6453,2013,,,26
6454,2014,,,27
6455,2015,,,26
6456,2016,,,30
6457,2017,,,30
6458,2018,,,29
6459,2019,,,34
6460,2020,,,35
6461,2021,,,40
6462,2009,,,26
6463,2010,,,27
6464,2011,,,27
6465,2012,,,30
6466,2013,,,29
6467,2014,,,29
6468,2015,,,27
6469,2016,,,32
6470,2017,,,35
6471,2018,,,37
6472,2019,,,38
6473,2020,,,33
6474,2021,,,30
6475,2009,,,13
6476,2010,,,19
6477,2011,,,25
6478,2012,,,22
6479,2013,,,25
6480,2014,,,26
6481,2015,,,28
6482,2016,,,29
6483,2017,,,28
6484,2018,,,29
6485,2019,,,31
6486,2020,,,26
6487,2021,,,26
6488,2009,,,30
6489,2010,,,28
6490,2011,,,23
6491,2012,,,26
6492,2013,,,29
6493,2014,,,30
6494,2015,,,34
6495,2016,,,37
6496,2017,,,38
6497,2018,,,37
6498,2019,,,36
6499,2020,,,32
6500,2021,,,38
6501,2009,,,34
6502,2010,,,45
6503,2011,,,48
6504,2012,,,48
6505,2013,,,48
6506,2014,,,47
6507,2015,,,48
6508,2016,,,43
6509,2017,,,47
6510,2018,,,48
6511,2019,,,50
6512,2020,,,45
6513,2021,,,41
6514,2009,,,32
6515,2010,,,38
6516,2011,,,37
6517,2012,,,36
6518,2013,,,33
6519,2014,,,32
6520,2015,,,29
6521,2016,,,27
6522,2017,,,25
6523,2018,,,27
6524,2019,,,26
6525,2020,,,22
6526,2021,,,23
6527,2009,,,38
6528,2010,,,34
6529,2011,,,32
6530,2012,,,32
6531,2013,,,28
6532,2014,,,30
6533,2015,,,30
6534,2016,,,29
6535,2017,,,31
6536,2018,,,29
6537,2019,,,31
6538,2020,,,28
6539,2021,,,29
6540,2009,,,20
6541,2010,,,19
6542,2011,,,25
6543,2012,,,29
6544,2013,,,29
6545,2014,,,28
6546,2015,,,27
6547,2016,,,29
6548,2017,,,28
6549,2018,,,29
6550,2019,,,28
6551,2020,,,30
6552,2021,,,27
6553,2009,,,28
6554,2010,,,27
6555,2011,,,24
6556,2012,,,27
6557,2013,,,30
6558,2014,,,32
6559,2015,,,54
6560,2016,,,56
6561,2017,,,56
6562,2018,,,50
6563,2019,,,50
6564,2020,,,51
6565,2021,,,50
6566,2009,,,28
6567,2010,,,26
6568,2011,,,23
6569,2012,,,23
6570,2013,,,26
6571,2014,,,24
6572,2015,,,23
6573,2016,,,21
6574,2017,,,22
6575,2018,,,22
6576,2019,,,24
6577,2020,,,17
6578,2021,,,18
6579,2009,,,38
6580,2010,,,47
6581,2011,,,47
6582,2012,,,47
6583,2013,,,49
6584,2014,,,50
6585,2015,,,50
6586,2016,,,50
6587,2017,,,53
6588,2018,,,49
6589,2019,,,44
6590,2020,,,44
6591,2021,,,43
6592,2009,,,17
6593,2010,,,18
6594,2011,,,14
6595,2012,,,15
6596,2013,,,13
6597,2014,,,16
6598,2015,,,17
6599,2016,,,20
6600,2017,,,25
6601,2018,,,27
6602,2019,,,26
6603,2020,,,27
6604,2021,,,31
6605,2009,,,21
6606,2010,,,26
6607,2011,,,29
6608,2012,,,29
6609,2013,,,24
6610,2014,,,26
6611,2015,,,28
6612,2016,,,30
6613,2017,,,30
6614,2018,,,28
6615,2019,,,28
6616,2020,,,30
6617,2021,,,31
6618,2009,,,19
6619,2010,,,18
6620,2011,,,38
6621,2012,,,39
6622,2013,,,37
6623,2014,,,36
6624,2015,,,38
6625,2016,,,41
6626,2017,,,39
6627,2018,,,36
6628,2019,,,37
6629,2020,,,38
6630,2021,,,46
6631,2009,,,18
6632,2010,,,22
6633,2011,,,24
6634,2012,,,23
6635,2013,,,25
6636,2014,,,24
6637,2015,,,22
6638,2016,,,18
6639,2017,,,20
6640,2018,,,24
6641,2019,,,28
6642,2020,,,30
6643,2021,,,33
6644,2009,,,12
6645,2010,,,12
6646,2011,,,11
6647,2012,,,15
6648,2013,,,15
6649,2014,,,15
6650,2015,,,13
6651,2016,,,14
6652,2017,,,19
6653,2018,,,15
6654,2019,,,15
6655,2020,,,13
6656,2021,,,15
6657,2009,,,13
6658,2010,,,15
6659,2011,,,16
6660,2012,,,16
6661,2013,,,16
6662,2014,,,18
6663,2015,,,21
6664,2016,,,27
6665,2017,,,27
6666,2018,,,34
6667,2019,,,35
6668,2020,,,34
6669,2021,,,27
6670,2009,,,5
6671,2010,,,6
6672,2011,,,6
6673,2012,,,9
6674,2013,,,13
6675,2014,,,15
6676,2015,,,15
6677,2016,,,15
6678,2017,,,16
6679,2018,,,18
6680,2019,,,17
6681,2020,,,19
6682,2021,,,18
6683,2009,,,16
6684,2010,,,14
6685,2011,,,17
6686,2012,,,20
6687,2013,,,20
6688,2014,,,25
6689,2015,,,22
6690,2016,,,21
6691,2017,,,23
6692,2018,,,21
6693,2019,,,20
6694,2020,,,20
6695,2021,,,19
6696,2009,,,24
6697,2010,,,24
6698,2011,,,25
6699,2012,,,23
6700,2013,,,23
6701,2014,,,21
6702,2015,,,26
6703,2016,,,31
6704,2017,,,31
6705,2018,,,33
6706,2019,,,37
6707,2020,,,31
6708,2021,,,31
6709,2009,,,8
6710,2010,,,8
6711,2011,,,11
6712,2012,,,13
6713,2013,,,14
6714,2014,,,15
6715,2015,,,17
6716,2016,,,13
6717,2017,,,13
6718,2018,,,14
6719,2019,,,18
6720,2020,,,18
6721,2021,,,20
6722,2009,,,22
6723,2010,,,27
6724,2011,,,25
6725,2012,,,28
6726,2013,,,25
6727,2014,,,29
6728,2015,,,32
6729,2016,,,31
6730,2017,,,29
6731,2018,,,36
6732,2019,,,33
6733,2020,,,29
6734,2021,,,35
6735,2009,,,26
6736,2010,,,24
6737,2011,,,27
6738,2012,,,30
6739,2013,,,30
6740,2014,,,25
6741,2015,,,25
6742,2016,,,26
6743,2017,,,30
6744,2018,,,35
6745,2019,,,31
6746,2020,,,31
6747,2021,,,25
6748,2009,,,33
6749,2010,,,39
6750,2011,,,41
6751,2012,,,41
6752,2013,,,42
6753,2014,,,33
6754,2015,,,36
6755,2016,,,37
6756,2017,,,32
6757,2018,,,33
6758,2019,,,31
6759,2020,,,32
6760,2021,,,32
6761,2009,,,23
6762,2010,,,26
6763,2011,,,28
6764,2012,,,27
6765,2013,,,27
6766,2014,,,28
6767,2015,,,28
6768,2016,,,31
6769,2017,,,30
6770,2018,,,34
6771,2019,,,35
6772,2020,,,33
6773,2021,,,30
6774,2009,,,31
6775,2010,,,29
6776,2011,,,30
6777,2012,,,29
6778,2013,,,36
6779,2014,,,36
6780,2015,,,38
6781,2016,,,41
6782,2017,,,45
6783,2018,,,44
6784,2019,,,45
6785,2020,,,50
6786,2021,,,53
6787,2009,,,24
6788,2010,,,18
6789,2011,,,27
6790,2012,,,23
6791,2013,,,25
6792,2014,,,29
6793,2015,,,31
6794,2016,,,36
6795,2017,,,33
6796,2018,,,34
6797,2019,,,33
6798,2020,,,31
6799,2021,,,42
6800,2009,,,27
6801,2010,,,26
6802,2011,,,28
6803,2012,,,25
6804,2013,,,27
6805,2014,,,35
6806,2015,,,32
6807,2016,,,36
6808,2017,,,29
6809,2018,,,30
6810,2019,,,29
6811,2020,,,27
6812,2021,,,31
6813,2009,,,26
6814,2010,,,25
6815,2011,,,29
6816,2012,,,32
6817,2013,,,32
6818,2014,,,33
6819,2015,,,35
6820,2016,,,38
6821,2017,,,37
6822,2018,,,36
6823,2019,,,35
6824,2020,,,33
6825,2021,,,31
6826,2009,,,27
6827,2010,,,27
6828,2011,,,24
6829,2012,,,30
6830,2013,,,31
6831,2014,,,33
6832,2015,,,33
6833,2016,,,34
6834,2017,,,39
6835,2018,,,36
6836,2019,,,29
6837,2020,,,29
6838,2021,,,25
6839,2009,,,18
6840,2010,,,19
6841,2011,,,23
6842,2012,,,23
6843,2013,,,25
6844,2014,,,24
6845,2015,,,29
6846,2016,,,29
6847,2017,,,25
6848,2018,,,28
6849,2019,,,29
6850,2020,,,33
6851,2021,,,33
6852,2009,,,21
6853,2010,,,24
6854,2011,,,30
6855,2012,,,25
6856,2013,,,31
6857,2014,,,33
6858,2015,,,31
6859,2016,,,30
6860,2017,,,33
6861,2018,,,38
6862,2019,,,47
6863,2020,,,40
6864,2021,,,44
6865,2009,,,19
6866,2010,,,22
6867,2011,,,21
6868,2012,,,19
6869,2013,,,21
6870,2014,,,21
6871,2015,,,24
6872,2016,,,23
6873,2017,,,24
6874,2018,,,27
6875,2019,,,26
6876,2020,,,27
6877,2021,,,35
6878,2009,,,36
6879,2010,,,33
6880,2011,,,36
6881,2012,,,36
6882,2013,,,34
6883,2014,,,36
6884,2015,,,32
6885,2016,,,34
6886,2017,,,36
6887,2018,,,42
6888,2019,,,38
6889,2020,,,34
6890,2021,,,36
6891,2009,,,25
6892,2010,,,22
6893,2011,,,22
6894,2012,,,23
6895,2013,,,28
6896,2014,,,29
6897,2015,,,31
6898,2016,,,35
6899,2017,,,32
6900,2018,,,35
6901,2019,,,34
6902,2020,,,33
6903,2021,,,32
6904,2009,,,22
6905,2010,,,21
6906,2011,,,28
6907,2012,,,30
6908,2013,,,30
6909,2014,,,34
6910,2015,,,32
6911,2016,,,27
6912,2017,,,30
6913,2018,,,33
6914,2019,,,34
6915,2020,,,37
6916,2021,,,35
6917,2009,,,16
6918,2010,,,22
6919,2011,,,18
6920,2012,,,21
6921,2013,,,22
6922,2014,,,25
6923,2015,,,26
6924,2016,,,24
6925,2017,,,27
6926,2018,,,28
6927,2019,,,35
6928,2020,,,33
6929,2021,,,32
6930,2009,,,25
6931,2010,,,26
6932,2011,,,30
6933,2012,,,30
6934,2013,,,33
6935,2014,,,37
6936,2015,,,40
6937,2016,,,45
6938,2017,,,45
6939,2018,,,42
6940,2019,,,38
6941,2020,,,38
6942,2021,,,43
6943,2009,,,20
6944,2010,,,20
6945,2011,,,21
6946,2012,,,26
6947,2013,,,26
6948,2014,,,25
6949,2015,,,27
6950,2016,,,26
6951,2017,,,27
6952,2018,,,32
6953,2019,,,29
6954,2020,,,29
6955,2021,,,28
6956,2009,,,21
6957,2010,,,19
6958,2011,,,19
6959,2012,,,21
6960,2013,,,22
6961,2014,,,25
6962,2015,,,27
6963,2016,,,34
6964,2017,,,35
6965,2018,,,30
6966,2019,,,29
6967,2020,,,25
6968,2021,,,31
6969,2009,,,16
6970,2010,,,17
6971,2011,,,26
6972,2012,,,28
6973,2013,,,35
6974,2014,,,39
6975,2015,,,41
6976,2016,,,39
6977,2017,,,35
6978,2018,,,37
6979,2019,,,36
6980,2020,,,37
6981,2021,,,44
6982,2009,,,18
6983,2010,,,20
6984,2011,,,22
6985,2012,,,23
6986,2013,,,27
6987,2014,,,29
6988,2015,,,28
6989,2016,,,26
6990,2017,,,23
6991,2018,,,27
6992,2019,,,28
6993,2020,,,28
6994,2021,,,27
6995,2009,,,20
6996,2010,,,27
6997,2011,,,27
6998,2012,,,26
6999,2013,,,23
7000,2014,,,27
7001,2015,,,27
7002,2016,,,28
7003,2017,,,26
7004,2018,,,27
7005,2019,,,26
7006,2020,,,19
7007,2021,,,24
7008,2009,,,18
7009,2010,,,15
7010,2011,,,16
7011,2012,,,15
7012,2013,,,16
7013,2014,,,18
7014,2015,,,20
7015,2016,,,21
7016,2017,,,20
7017,2018,,,19
7018,2019,,,22
7019,2020,,,26
7020,2021,,,32
7021,2009,,,28
7022,2010,,,24
7023,2011,,,24
7024,2012,,,29
7025,2013,,,31
7026,2014,,,31
7027,2015,,,32
7028,2016,,,32
7029,2017,,,36
7030,2018,,,33
7031,2019,,,32
7032,2020,,,31
7033,2021,,,30
7034,2009,,,26
7035,2010,,,35
7036,2011,,,37
7037,2012,,,34
7038,2013,,,33
7039,2014,,,34
7040,2015,,,37
7041,2016,,,38
7042,2017,,,40
7043,2018,,,40
7044,2019,,,37
7045,2020,,,31
7046,2021,,,33
7047,2009,,,37
7048,2010,,,30
7049,2011,,,28
7050,2012,,,26
7051,2013,,,24
7052,2014,,,24
7053,2015,,,25
7054,2016,,,24
7055,2017,,,25
7056,2018,,,27
7057,2019,,,25
7058,2020,,,22
7059,2021,,,22
7060,2009,,,32
7061,2010,,,34
7062,2011,,,37
7063,2012,,,36
7064,2013,,,34
7065,2014,,,3
7066,2015,,,3
7067,2016,,,4
7068,2017,,,4
7069,2018,,,3
7070,2019,,,5
7071,2020,,,7
7072,2021,,,7
7073,2009,,,4
7074,2010,,,4
7075,2011,,,7
7076,2012,,,8
7077,2013,,,6
7078,2014,,,7
7079,2015,,,7
7080,2016,,,8
7081,2017,,,10
7082,2018,,,11
7083,2019,,,11
7084,2020,,,11
7085,2021,,,11
7086,2009,,,12
7087,2010,,,13
7088,2011,,,17
7089,2012,,,19
7090,2013,,,23
7091,2014,,,23
7092,2015,,,28
7093,2016,,,34
7094,2017,,,32
7095,2018,,,31
7096,2019,,,31
7097,2020,,,28
7098,2021,,,26
7099,2009,,,17
7100,2010,,,16
7101,2011,,,12
7102,2012,,,15
7103,2013,,,20
7104,2014,,,21
7105,2015,,,20
7106,2016,,,19
7107,2017,,,20
7108,2018,,,24
7109,2019,,,28
7110,2020,,,26
7111,2021,,,29
7112,2009,,,13
7113,2010,,,15
7114,2011,,,17
7115,2012,,,16
7116,2013,,,18
7117,2014,,,19
7118,2015,,,22
7119,2016,,,23
7120,2017,,,21
7121,2018,,,23
7122,2019,,,22
7123,2020,,,21
7124,2021,,,19
7125,2009,,,7
7126,2010,,,6
7127,2011,,,6
7128,2012,,,7
7129,2013,,,11
7130,2014,,,11
7131,2015,,,11
7132,2016,,,9
7133,2017,,,12
7134,2018,,,12
7135,2019,,,13
7136,2020,,,13
7137,2021,,,13
7138,2009,,,12
7139,2010,,,10
7140,2011,,,9
7141,2012,,,9
7142,2013,,,11
7143,2014,,,10
7144,2015,,,10
7145,2016,,,10
7146,2017,,,11
7147,2018,,,9
7148,2019,,,7
7149,2020,,,9
7150,2021,,,10
7151,2009,,,6
7152,2010,,,7
7153,2011,,,6
7154,2012,,,6
7155,2013,,,5
7156,2014,,,1
7157,2015,,,1
7158,2016,,,1
7159,2017,,,2
7160,2018,,,3
7161,2019,,,3
7162,2020,,,6
7163,2021,,,6
7164,2009,,,18
7165,2010,,,17
7166,2011,,,19
7167,2012,,,22
7168,2013,,,20
7169,2014,,,25
7170,2015,,,22
7171,2016,,,27
7172,2017,,,28
7173,2018,,,28
7174,2019,,,25
7175,2020,,,21
7176,2021,,,27
7178,2010,,,5
7179,2011,,,10
7180,2012,,,11
7181,2013,,,9
7182,2014,,,10
7183,2015,,,10
7184,2016,,,9
7185,2017,,,11
7186,2018,,,12
7187,2019,,,11
7188,2020,,,11
7189,2021,,,12
7192,2011,,,1
7193,2012,,,1
7194,2013,,,1
7196,2015,,,3
7197,2016,,,2
7198,2017,,,3
7199,2018,,,3
7200,2019,,,5
7201,2020,,,4
7202,2021,,,5
7208,2014,,,30
7209,2015,,,26
7210,2016,,,28
7211,2017,,,28
7212,2018,,,31
7213,2019,,,25
7214,2020,,,24
7215,2021,,,27
7221,2014,,,5
7222,2015,,,7
7223,2016,,,8
7224,2017,,,9
7225,2018,,,8
7226,2019,,,7
7227,2020,,,10
7228,2021,,,10
7229,2009,,,29
7230,2010,,,28
7231,2011,,,29
7232,2012,,,30
7233,2013,,,26
7234,2014,,,29
7235,2015,,,28
7236,2016,,,25
7237,2017,,,33
7238,2018,,,36
7239,2019,,,40
7240,2020,,,37
7241,2021,,,40
7242,2009,,,35
7243,2010,,,32
7244,2011,,,35
7245,2012,,,40
7246,2013,,,40
7247,2014,,,48
7248,2015,,,54
7249,2016,,,54
7250,2017,,,50
7251,2018,,,44
7252,2019,,,50
7253,2020,,,57
7254,2021,,,58
7255,2009,,,29
7256,2010,,,28
7257,2011,,,28
7258,2012,,,33
7259,2013,,,31
7260,2014,,,37
7261,2015,,,45
7262,2016,,,48
7263,2017,,,47
7264,2018,,,48
7265,2019,,,49
7266,2020,,,46
7267,2021,,,50
7268,2009,,,25
7269,2010,,,24
7270,2011,,,26
7271,2012,,,32
7272,2013,,,36
7273,2014,,,34
7274,2015,,,29
7275,2016,,,31
7276,2017,,,33
7277,2018,,,30
7278,2019,,,29
7279,2020,,,31
7280,2021,,,27
7281,2009,,,26
7282,2010,,,31
7283,2011,,,39
7284,2012,,,38
7285,2013,,,41
7286,2014,,,45
7287,2015,,,46
7288,2016,,,44
7289,2017,,,44
7290,2018,,,45
7291,2019,,,47
7292,2020,,,48
7293,2021,,,45
7294,2009,,,48
7295,2010,,,54
7296,2011,,,58
7297,2012,,,61
7298,2013,,,64
7299,2014,,,68
7300,2015,,,68
7301,2016,,,68
7302,2017,,,68
7303,2018,,,73
7304,2019,,,68
7305,2020,,,61
7306,2021,,,65
7307,2009,,,35
7308,2010,,,36
7309,2011,,,38
7310,2012,,,37
7311,2013,,,35
7312,2014,,,35
7313,2015,,,37
7314,2016,,,34
7315,2017,,,31
7316,2018,,,30
7317,2019,,,29
7318,2020,,,27
7319,2021,,,31
7320,2009,,,36
7321,2010,,,37
7322,2011,,,38
7323,2012,,,40
7324,2013,,,39
7325,2014,,,36
7326,2015,,,31
7327,2016,,,33
7328,2017,,,32
7329,2018,,,30
7330,2019,,,20
7331,2020,,,20
7332,2021,,,22
7333,2009,,,27
7334,2010,,,25
7335,2011,,,26
7336,2012,,,28
7337,2013,,,30
7338,2014,,,28
7339,2015,,,27
7340,2016,,,30
7341,2017,,,33
7342,2018,,,33
7343,2019,,,31
7344,2020,,,29
7345,2021,,,26
7346,2009,,,21
7347,2010,,,20
7348,2011,,,25
7349,2012,,,26
7350,2013,,,26
7351,2014,,,33
7352,2015,,,37
7353,2016,,,41
7354,2017,,,37
7355,2018,,,34
7356,2019,,,34
7357,2020,,,29
7358,2021,,,30
7359,2009,,,25
7360,2010,,,26
7361,2011,,,23
7362,2012,,,23
7363,2013,,,26
7364,2014,,,28
7365,2015,,,31
7366,2016,,,31
7367,2017,,,30
7368,2018,,,26
7369,2019,,,22
7370,2020,,,21
7371,2021,,,18
7372,2009,,,42
7373,2010,,,40
7374,2011,,,40
7375,2012,,,36
7376,2013,,,33
7377,2014,,,34
7378,2015,,,40
7379,2016,,,39
7380,2017,,,39
7381,2018,,,39
7382,2019,,,38
7383,2020,,,37
7384,2021,,,31
7385,2009,,,11
7386,2010,,,10
7387,2011,,,11
7388,2012,,,11
7389,2013,,,13
7390,2014,,,15
7391,2015,,,15
7392,2016,,,18
7393,2017,,,16
7394,2018,,,16
7395,2019,,,18
7396,2020,,,17
7397,2021,,,18
7398,2009,,,13
7399,2010,,,10
7400,2011,,,12
7401,2012,,,9
7402,2013,,,10
7403,2014,,,13
7404,2015,,,16
7405,2016,,,19
7406,2017,,,24
7407,2018,,,30
7408,2019,,,32
7409,2020,,,31
7410,2021,,,29
7411,2009,,,13
7412,2010,,,13
7413,2011,,,15
7414,2012,,,15
7415,2013,,,19
7416,2014,,,18
7417,2015,,,20
7418,2016,,,24
7419,2017,,,24
7420,2018,,,27
7421,2019,,,29
7422,2020,,,26
7423,2021,,,34
7424,2009,,,4
7425,2010,,,5
7426,2011,,,4
7427,2012,,,7
7428,2013,,,7
7429,2014,,,8
7430,2015,,,8
7431,2016,,,9
7432,2017,,,11
7433,2018,,,12
7434,2019,,,13
7435,2020,,,14
7436,2021,,,8
7437,2009,,,20
7438,2010,,,22
7439,2011,,,26
7440,2012,,,32
7441,2013,,,29
7442,2014,,,29
7443,2015,,,28
7444,2016,,,25
7445,2017,,,25
7446,2018,,,26
7447,2019,,,25
7448,2020,,,26
7449,2021,,,27
7450,2009,,,13
7451,2010,,,14
7452,2011,,,15
7453,2012,,,20
7454,2013,,,22
7455,2014,,,21
7456,2015,,,20
7457,2016,,,20
7458,2017,,,24
7459,2018,,,26
7460,2019,,,26
7461,2020,,,25
7462,2021,,,28
7463,2009,,,39
7464,2010,,,36
7465,2011,,,34
7466,2012,,,33
7467,2013,,,32
7468,2014,,,30
7469,2015,,,38
7470,2016,,,35
7471,2017,,,37
7472,2018,,,32
7473,2019,,,30
7474,2020,,,25
7475,2021,,,26
7476,2009,,,26
7477,2010,,,34
7478,2011,,,35
7479,2012,,,35
7480,2013,,,32
7481,2014,,,32
7482,2015,,,29
7483,2016,,,30
7484,2017,,,32
7485,2018,,,30
7486,2019,,,28
7487,2020,,,23
7488,2021,,,24
7489,2009,,,20
7490,2010,,,20
7491,2011,,,22
7492,2012,,,20
7493,2013,,,22
7494,2014,,,20
7495,2015,,,18
7496,2016,,,19
7497,2017,,,21
7498,2018,,,22
7499,2019,,,21
7500,2020,,,22
7501,2021,,,28
7502,2009,,,18
7503,2010,,,17
7504,2011,,,17
7505,2012,,,16
7506,2013,,,14
7507,2014,,,17
7508,2015,,,16
7509,2016,,,17
7510,2017,,,22
7511,2018,,,23
7512,2019,,,21
7513,2020,,,24
7514,2021,,,25
7515,2009,,,12
7516,2010,,,14
7517,2011,,,16
7518,2012,,,17
7519,2013,,,20
7520,2014,,,23
7521,2015,,,25
7522,2016,,,27
7523,2017,,,24
7524,2018,,,24
7525,2019,,,23
7526,2020,,,25
7527,2021,,,21
7528,2009,,,20
7529,2010,,,21
7530,2011,,,24
7531,2012,,,24
7532,2013,,,24
7533,2014,,,24
7534,2015,,,24
7535,2016,,,25
7536,2017,,,23
7537,2018,,,25
7538,2019,,,31
7539,2020,,,26
7540,2021,,,26
7541,2009,,,22
7542,2010,,,26
7543,2011,,,25
7544,2012,,,25
7545,2013,,,25
7546,2014,,,22
7547,2015,,,20
7548,2016,,,28
7549,2017,,,29
7550,2018,,,31
7551,2019,,,28
7552,2020,,,28
7553,2021,,,25
7554,2009,,,18
7555,2010,,,17
7556,2011,,,14
7557,2012,,,16
7558,2013,,,19
7559,2014,,,18
7560,2015,,,21
7561,2016,,,21
7562,2017,,,27
7563,2018,,,26
7564,2019,,,24
7565,2020,,,27
7566,2021,,,37
7567,2009,,,4
7568,2010,,,5
7569,2011,,,6
7570,2012,,,8
7571,2013,,,9
7572,2014,,,7
7573,2015,,,12
7574,2016,,,11
7575,2017,,,8
7576,2018,,,13
7577,2019,,,14
7578,2020,,,16
7579,2021,,,18
7580,2009,,,6
7581,2010,,,1
7582,2011,,,1
7583,2012,,,1
7584,2013,,,2
7585,2014,,,3
7588,2017,,,1
7589,2018,,,1
7590,2019,,,1
7591,2020,,,1
7592,2021,,,1
7594,2010,,,3
7595,2011,,,4
7596,2012,,,5
7597,2013,,,4
7598,2014,,,6
7599,2015,,,7
7600,2016,,,8
7601,2017,,,8
7602,2018,,,9
7603,2019,,,10
7604,2020,,,11
7605,2021,,,12
7611,2014,,,2
7612,2015,,,4
7613,2016,,,5
7614,2017,,,5
7615,2018,,,7
7616,2019,,,7
7617,2020,,,6
7618,2021,,,8
7625,2015,,,1
7626,2016,,,3
7627,2017,,,2
7628,2018,,,3
7629,2019,,,6
7630,2020,,,4
7631,2021,,,3
7644,2021,,,3
7645,2009,,,36
7646,2010,,,33
7647,2011,,,33
7648,2012,,,36
7649,2013,,,38
7650,2014,,,37
7651,2015,,,39
7652,2016,,,39
7653,2017,,,41
7654,2018,,,41
7655,2019,,,41
7656,2020,,,38
7657,2021,,,38
7658,2009,,,21
7659,2010,,,21
7660,2011,,,18
7661,2012,,,19
7662,2013,,,19
7663,2014,,,21
7664,2015,,,22
7665,2016,,,20
7666,2017,,,16
7667,2018,,,19
7668,2019,,,18
7669,2020,,,20
7670,2021,,,18
7671,2009,,,25
7672,2010,,,27
7673,2011,,,27
7674,2012,,,23
7675,2013,,,26
7676,2014,,,26
7677,2015,,,30
7678,2016,,,28
7679,2017,,,30
7680,2018,,,34
7681,2019,,,36
7682,2020,,,34
7683,2021,,,34
7684,2009,,,30
7685,2010,,,29
7686,2011,,,29
7687,2012,,,29
7688,2013,,,32
7689,2014,,,35
7690,2015,,,34
7691,2016,,,34
7692,2017,,,30
7693,2018,,,28
7694,2019,,,31
7695,2020,,,29
7696,2021,,,30
7697,2009,,,21
7698,2010,,,22
7699,2011,,,22
7700,2012,,,23
7701,2013,,,22
7702,2014,,,23
7703,2015,,,20
7704,2016,,,18
7705,2017,,,20
7706,2018,,,20
7707,2019,,,24
7708,2020,,,23
7709,2021,,,21
7710,2009,,,20
7711,2010,,,19
7712,2011,,,22
7713,2012,,,27
7714,2013,,,22
7715,2014,,,19
7716,2015,,,20
7717,2016,,,21
7718,2017,,,19
7719,2018,,,19
7720,2019,,,24
7721,2020,,,24
7722,2021,,,25
7723,2009,,,8
7724,2010,,,11
7725,2011,,,12
7726,2012,,,15
7727,2013,,,15
7728,2014,,,19
7729,2015,,,19
7730,2016,,,20
7731,2017,,,21
7732,2018,,,23
7733,2019,,,21
7734,2020,,,19
7735,2021,,,18
7736,2009,,,16
7737,2010,,,15
7738,2011,,,15
7739,2012,,,19
7740,2013,,,18
7741,2014,,,18
7742,2015,,,19
7743,2016,,,15
7744,2017,,,15
7745,2018,,,17
7746,2019,,,21
7747,2020,,,24
7748,2021,,,24
7749,2009,,,41
7750,2010,,,35
7751,2011,,,33
7752,2012,,,32
7753,2013,,,32
7754,2014,,,27
7755,2015,,,30
7756,2016,,,32
7757,2017,,,33
7758,2018,,,26
7759,2019,,,24
7760,2020,,,27
7761,2021,,,25
7762,2009,,,20
7763,2010,,,23
7764,2011,,,22
7765,2012,,,24
7766,2013,,,25
7767,2014,,,27
7768,2015,,,28
7769,2016,,,33
7770,2017,,,29
7771,2018,,,25
7772,2019,,,22
7773,2020,,,25
7774,2021,,,30
7775,2009,,,25
7776,2010,,,27
7777,2011,,,28
7778,2012,,,30
7779,2013,,,30
7780,2014,,,34
7781,2015,,,34
7782,2016,,,34
7783,2017,,,38
7784,2018,,,40
7785,2019,,,43
7786,2020,,,39
7787,2021,,,37
7788,2009,,,19
7789,2010,,,19
