Year,Gender,GeoCode,Value
4918,2012,,,23
4919,2013,,,23
4920,2014,,,24
4921,2015,,,31
4922,2016,,,31
4923,2017,,,27
4924,2018,,,31
4925,2019,,,30
4926,2020,,,32
4927,2021,,,34
4940,2021,,,3
4941,2009,,,20
4942,2010,,,21
4943,2011,,,20
4944,2012,,,22
4945,2013,,,23
4946,2014,,,19
4947,2015,,,23
4948,2016,,,23
4949,2017,,,23
4950,2018,,,24
4951,2019,,,26
4952,2020,,,24
4953,2021,,,24
4954,2009,,,18
4955,2010,,,17
4956,2011,,,18
4957,2012,,,38
4958,2013,,,39
4959,2014,,,29
4960,2015,,,29
4961,2016,,,29
4962,2017,,,30
4963,2018,,,30
4964,2019,,,31
4965,2020,,,31
4966,2021,,,28
4967,2009,,,29
4968,2010,,,31
4969,2011,,,29
4970,2012,,,26
4971,2013,,,28
4972,2014,,,26
4973,2015,,,26
4974,2016,,,31
4975,2017,,,33
4976,2018,,,36
4977,2019,,,38
4978,2020,,,41
4979,2021,,,48
4980,2009,,,34
4981,2010,,,33
4982,2011,,,41
4983,2012,,,42
4984,2013,,,46
4985,2014,,,46
4986,2015,,,46
4987,2016,,,50
4988,2017,,,52
4989,2018,,,53
4990,2019,,,51
4991,2020,,,51
4992,2021,,,50
4993,2009,,,28
4994,2010,,,27
4995,2011,,,27
4996,2012,,,27
4997,2013,,,28
4998,2014,,,32
4999,2015,,,37
5000,2016,,,39
5001,2017,,,40
5002,2018,,,39
5003,2019,,,34
5004,2020,,,36
5005,2021,,,39
5006,2009,,,12
5007,2010,,,14
5008,2011,,,17
5009,2012,,,16
5010,2013,,,18
5011,2014,,,18
5012,2015,,,21
5013,2016,,,20
5014,2017,,,22
5015,2018,,,54
5016,2019,,,56
5017,2020,,,55
5018,2021,,,53
5019,2009,,,34
5020,2010,,,32
5021,2011,,,36
5022,2012,,,37
5023,2013,,,41
5024,2014,,,42
5025,2015,,,42
5026,2016,,,47
5027,2017,,,47
5028,2018,,,43
5029,2019,,,41
5030,2020,,,37
5031,2021,,,42
5032,2009,,,64
5033,2010,,,60
5034,2011,,,59
5035,2012,,,57
5036,2013,,,56
5037,2014,,,49
5038,2015,,,51
5039,2016,,,59
5040,2017,,,62
5041,2018,,,61
5042,2019,,,63
5043,2020,,,59
5044,2021,,,60
5045,2009,,,22
5046,2010,,,26
5047,2011,,,28
5048,2012,,,34
5049,2013,,,30
5050,2014,,,35
5051,2015,,,35
5052,2016,,,35
5053,2017,,,33
5054,2018,,,32
5055,2019,,,32
5056,2020,,,33
5057,2021,,,33
5058,2009,,,58
5059,2010,,,54
5060,2011,,,54
5061,2012,,,55
5062,2013,,,52
5063,2014,,,50
5064,2015,,,45
5065,2016,,,47
5066,2017,,,48
5067,2018,,,43
5068,2019,,,43
5069,2020,,,39
5070,2021,,,37
5071,2009,,,46
5072,2010,,,45
5073,2011,,,45
5074,2012,,,43
5075,2013,,,40
5076,2014,,,42
5077,2015,,,38
5078,2016,,,36
5079,2017,,,31
5080,2018,,,35
5081,2019,,,40
5082,2020,,,41
5083,2021,,,35
5084,2009,,,27
5085,2010,,,27
5086,2011,,,26
5087,2012,,,27
5088,2013,,,21
5089,2014,,,21
5090,2015,,,28
5091,2016,,,34
5092,2017,,,32
5093,2018,,,30
5094,2019,,,26
5095,2020,,,25
5096,2021,,,25
5097,2009,,,37
5098,2010,,,38
5099,2011,,,37
5100,2012,,,35
5101,2013,,,30
5102,2014,,,34
5103,2015,,,36
5104,2016,,,34
5105,2017,,,36
5106,2018,,,34
5107,2019,,,35
5108,2020,,,32
5109,2021,,,37
5110,2009,,,39
5111,2010,,,39
5112,2011,,,39
5113,2012,,,39
5114,2013,,,39
5115,2014,,,38
5116,2015,,,38
5117,2016,,,38
5118,2017,,,34
5119,2018,,,33
5120,2019,,,33
5121,2020,,,34
5122,2021,,,30
5123,2009,,,48
5124,2010,,,54
5125,2011,,,56
5126,2012,,,52
5127,2013,,,56
5128,2014,,,54
5129,2015,,,53
5130,2016,,,57
5131,2017,,,49
5132,2018,,,51
5133,2019,,,47
5134,2020,,,43
5135,2021,,,43
5136,2009,,,34
5137,2010,,,31
5138,2011,,,30
5139,2012,,,30
5140,2013,,,27
5141,2014,,,36
5142,2015,,,41
5143,2016,,,37
5144,2017,,,39
5145,2018,,,38
5146,2019,,,35
5147,2020,,,35
5148,2021,,,39
5149,2009,,,27
5150,2010,,,23
5151,2011,,,20
5152,2012,,,23
5153,2013,,,23
5154,2014,,,26
5155,2015,,,27
5156,2016,,,28
5157,2017,,,28
5158,2018,,,21
5159,2019,,,19
5160,2020,,,18
5161,2021,,,22
5162,2009,,,26
5163,2010,,,26
5164,2011,,,28
5165,2012,,,32
5166,2013,,,31
5167,2014,,,31
5168,2015,,,34
5169,2016,,,36
5170,2017,,,34
5171,2018,,,32
5172,2019,,,66
5173,2020,,,62
5174,2021,,,66
5175,2009,,,21
5176,2010,,,25
5177,2011,,,33
5178,2012,,,31
5179,2013,,,32
5180,2014,,,31
5181,2015,,,31
5182,2016,,,27
5183,2017,,,29
5184,2018,,,29
5185,2019,,,24
5186,2020,,,25
5187,2021,,,20
5188,2009,,,28
5189,2010,,,28
5190,2011,,,23
5191,2012,,,22
5192,2013,,,20
5193,2014,,,23
5194,2015,,,26
5195,2016,,,24
5196,2017,,,25
5197,2018,,,31
5198,2019,,,30
5199,2020,,,23
5200,2021,,,24
5201,2009,,,37
5202,2010,,,43
5203,2011,,,44
5204,2012,,,44
5205,2013,,,43
5206,2014,,,45
5207,2015,,,47
5208,2016,,,49
5209,2017,,,48
5210,2018,,,50
5211,2019,,,41
5212,2020,,,40
5213,2021,,,34
5214,2009,,,25
5215,2010,,,30
5216,2011,,,27
5217,2012,,,24
5218,2013,,,26
5219,2014,,,27
5220,2015,,,29
5221,2016,,,32
5222,2017,,,37
5223,2018,,,35
5224,2019,,,33
5225,2020,,,29
5226,2021,,,29
5227,2009,,,24
5228,2010,,,21
5229,2011,,,20
5230,2012,,,20
5231,2013,,,19
5232,2014,,,21
5233,2015,,,22
5234,2016,,,18
5235,2017,,,15
5236,2018,,,15
5237,2019,,,17
5238,2020,,,16
5239,2021,,,16
5240,2009,,,14
5241,2010,,,17
5242,2011,,,18
5243,2012,,,19
5244,2013,,,19
5245,2014,,,18
5246,2015,,,20
5247,2016,,,19
5248,2017,,,24
5249,2018,,,26
5250,2019,,,24
5251,2020,,,26
5252,2021,,,26
5253,2009,,,24
5254,2010,,,23
5255,2011,,,28
5256,2012,,,30
5257,2013,,,33
5258,2014,,,34
5259,2015,,,35
5260,2016,,,40
5261,2017,,,45
5262,2018,,,49
5263,2019,,,43
5264,2020,,,43
5265,2021,,,46
5266,2009,,,13
5267,2010,,,13
5268,2011,,,12
5269,2012,,,12
5270,2013,,,20
5271,2014,,,20
5272,2015,,,26
5273,2016,,,22
5274,2017,,,22
5275,2018,,,27
5276,2019,,,23
5277,2020,,,19
5278,2021,,,22
5279,2009,,,29
5280,2010,,,33
5281,2011,,,33
5282,2012,,,37
5283,2013,,,35
5284,2014,,,32
5285,2015,,,30
5286,2016,,,25
5287,2017,,,30
5288,2018,,,34
5289,2019,,,35
5290,2020,,,38
5291,2021,,,39
5292,2009,,,54
5293,2010,,,61
5294,2011,,,68
5295,2012,,,68
5296,2013,,,70
5297,2014,,,68
5298,2015,,,72
5299,2016,,,71
5300,2017,,,62
5301,2018,,,59
5302,2019,,,53
5303,2020,,,44
5304,2021,,,39
5305,2009,,,29
5306,2010,,,28
5307,2011,,,30
5308,2012,,,33
5309,2013,,,35
5310,2014,,,34
5311,2015,,,35
5312,2016,,,37
5313,2017,,,32
5314,2018,,,33
5315,2019,,,32
5316,2020,,,36
5317,2021,,,37
5318,2009,,,34
5319,2010,,,39
5320,2011,,,40
5321,2012,,,46
5322,2013,,,50
5323,2014,,,51
5324,2015,,,47
5325,2016,,,44
5326,2017,,,38
5327,2018,,,40
5328,2019,,,42
5329,2020,,,47
5330,2021,,,48
5331,2009,,,5
5332,2010,,,4
5333,2011,,,4
5334,2012,,,4
5335,2013,,,5
5336,2014,,,6
5337,2015,,,8
5338,2016,,,12
5339,2017,,,14
5340,2018,,,13
5341,2019,,,12
5342,2020,,,14
5343,2021,,,18
5344,2009,,,31
5345,2010,,,35
5346,2011,,,42
5347,2012,,,39
5348,2013,,,37
5349,2014,,,36
5350,2015,,,37
5351,2016,,,38
5352,2017,,,40
5353,2018,,,34
5354,2019,,,35
5355,2020,,,39
5356,2021,,,41
5357,2009,,,44
5358,2010,,,46
5359,2011,,,50
5360,2012,,,46
5361,2013,,,44
5362,2014,,,45
5363,2015,,,45
5364,2016,,,47
5365,2017,,,44
5366,2018,,,51
5367,2019,,,49
5368,2020,,,46
5369,2021,,,44
5370,2009,,,21
5371,2010,,,21
5372,2011,,,25
5373,2012,,,25
5374,2013,,,29
5375,2014,,,27
5376,2015,,,23
5377,2016,,,21
5378,2017,,,24
5379,2018,,,30
5380,2019,,,29
5381,2020,,,25
5382,2021,,,22
5383,2009,,,26
5384,2010,,,24
5385,2011,,,24
5386,2012,,,26
5387,2013,,,29
5388,2014,,,28
5389,2015,,,28
5390,2016,,,33
5391,2017,,,29
5392,2018,,,24
5393,2019,,,25
5394,2020,,,23
5395,2021,,,26
5396,2009,,,33
5397,2010,,,41
5398,2011,,,37
5399,2012,,,43
5400,2013,,,39
5401,2014,,,40
5402,2015,,,38
5403,2016,,,38
5404,2017,,,41
5405,2018,,,32
5406,2019,,,30
5407,2020,,,30
5408,2021,,,35
5409,2009,,,36
5410,2010,,,35
5411,2011,,,33
5412,2012,,,29
5413,2013,,,29
5414,2014,,,29
5415,2015,,,31
5416,2016,,,37
5417,2017,,,37
5418,2018,,,38
5419,2019,,,37
5420,2020,,,31
5421,2021,,,34
5422,2009,,,24
5423,2010,,,26
5424,2011,,,20
5425,2012,,,26
5426,2013,,,32
5427,2014,,,31
5428,2015,,,32
5429,2016,,,27
5430,2017,,,31
5431,2018,,,35
5432,2019,,,32
5433,2020,,,32
5434,2021,,,32
5435,2009,,,20
5436,2010,,,24
5437,2011,,,22
5438,2012,,,24
5439,2013,,,24
5440,2014,,,26
5441,2015,,,25
5442,2016,,,28
5443,2017,,,29
5444,2018,,,31
5445,2019,,,30
5446,2020,,,33
5447,2021,,,37
5448,2009,,,16
5449,2010,,,15
5450,2011,,,14
5451,2012,,,17
5452,2013,,,18
5453,2014,,,16
5454,2015,,,19
5455,2016,,,19
5456,2017,,,21
5457,2018,,,24
5458,2019,,,22
5459,2020,,,21
5460,2021,,,20
5461,2009,,,7
5462,2010,,,5
5463,2011,,,8
5464,2012,,,10
5465,2013,,,10
5466,2014,,,11
5467,2015,,,11
5468,2016,,,13
5469,2017,,,16
5470,2018,,,16
5471,2019,,,16
5472,2020,,,17
5473,2021,,,16
5474,2009,,,11
5475,2010,,,9
5476,2011,,,10
5477,2012,,,15
5478,2013,,,19
5479,2014,,,18
5480,2015,,,16
5481,2016,,,17
5482,2017,,,17
5483,2018,,,20
5484,2019,,,18
5485,2020,,,15
5486,2021,,,20
5487,2009,,,5
5488,2010,,,7
5489,2011,,,10
5490,2012,,,10
5491,2013,,,10
5492,2014,,,9
5493,2015,,,8
5494,2016,,,6
5495,2017,,,7
5496,2018,,,8
5497,2019,,,11
5498,2020,,,9
5499,2021,,,12
5505,2014,,,9
5506,2015,,,8
5507,2016,,,9
5508,2017,,,11
5509,2018,,,11
5510,2019,,,13
5511,2020,,,11
5512,2021,,,13
5513,2009,,,47
5514,2010,,,50
5515,2011,,,51
5516,2012,,,56
5517,2013,,,50
5518,2014,,,47
5519,2015,,,48
5520,2016,,,84
5521,2017,,,84
5522,2018,,,75
5523,2019,,,75
5524,2020,,,69
5525,2021,,,71
5526,2009,,,28
5527,2010,,,29
5528,2011,,,29
5529,2012,,,30
5530,2013,,,32
5531,2014,,,31
5532,2015,,,33
5533,2016,,,33
5534,2017,,,31
5535,2018,,,34
5536,2019,,,34
5537,2020,,,32
5538,2021,,,35
5539,2009,,,38
5540,2010,,,41
5541,2011,,,44
5542,2012,,,43
5543,2013,,,47
5544,2014,,,47
5545,2015,,,50
5546,2016,,,39
5547,2017,,,44
5548,2018,,,44
5549,2019,,,46
5550,2020,,,47
5551,2021,,,43
5552,2009,,,35
5553,2010,,,35
5554,2011,,,61
5555,2012,,,70
5556,2013,,,66
5557,2014,,,60
5558,2015,,,68
5559,2016,,,68
5560,2017,,,65
5561,2018,,,63
5562,2019,,,66
5563,2020,,,67
5564,2021,,,75
5565,2009,,,19
5566,2010,,,22
5567,2011,,,22
5568,2012,,,23
5569,2013,,,20
5570,2014,,,22
5571,2015,,,18
5572,2016,,,17
5573,2017,,,17
5574,2018,,,25
5575,2019,,,25
5576,2020,,,27
5577,2021,,,32
5578,2009,,,44
5579,2010,,,42
5580,2011,,,42
5581,2012,,,41
5582,2013,,,43
5583,2014,,,44
5584,2015,,,40
5585,2016,,,45
5586,2017,,,43
5587,2018,,,46
5588,2019,,,45
5589,2020,,,42
5590,2021,,,44
5591,2009,,,37
5592,2010,,,42
5593,2011,,,46
5594,2012,,,44
5595,2013,,,48
5596,2014,,,46
5597,2015,,,49
5598,2016,,,50
5599,2017,,,54
5600,2018,,,56
5601,2019,,,58
5602,2020,,,61
5603,2021,,,66
5604,2009,,,29
5605,2010,,,30
5606,2011,,,30
5607,2012,,,32
5608,2013,,,34
5609,2014,,,32
5610,2015,,,30
5611,2016,,,27
5612,2017,,,30
5613,2018,,,28
5614,2019,,,29
5615,2020,,,30
5616,2021,,,28
5617,2009,,,35
5618,2010,,,31
5619,2011,,,31
5620,2012,,,29
5621,2013,,,31
5622,2014,,,33
5623,2015,,,32
5624,2016,,,35
5625,2017,,,34
5626,2018,,,36
5627,2019,,,37
5628,2020,,,38
5629,2021,,,43
5630,2009,,,31
5631,2010,,,29
5632,2011,,,29
5633,2012,,,29
5634,2013,,,33
5635,2014,,,38
5636,2015,,,35
5637,2016,,,41
5638,2017,,,42
5639,2018,,,38
5640,2019,,,41
5641,2020,,,43
5642,2021,,,41
5643,2009,,,26
5644,2010,,,31
5645,2011,,,28
5646,2012,,,34
5647,2013,,,33
5648,2014,,,33
5649,2015,,,33
5650,2016,,,32
5651,2017,,,31
5652,2018,,,34
5653,2019,,,37
5654,2020,,,35
5655,2021,,,35
5656,2009,,,23
5657,2010,,,24
5658,2011,,,28
5659,2012,,,30
5660,2013,,,32
5661,2014,,,36
5662,2015,,,37
5663,2016,,,40
5664,2017,,,37
5665,2018,,,40
5666,2019,,,34
5667,2020,,,33
5668,2021,,,34
5669,2009,,,14
5670,2010,,,15
5671,2011,,,14
5672,2012,,,13
5673,2013,,,17
5674,2014,,,17
5675,2015,,,19
5676,2016,,,20
5677,2017,,,19
5678,2018,,,15
5679,2019,,,18
5680,2020,,,17
5681,2021,,,14
5682,2009,,,24
5683,2010,,,29
5684,2011,,,28
5685,2012,,,29
5686,2013,,,33
5687,2014,,,38
5688,2015,,,31
5689,2016,,,36
5690,2017,,,37
5691,2018,,,37
5692,2019,,,40
5693,2020,,,36
5694,2021,,,43
5695,2009,,,35
5696,2010,,,30
5697,2011,,,29
5698,2012,,,35
5699,2013,,,39
5700,2014,,,33
5701,2015,,,31
5702,2016,,,32
5703,2017,,,28
5704,2018,,,30
5705,2019,,,25
5706,2020,,,22
5707,2021,,,23
5708,2009,,,26
5709,2010,,,28
5710,2011,,,29
5711,2012,,,29
5712,2013,,,26
5713,2014,,,33
5714,2015,,,33
5715,2016,,,29
5716,2017,,,30
5717,2018,,,35
5718,2019,,,41
5719,2020,,,35
5720,2021,,,35
5721,2009,,,26
5722,2010,,,29
5723,2011,,,58
5724,2012,,,57
5725,2013,,,61
5726,2014,,,68
5727,2015,,,67
5728,2016,,,61
5729,2017,,,55
5730,2018,,,58
5731,2019,,,55
5732,2020,,,56
5733,2021,,,62
5734,2009,,,32
5735,2010,,,28
5736,2011,,,27
5737,2012,,,26
5738,2013,,,27
5739,2014,,,28
5740,2015,,,29
5741,2016,,,31
5742,2017,,,26
5743,2018,,,25
5744,2019,,,24
5745,2020,,,27
5746,2021,,,34
5747,2009,,,28
5748,2010,,,30
5749,2011,,,31
5750,2012,,,39
5751,2013,,,36
5752,2014,,,43
5753,2015,,,42
5754,2016,,,42
5755,2017,,,38
5756,2018,,,35
5757,2019,,,41
5758,2020,,,41
5759,2021,,,32
5760,2009,,,13
5761,2010,,,17
5762,2011,,,19
5763,2012,,,20
5764,2013,,,20
5765,2014,,,24
5766,2015,,,25
5767,2016,,,22
5768,2017,,,22
5769,2018,,,18
5770,2019,,,20
5771,2020,,,24
5772,2021,,,29
5773,2009,,,41
5774,2010,,,43
5775,2011,,,40
5776,2012,,,40
5777,2013,,,39
5778,2014,,,39
5779,2015,,,44
5780,2016,,,39
5781,2017,,,38
5782,2018,,,37
5783,2019,,,36
5784,2020,,,41
5785,2021,,,45
5786,2009,,,35
5787,2010,,,35
5788,2011,,,36
5789,2012,,,37
5790,2013,,,35
5791,2014,,,36
5792,2015,,,35
5793,2016,,,36
5794,2017,,,35
5795,2018,,,37
5796,2019,,,35
5797,2020,,,30
5798,2021,,,33
5799,2009,,,24
5800,2010,,,24
5801,2011,,,24
5802,2012,,,22
5803,2013,,,25
5804,2014,,,24
5805,2015,,,29
5806,2016,,,31
5807,2017,,,34
5808,2018,,,34
5809,2019,,,30
5810,2020,,,30
5811,2021,,,33
5812,2009,,,28
5813,2010,,,28
5814,2011,,,30
5815,2012,,,26
5816,2013,,,27
5817,2014,,,31
5818,2015,,,25
5819,2016,,,26
5820,2017,,,25
5821,2018,,,29
5822,2019,,,28
5823,2020,,,24
5824,2021,,,21
5825,2009,,,26
5826,2010,,,30
5827,2011,,,26
5828,2012,,,30
5829,2013,,,35
5830,2014,,,37
5831,2015,,,44
5832,2016,,,39
5833,2017,,,46
5834,2018,,,50
5835,2019,,,49
5836,2020,,,48
5837,2021,,,48
5838,2009,,,17
5839,2010,,,16
5840,2011,,,15
5841,2012,,,15
5842,2013,,,15
5843,2014,,,17
5844,2015,,,18
5845,2016,,,20
5846,2017,,,24
5847,2018,,,26
5848,2019,,,27
5849,2020,,,23
5850,2021,,,24
5851,2009,,,38
5852,2010,,,41
5853,2011,,,40
5854,2012,,,35
5855,2013,,,30
5856,2014,,,30
5857,2015,,,27
5858,2016,,,25
5859,2017,,,22
5860,2018,,,21
5861,2019,,,19
5862,2020,,,19
5863,2021,,,23
5864,2009,,,28
5865,2010,,,35
5866,2011,,,30
5867,2012,,,31
5868,2013,,,31
5869,2014,,,33
5870,2015,,,36
5871,2016,,,32
5872,2017,,,32
5873,2018,,,30
5874,2019,,,36
5875,2020,,,36
5876,2021,,,29
5877,2009,,,15
5878,2010,,,21
5879,2011,,,21
5880,2012,,,22
5881,2013,,,28
5882,2014,,,30
5883,2015,,,29
5884,2016,,,28
5885,2017,,,23
5886,2018,,,25
5887,2019,,,25
5888,2020,,,27
5889,2021,,,29
5890,2009,,,33
5891,2010,,,29
5892,2011,,,26
5893,2012,,,27
5894,2013,,,26
5895,2014,,,26
5896,2015,,,30
5897,2016,,,29
5898,2017,,,30
5899,2018,,,29
5900,2019,,,27
5901,2020,,,29
5902,2021,,,30
5903,2009,,,43
5904,2010,,,44
5905,2011,,,41
5906,2012,,,41
5907,2013,,,42
5908,2014,,,27
5909,2015,,,27
5910,2016,,,27
5911,2017,,,26
5912,2018,,,27
5913,2019,,,26
5914,2020,,,25
5915,2021,,,26
5916,2009,,,8
5917,2010,,,10
5918,2011,,,10
5919,2012,,,11
5920,2013,,,10
5921,2014,,,12
5922,2015,,,12
5923,2016,,,16
5924,2017,,,20
5925,2018,,,21
5926,2019,,,20
5927,2020,,,23
5928,2021,,,21
5929,2009,,,4
5930,2010,,,4
5931,2011,,,5
5932,2012,,,5
5933,2013,,,6
5934,2014,,,9
5935,2015,,,11
5936,2016,,,11
5937,2017,,,11
5938,2018,,,12
5939,2019,,,15
5940,2020,,,15
5941,2021,,,15
5942,2009,,,14
5943,2010,,,15
5944,2011,,,19
5945,2012,,,21
5946,2013,,,23
5947,2014,,,19
5948,2015,,,23
5949,2016,,,24
5950,2017,,,27
5951,2018,,,22
5952,2019,,,25
5953,2020,,,28
5954,2021,,,28
5955,2009,,,13
5956,2010,,,13
5957,2011,,,14
5958,2012,,,13
5959,2013,,,15
5960,2014,,,22
5961,2015,,,22
5962,2016,,,24
5963,2017,,,19
5964,2018,,,21
5965,2019,,,22
5966,2020,,,24
5967,2021,,,29
5968,2009,,,5
5969,2010,,,7
5970,2011,,,4
5971,2012,,,4
5972,2013,,,6
5973,2014,,,7
5974,2015,,,8
5975,2016,,,8
5976,2017,,,11
5977,2018,,,12
5978,2019,,,10
5979,2020,,,12
5980,2021,,,15
5981,2009,,,1
5982,2010,,,1
5983,2011,,,3
5984,2012,,,5
5985,2013,,,6
5986,2014,,,5
5987,2015,,,5
5988,2016,,,8
5989,2017,,,11
5990,2018,,,12
5991,2019,,,11
5992,2020,,,9
5993,2021,,,8
5994,2009,,,11
5995,2010,,,10
5996,2011,,,11
5997,2012,,,12
5998,2013,,,15
5999,2014,,,15
6000,2015,,,16
6001,2016,,,15
6002,2017,,,17
6003,2018,,,16
6004,2019,,,19
6005,2020,,,21
6006,2021,,,21
6007,2009,,,8
6008,2010,,,10
6009,2011,,,11
6010,2012,,,13
6011,2013,,,15
6012,2014,,,15
6013,2015,,,17
6014,2016,,,21
6015,2017,,,21
6016,2018,,,21
6017,2019,,,21
6018,2020,,,19
6019,2021,,,19
6020,2009,,,2
6021,2010,,,2
6022,2011,,,2
6023,2012,,,1
6024,2013,,,2
6025,2014,,,2
6026,2015,,,1
6027,2016,,,3
6028,2017,,,4
6029,2018,,,4
6030,2019,,,4
6031,2020,,,4
6032,2021,,,6
6035,2011,,,1
6036,2012,,,2
6037,2013,,,4
6038,2014,,,3
6039,2015,,,3
6040,2016,,,2
6041,2017,,,2
6042,2018,,,3
6043,2019,,,4
6044,2020,,,4
6045,2021,,,7
6051,2014,,,12
6052,2015,,,14
6053,2016,,,16
6054,2017,,,15
6055,2018,,,14
6056,2019,,,11
6057,2020,,,8
6058,2021,,,11
6071,2021,,,4
6072,2009,,,29
6073,2010,,,25
6074,2011,,,32
6075,2012,,,26
6076,2013,,,32
6077,2014,,,31
6078,2015,,,26
6079,2016,,,29
6080,2017,,,27
6081,2018,,,31
6082,2019,,,33
6083,2020,,,31
6084,2021,,,37
6085,2009,,,20
6086,2010,,,23
6087,2011,,,29
6088,2012,,,33
6089,2013,,,38
6090,2014,,,38
6091,2015,,,44
6092,2016,,,45
6093,2017,,,43
6094,2018,,,42
6095,2019,,,38
6096,2020,,,43
6097,2021,,,45
6098,2009,,,15
6099,2010,,,15
6100,2011,,,14
6101,2012,,,14
6102,2013,,,13
6103,2014,,,12
6104,2015,,,11
6105,2016,,,11
6106,2017,,,14
6107,2018,,,17
6108,2019,,,17
6109,2020,,,18
6110,2021,,,22
6111,2009,,,68
6112,2010,,,77
6113,2011,,,75
6114,2012,,,86
6115,2013,,,90
6116,2014,,,89
6117,2015,,,87
6118,2016,,,85
6119,2017,,,87
6120,2018,,,84
6121,2019,,,75
6122,2020,,,71
6123,2021,,,66
6124,2009,,,12
6125,2010,,,13
6126,2011,,,16
6127,2012,,,14
6128,2013,,,19
6129,2014,,,19
6130,2015,,,25
6131,2016,,,23
6132,2017,,,24
6133,2018,,,18
6134,2019,,,18
6135,2020,,,18
6136,2021,,,23
6137,2009,,,19
6138,2010,,,23
6139,2011,,,23
6140,2012,,,27
6141,2013,,,32
6142,2014,,,38
6143,2015,,,39
6144,2016,,,40
6145,2017,,,39
6146,2018,,,34
6147,2019,,,34
6148,2020,,,34
6149,2021,,,36
6150,2009,,,9
6151,2010,,,11
6152,2011,,,15
6153,2012,,,15
6154,2013,,,14
6155,2014,,,22
6156,2015,,,22
6157,2016,,,22
6158,2017,,,19
6159,2018,,,21
6160,2019,,,22
6161,2020,,,23
6162,2021,,,30
6163,2009,,,27
6164,2010,,,28
6165,2011,,,27
6166,2012,,,28
6167,2013,,,25
6168,2014,,,26
6169,2015,,,28
6170,2016,,,26
6171,2017,,,23
6172,2018,,,28
6173,2019,,,25
6174,2020,,,26
6175,2021,,,29
6176,2009,,,8
6177,2010,,,8
6178,2011,,,11
6179,2012,,,14
6180,2013,,,12
6181,2014,,,15
6182,2015,,,19
6183,2016,,,22
6184,2017,,,22
6185,2018,,,25
6186,2019,,,29
6187,2020,,,33
6188,2021,,,37
6189,2009,,,17
6190,2010,,,19
6191,2011,,,17
6192,2012,,,19
6193,2013,,,20
6194,2014,,,18
6195,2015,,,15
6196,2016,,,16
6197,2017,,,19
6198,2018,,,18
6199,2019,,,16
6200,2020,,,15
6201,2021,,,18
6202,2009,,,17
6203,2010,,,21
6204,2011,,,26
6205,2012,,,28
6206,2013,,,27
6207,2014,,,27
6208,2015,,,30
6209,2016,,,29
6210,2017,,,30
6211,2018,,,35
6212,2019,,,32
6213,2020,,,36
6214,2021,,,39
6215,2009,,,11
6216,2010,,,14
6217,2011,,,13
6218,2012,,,11
6219,2013,,,15
6220,2014,,,16
6221,2015,,,18
6222,2016,,,20
6223,2017,,,22
6224,2018,,,22
6225,2019,,,22
6226,2020,,,19
6227,2021,,,19
6228,2009,,,9
6229,2010,,,10
6230,2011,,,12
6231,2012,,,16
6232,2013,,,20
6233,2014,,,22
6234,2015,,,27
6235,2016,,,25
6236,2017,,,27
6237,2018,,,25
6238,2019,,,22
6239,2020,,,23
6240,2021,,,23
6241,2009,,,42
6242,2010,,,50
6243,2011,,,48
6244,2012,,,48
6245,2013,,,53
6246,2014,,,55
6247,2015,,,57
6248,2016,,,60
6249,2017,,,59
6250,2018,,,57
6251,2019,,,52
6252,2020,,,45
6253,2021,,,46
6254,2009,,,61
6255,2010,,,58
6256,2011,,,54
6257,2012,,,50
6258,2013,,,49
6259,2014,,,54
6260,2015,,,50
6261,2016,,,47
6262,2017,,,45
6263,2018,,,41
6264,2019,,,34
6265,2020,,,33
6266,2021,,,31
6267,2009,,,41
6268,2010,,,43
6269,2011,,,44
6270,2012,,,45
6271,2013,,,44
6272,2014,,,38
6273,2015,,,43
6274,2016,,,46
6275,2017,,,47
6276,2018,,,51
6277,2019,,,51
6278,2020,,,49
6279,2021,,,57
6280,2009,,,16
6281,2010,,,20
6282,2011,,,17
6283,2012,,,16
6284,2013,,,18
6285,2014,,,20
6286,2015,,,24
6287,2016,,,21
6288,2017,,,23
6289,2018,,,24
6290,2019,,,19
6291,2020,,,22
6292,2021,,,27
6293,2009,,,12
6294,2010,,,13
6295,2011,,,13
6296,2012,,,15
6297,2013,,,14
6298,2014,,,13
6299,2015,,,16
6300,2016,,,18
6301,2017,,,21
6302,2018,,,23
6303,2019,,,25
6304,2020,,,28
6305,2021,,,26
6306,2009,,,14
6307,2010,,,16
6308,2011,,,15
6309,2012,,,17
6310,2013,,,17
6311,2014,,,18
6312,2015,,,20
6313,2016,,,22
6314,2017,,,20
6315,2018,,,23
6316,2019,,,23
6317,2020,,,26
6318,2021,,,27
6319,2009,,,14
6320,2010,,,18
6321,2011,,,23
6322,2012,,,20
6323,2013,,,26
6324,2014,,,33
6325,2015,,,36
6326,2016,,,36
6327,2017,,,34
6328,2018,,,36
6329,2019,,,35
6330,2020,,,35
6331,2021,,,38
6332,2009,,,33
6333,2010,,,39
6334,2011,,,39
6335,2012,,,38
6336,2013,,,36
6337,2014,,,41
6338,2015,,,38
6339,2016,,,38
6340,2017,,,43
6341,2018,,,45
6342,2019,,,41
6343,2020,,,39
6344,2021,,,42
6345,2009,,,27
6346,2010,,,31
6347,2011,,,24
6348,2012,,,25
6349,2013,,,26
6350,2014,,,26
6351,2015,,,27
