Year,GeoCode,Value
133,2011,10,5676
134,2012,10,5814
135,2013,10,5885
136,2014,10,6023
137,2015,10,6133
138,2016,10,6241
139,2017,10,6400
140,2018,10,6450
141,2019,10,6568
142,2020,10,6596
143,2021,10,6738
144,2009,11,4800
145,2010,11,4791
146,2011,11,4835
147,2012,11,4820
148,2013,11,4821
149,2014,11,4877
150,2015,11,4922
151,2016,11,4922
152,2017,11,4938
153,2018,11,4984
154,2019,11,4976
155,2020,11,5014
156,2021,11,5115
157,2009,12,4237
158,2010,12,4375
159,2011,12,4455
160,2012,12,4560
161,2013,12,4653
162,2014,12,4763
163,2015,12,4862
164,2016,12,4934
165,2017,12,5002
166,2018,12,5092
167,2019,12,5193
168,2020,12,5292
169,2021,12,5376
170,2009,13,2683
171,2010,13,2767
172,2011,13,2878
173,2012,13,2959
174,2013,13,3098
175,2014,13,3212
176,2015,13,3342
177,2016,13,3447
178,2017,13,3551
179,2018,13,3659
180,2019,13,3727
181,2020,13,3836
182,2021,13,3942
183,2009,14,2082
184,2010,14,2120
185,2011,14,2155
186,2012,14,2203
187,2013,14,2240
188,2014,14,2286
189,2015,14,2347
190,2016,14,2409
191,2017,14,2506
192,2018,14,2589
193,2019,14,2666
194,2020,14,2716
195,2021,14,2766
196,2009,15,3382
197,2010,15,3434
198,2011,15,3551
199,2012,15,3613
200,2013,15,3715
201,2014,15,3792
202,2015,15,3834
203,2016,15,3892
204,2017,15,3922
205,2018,15,4005
206,2019,15,4057
207,2020,15,4081
208,2021,15,4165
209,2009,16,2784
210,2010,16,2840
211,2011,16,2916
212,2012,16,2981
213,2013,16,3071
214,2014,16,3182
215,2015,16,3257
216,2016,16,3321
217,2017,16,3390
218,2018,16,3456
219,2019,16,3519
220,2020,16,3549
221,2021,16,3637
222,2009,17,461
223,2010,17,467
224,2011,17,455
225,2012,17,458
226,2013,17,469
227,2014,17,480
228,2015,17,492
229,2016,17,492
230,2017,17,504
231,2018,17,503
232,2019,17,511
233,2020,17,521
234,2021,17,519
235,2009,18,872
236,2010,18,864
237,2011,18,885
238,2012,18,894
239,2013,18,920
240,2014,18,945
241,2015,18,980
242,2016,18,1003
243,2017,18,1037
244,2018,18,1047
245,2019,18,1054
246,2020,18,1089
247,2021,18,1120
248,2009,19,1450
249,2010,19,1477
250,2011,19,1490
251,2012,19,1517
252,2013,19,1551
253,2014,19,1589
254,2015,19,1618
255,2016,19,1688
256,2017,19,1705
257,2018,19,1763
258,2019,19,1795
259,2020,19,1828
260,2021,19,1881
261,2009,,74
262,2010,,70
263,2011,,72
264,2012,,73
265,2013,,80
266,2014,,77
267,2015,,78
268,2016,,77
269,2017,,81
270,2018,,88
271,2019,,89
272,2020,,92
273,2021,,93
274,2009,,102
275,2010,,98
276,2011,,102
277,2012,,93
278,2013,,101
279,2014,,98
280,2015,,96
281,2016,,97
282,2017,,87
283,2018,,91
284,2019,,89
285,2020,,81
286,2021,,80
287,2009,,96
288,2010,,97
289,2011,,99
290,2012,,99
291,2013,,96
292,2014,,92
293,2015,,98
294,2016,,97
295,2017,,90
296,2018,,97
297,2019,,104
298,2020,,108
299,2021,,107
300,2009,,82
301,2010,,88
302,2011,,89
303,2012,,92
304,2013,,95
305,2014,,99
306,2015,,106
307,2016,,102
308,2017,,102
309,2018,,108
310,2019,,112
311,2020,,106
312,2021,,110
313,2009,,83
314,2010,,81
315,2011,,87
316,2012,,84
317,2013,,83
318,2014,,85
319,2015,,85
320,2016,,90
321,2017,,88
322,2018,,89
323,2019,,87
324,2020,,90
325,2021,,87
326,2009,,96
327,2010,,99
328,2011,,89
329,2012,,84
330,2013,,83
331,2014,,83
332,2015,,82
333,2016,,81
334,2017,,85
335,2018,,94
336,2019,,96
337,2020,,95
338,2021,,101
339,2009,,93
340,2010,,95
341,2011,,96
342,2012,,97
343,2013,,95
344,2014,,102
345,2015,,106
346,2016,,109
347,2017,,111
348,2018,,110
349,2019,,111
350,2020,,118
351,2021,,119
352,2009,,83
353,2010,,82
354,2011,,77
355,2012,,73
356,2013,,77
357,2014,,77
358,2015,,79
359,2016,,91
360,2017,,84
361,2018,,85
362,2019,,81
363,2020,,85
364,2021,,85
365,2009,,124
366,2010,,129
367,2011,,138
368,2012,,121
369,2013,,125
370,2014,,130
371,2015,,129
372,2016,,132
373,2017,,139
374,2018,,130
375,2019,,132
376,2020,,139
377,2021,,144
378,2009,,60
379,2010,,58
380,2011,,60
381,2012,,59
382,2013,,60
383,2014,,56
384,2015,,58
385,2016,,61
386,2017,,59
387,2018,,58
388,2019,,57
389,2020,,60
390,2021,,53
391,2009,,92
392,2010,,94
393,2011,,96
394,2012,,94
395,2013,,94
396,2014,,93
397,2015,,95
398,2016,,90
399,2017,,87
400,2018,,81
401,2019,,158
402,2020,,146
403,2021,,149
404,2009,,55
405,2010,,50
406,2011,,47
407,2012,,46
408,2013,,51
409,2014,,46
410,2015,,43
411,2016,,45
412,2017,,41
413,2018,,45
414,2019,,50
415,2020,,53
416,2021,,50
417,2009,,101
418,2010,,99
419,2011,,103
420,2012,,105
421,2013,,104
422,2014,,103
423,2015,,107
424,2016,,114
425,2017,,116
426,2018,,110
427,2019,,108
428,2020,,110
429,2021,,108
430,2009,,128
431,2010,,116
432,2011,,119
433,2012,,120
434,2013,,115
435,2014,,127
436,2015,,128
437,2016,,134
438,2017,,133
439,2018,,138
440,2019,,131
441,2020,,138
442,2021,,136
443,2009,,108
444,2010,,120
445,2011,,125
446,2012,,129
447,2013,,130
448,2014,,126
449,2015,,130
450,2016,,132
451,2017,,127
452,2018,,132
453,2019,,129
454,2020,,133
455,2021,,132
456,2009,,98
457,2010,,92
458,2011,,89
459,2012,,87
460,2013,,87
461,2014,,82
462,2015,,78
463,2016,,81
464,2017,,79
465,2018,,71
466,2019,,73
467,2020,,73
468,2021,,70
469,2009,,95
470,2010,,98
471,2011,,103
472,2012,,98
473,2013,,103
474,2014,,96
475,2015,,99
476,2016,,97
477,2017,,88
478,2018,,88
479,2019,,93
480,2020,,89
481,2021,,90
482,2009,,86
483,2010,,85
484,2011,,83
485,2012,,82
486,2013,,76
487,2014,,82
488,2015,,80
489,2016,,83
490,2017,,81
491,2018,,84
492,2019,,86
493,2020,,92
494,2021,,96
495,2009,,124
496,2010,,115
497,2011,,109
498,2012,,111
499,2013,,114
500,2014,,121
501,2015,,134
502,2016,,136
503,2017,,135
504,2018,,135
505,2019,,127
506,2020,,130
507,2021,,139
508,2009,,96
509,2010,,92
510,2011,,90
511,2012,,91
512,2013,,91
513,2014,,91
514,2015,,89
515,2016,,93
516,2017,,100
517,2018,,96
518,2019,,103
519,2020,,101
520,2021,,99
521,2009,,105
522,2010,,100
523,2011,,100
524,2012,,102
525,2013,,100
526,2014,,99
527,2015,,101
528,2016,,103
529,2017,,99
530,2018,,105
531,2019,,107
532,2020,,113
533,2021,,117
534,2009,,83
535,2010,,83
536,2011,,83
537,2012,,86
538,2013,,86
539,2014,,89
540,2015,,95
541,2016,,99
542,2017,,92
543,2018,,101
544,2019,,95
545,2020,,90
546,2021,,94
547,2009,,160
548,2010,,160
549,2011,,161
550,2012,,167
551,2013,,168
552,2014,,175
553,2015,,169
554,2016,,174
555,2017,,166
556,2018,,177
557,2019,,180
558,2020,,182
559,2021,,181
560,2009,,163
561,2010,,155
562,2011,,163
563,2012,,159
564,2013,,161
565,2014,,165
566,2015,,168
567,2016,,173
568,2017,,178
569,2018,,178
570,2019,,180
571,2020,,179
572,2021,,184
573,2009,,136
574,2010,,133
575,2011,,128
576,2012,,136
577,2013,,142
578,2014,,138
579,2015,,144
580,2016,,142
581,2017,,138
582,2018,,135
583,2019,,130
584,2020,,140
585,2021,,137
586,2009,,106
587,2010,,112
588,2011,,108
589,2012,,116
590,2013,,119
591,2014,,117
592,2015,,115
593,2016,,111
594,2017,,117
595,2018,,116
596,2019,,110
597,2020,,110
598,2021,,107
599,2009,,207
600,2010,,201
601,2011,,202
602,2012,,187
603,2013,,193
604,2014,,198
605,2015,,202
606,2016,,203
607,2017,,201
608,2018,,192
609,2019,,181
610,2020,,174
611,2021,,168
612,2009,,148
613,2010,,149
614,2011,,150
615,2012,,147
616,2013,,145
617,2014,,141
618,2015,,144
619,2016,,141
620,2017,,141
621,2018,,142
622,2019,,140
623,2020,,136
624,2021,,142
625,2009,,130
626,2010,,124
627,2011,,124
628,2012,,127
629,2013,,123
630,2014,,122
631,2015,,123
632,2016,,120
633,2017,,122
634,2018,,122
635,2019,,113
636,2020,,124
637,2021,,127
638,2009,,85
639,2010,,78
640,2011,,82
641,2012,,84
642,2013,,86
643,2014,,88
644,2015,,92
645,2016,,97
646,2017,,93
647,2018,,92
648,2019,,98
649,2020,,107
650,2021,,107
651,2009,,94
652,2010,,92
653,2011,,96
654,2012,,98
655,2013,,96
656,2014,,95
657,2015,,98
658,2016,,95
659,2017,,98
660,2018,,103
661,2019,,101
662,2020,,101
663,2021,,103
664,2009,,140
665,2010,,126
666,2011,,123
667,2012,,119
668,2013,,118
669,2014,,116
670,2015,,117
671,2016,,118
672,2017,,116
673,2018,,118
674,2019,,117
675,2020,,119
676,2021,,121
677,2009,,64
678,2010,,65
679,2011,,71
680,2012,,67
681,2013,,69
682,2014,,68
683,2015,,72
684,2016,,73
685,2017,,78
686,2018,,83
687,2019,,81
688,2020,,75
689,2021,,70
690,2009,,99
691,2010,,101
692,2011,,103
693,2012,,103
694,2013,,102
695,2014,,104
696,2015,,94
697,2016,,90
698,2017,,86
699,2018,,86
700,2019,,84
701,2020,,87
702,2021,,91
703,2009,,119
704,2010,,111
705,2011,,111
706,2012,,110
707,2013,,110
708,2014,,112
709,2015,,118
710,2016,,119
711,2017,,125
712,2018,,127
713,2019,,126
714,2020,,130
715,2021,,132
716,2009,,68
717,2010,,81
718,2011,,75
719,2012,,71
720,2013,,74
721,2014,,71
722,2015,,78
723,2016,,82
724,2017,,83
725,2018,,86
726,2019,,87
727,2020,,86
728,2021,,89
729,2009,,140
730,2010,,133
731,2011,,135
732,2012,,138
733,2013,,135
734,2014,,133
735,2015,,133
736,2016,,126
737,2017,,121
738,2018,,119
739,2019,,113
740,2020,,96
741,2021,,104
742,2009,,77
743,2010,,80
744,2011,,83
745,2012,,75
746,2013,,82
747,2014,,77
748,2015,,82
749,2016,,88
750,2017,,90
751,2018,,91
752,2019,,91
753,2020,,89
754,2021,,88
755,2009,,75
756,2010,,73
757,2011,,74
758,2012,,76
759,2013,,75
760,2014,,77
761,2015,,77
762,2016,,76
763,2017,,75
764,2018,,75
765,2019,,73
766,2020,,77
767,2021,,73
768,2009,,142
769,2010,,154
770,2011,,151
771,2012,,156
772,2013,,159
773,2014,,150
774,2015,,149
775,2016,,147
776,2017,,143
777,2018,,143
778,2019,,139
779,2020,,142
780,2021,,137
781,2009,,114
782,2010,,113
783,2011,,111
784,2012,,114
785,2013,,111
786,2014,,111
787,2015,,110
788,2016,,109
789,2017,,110
790,2018,,110
791,2019,,115
792,2020,,111
793,2021,,109
794,2009,,103
795,2010,,103
796,2011,,99
797,2012,,100
798,2013,,99
799,2014,,99
800,2015,,97
801,2016,,93
802,2017,,87
803,2018,,88
804,2019,,85
805,2020,,87
806,2021,,88
807,2009,,84
808,2010,,81
809,2011,,78
810,2012,,82
811,2013,,79
812,2014,,81
813,2015,,78
814,2016,,79
815,2017,,72
816,2018,,68
817,2019,,68
818,2020,,67
819,2021,,65
820,2009,,104
821,2010,,110
822,2011,,113
823,2012,,111
824,2013,,114
825,2014,,108
826,2015,,102
827,2016,,99
828,2017,,99
829,2018,,88
830,2019,,86
831,2020,,82
832,2021,,78
833,2009,,83
834,2010,,82
835,2011,,87
836,2012,,85
837,2013,,77
838,2014,,85
839,2015,,82
840,2016,,79
841,2017,,76
842,2018,,79
843,2019,,75
844,2020,,76
845,2021,,77
846,2009,,106
847,2010,,105
848,2011,,99
849,2012,,100
850,2013,,103
851,2014,,101
852,2015,,93
853,2016,,89
854,2017,,86
855,2018,,87
856,2019,,90
857,2020,,90
858,2021,,91
859,2009,,83
860,2010,,90
861,2011,,83
862,2012,,81
863,2013,,85
864,2014,,93
865,2015,,94
866,2016,,92
867,2017,,99
868,2018,,104
869,2019,,105
870,2020,,104
871,2021,,112
872,2009,,161
873,2010,,161
874,2011,,164
875,2012,,169
876,2013,,170
877,2014,,176
878,2015,,173
879,2016,,177
880,2017,,178
881,2018,,187
882,2019,,181
883,2020,,182
884,2021,,185
885,2009,,94
886,2010,,93
887,2011,,93
888,2012,,97
889,2013,,99
890,2014,,104
891,2015,,99
892,2016,,105
893,2017,,102
894,2018,,108
895,2019,,115
896,2020,,118
897,2021,,124
898,2009,,54
899,2010,,55
900,2011,,59
901,2012,,56
902,2013,,60
903,2014,,67
904,2015,,70
905,2016,,70
906,2017,,75
907,2018,,85
908,2019,,84
909,2020,,83
910,2021,,87
911,2009,,120
912,2010,,121
913,2011,,134
914,2012,,137
915,2013,,135
916,2014,,146
917,2015,,143
918,2016,,138
919,2017,,139
920,2018,,139
921,2019,,144
922,2020,,146
923,2021,,155
924,2009,,55
925,2010,,61
926,2011,,63
927,2012,,63
928,2013,,62
929,2014,,61
930,2015,,65
931,2016,,60
932,2017,,62
933,2018,,62
934,2019,,65
935,2020,,69
936,2021,,67
937,2009,,84
938,2010,,87
939,2011,,87
940,2012,,85
941,2013,,86
942,2014,,94
943,2015,,96
944,2016,,92
945,2017,,88
946,2018,,93
947,2019,,93
948,2020,,93
949,2021,,97
950,2009,,79
951,2010,,79
952,2011,,79
953,2012,,88
954,2013,,85
955,2014,,82
956,2015,,79
957,2016,,79
958,2017,,84
959,2018,,82
960,2019,,83
961,2020,,87
962,2021,,88
963,2009,,114
964,2010,,115
965,2011,,124
966,2012,,124
967,2013,,125
968,2014,,132
969,2015,,128
970,2016,,132
971,2017,,133
972,2018,,134
973,2019,,130
974,2020,,134
975,2021,,137
976,2009,,68
977,2010,,65
978,2011,,65
979,2012,,67
980,2013,,73
981,2014,,73
982,2015,,75
983,2016,,77
984,2017,,75
985,2018,,81
986,2019,,83
987,2020,,88
988,2021,,93
989,2009,,53
990,2010,,52
991,2011,,55
992,2012,,56
993,2013,,58
994,2014,,56
995,2015,,55
996,2016,,55
997,2017,,62
998,2018,,65
999,2019,,69
1000,2020,,76
1001,2021,,71
1002,2009,,115
1003,2010,,125
1004,2011,,130
1005,2012,,130
1006,2013,,129
1007,2014,,128
1008,2015,,131
1009,2016,,134
1010,2017,,139
1011,2018,,132
1012,2019,,127
1013,2020,,129
1014,2021,,133
1015,2009,,87
1016,2010,,84
1017,2011,,81
1018,2012,,90
1019,2013,,93
1020,2014,,94
1021,2015,,96
1022,2016,,98
1023,2017,,101
1024,2018,,91
1025,2019,,92
1026,2020,,99
1027,2021,,103
1028,2009,,73
1029,2010,,73
1030,2011,,78
1031,2012,,85
1032,2013,,85
1033,2014,,80
1034,2015,,81
1035,2016,,79
1036,2017,,78
1037,2018,,78
1038,2019,,82
1039,2020,,84
1040,2021,,75
1041,2009,,114
1042,2010,,108
1043,2011,,112
1044,2012,,115
1045,2013,,132
1046,2014,,126
1047,2015,,129
1048,2016,,130
1049,2017,,129
1050,2018,,132
1051,2019,,130
1052,2020,,126
1053,2021,,132
1054,2009,,163
1055,2010,,161
1056,2011,,157
1057,2012,,157
1058,2013,,154
1059,2014,,162
1060,2015,,160
1061,2016,,151
1062,2017,,150
1063,2018,,160
1064,2019,,162
1065,2020,,164
1066,2021,,160
1067,2009,,79
1068,2010,,85
1069,2011,,86
1070,2012,,86
1071,2013,,85
1072,2014,,90
1073,2015,,91
1074,2016,,89
1075,2017,,90
1076,2018,,90
1077,2019,,92
1078,2020,,97
1079,2021,,98
1080,2009,,81
1081,2010,,82
1082,2011,,78
1083,2012,,77
1084,2013,,72
1085,2014,,73
1086,2015,,73
1087,2016,,71
1088,2017,,76
1089,2018,,76
1090,2019,,77
1091,2020,,79
1092,2021,,79
1093,2009,,146
1094,2010,,144
1095,2011,,139
1096,2012,,147
1097,2013,,146
1098,2014,,153
1099,2015,,154
1100,2016,,154
1101,2017,,153
1102,2018,,157
1103,2019,,147
1104,2020,,150
1105,2021,,151
1106,2009,,78
1107,2010,,81
1108,2011,,87
1109,2012,,90
1110,2013,,92
1111,2014,,100
1112,2015,,103
1113,2016,,109
1114,2017,,106
1115,2018,,106
1116,2019,,104
1117,2020,,98
1118,2021,,104
1119,2009,,83
1120,2010,,88
1121,2011,,88
1122,2012,,87
1123,2013,,96
1124,2014,,105
1125,2015,,102
1126,2016,,98
1127,2017,,89
1128,2018,,88
1129,2019,,91
1130,2020,,87
1131,2021,,89
1132,2009,,159
1133,2010,,158
1134,2011,,150
1135,2012,,145
1136,2013,,147
1137,2014,,144
1138,2015,,147
1139,2016,,147
1140,2017,,157
1141,2018,,163
1142,2019,,164
1143,2020,,174
1144,2021,,168
1145,2009,,206
1146,2010,,199
1147,2011,,191
1148,2012,,192
1149,2013,,198
1150,2014,,192
1151,2015,,186
1152,2016,,180
1153,2017,,181
1154,2018,,174
1155,2019,,177
1156,2020,,169
1157,2021,,170
1158,2009,,105
1159,2010,,99
1160,2011,,101
1161,2012,,97
1162,2013,,101
1163,2014,,95
1164,2015,,97
1165,2016,,91
1166,2017,,92
1167,2018,,95
1168,2019,,102
1169,2020,,103
1170,2021,,103
1171,2009,,131
1172,2010,,136
1173,2011,,136
1174,2012,,131
1175,2013,,134
1176,2014,,127
1177,2015,,125
1178,2016,,126
1179,2017,,126
1180,2018,,129
1181,2019,,126
1182,2020,,117
1183,2021,,114
1184,2009,,180
1185,2010,,180
1186,2011,,176
1187,2012,,165
1188,2013,,153
1189,2014,,156
1190,2015,,150
1191,2016,,152
1192,2017,,151
1193,2018,,156
1194,2019,,161
1195,2020,,158
1196,2021,,157
1197,2009,,115
1198,2010,,115
1199,2011,,116
1200,2012,,113
1201,2013,,114
1202,2014,,105
1203,2015,,111
1204,2016,,107
1205,2017,,105
1206,2018,,102
1207,2019,,201
1208,2020,,198
1209,2021,,195
1210,2009,,119
1211,2010,,110
1212,2011,,104
1213,2012,,103
1214,2013,,107
1215,2014,,113
1216,2015,,113
1217,2016,,112
1218,2017,,110
1219,2018,,104
1220,2019,,105
1221,2020,,110
1222,2021,,112
1223,2009,,152
1224,2010,,149
1225,2011,,146
1226,2012,,142
1227,2013,,145
1228,2014,,139
1229,2015,,133
1230,2016,,136
1231,2017,,131
1232,2018,,132
1233,2019,,127
1234,2020,,137
1235,2021,,136
1236,2009,,83
1237,2010,,83
1238,2011,,82
1239,2012,,81
1240,2013,,83
1241,2014,,86
1242,2015,,86
1243,2016,,87
1244,2017,,90
1245,2018,,94
1246,2019,,88
1247,2020,,89
1248,2021,,91
1249,2009,,102
1250,2010,,105
1251,2011,,109
1252,2012,,115
1253,2013,,118
1254,2014,,120
1255,2015,,110
1256,2016,,117
1257,2017,,122
1258,2018,,120
1259,2019,,119
1260,2020,,120
1261,2021,,126
1262,2009,,121
1263,2010,,124
1264,2011,,124
1265,2012,,122
1266,2013,,133
1267,2014,,131
1268,2015,,130
1269,2016,,127
1270,2017,,129
1271,2018,,138
1272,2019,,141
1273,2020,,135
1274,2021,,142
1275,2009,,136
1276,2010,,131
1277,2011,,123
1278,2012,,123
1279,2013,,121
1280,2014,,120
1281,2015,,120
1282,2016,,114
1283,2017,,114
1284,2018,,107
1285,2019,,104
1286,2020,,103
1287,2021,,97
1288,2009,,166
1289,2010,,160
1290,2011,,158
1291,2012,,156
1292,2013,,158
1293,2014,,157
1294,2015,,154
1295,2016,,159
1296,2017,,165
1297,2018,,163
1298,2019,,171
1299,2020,,169
1300,2021,,169
1301,2009,,110
1302,2010,,110
1303,2011,,108
1304,2012,,104
1305,2013,,101
1306,2014,,98
1307,2015,,100
1308,2016,,99
1309,2017,,101
1310,2018,,101
1311,2019,,94
1312,2020,,97
1313,2021,,99
1314,2009,,139
1315,2010,,136
1316,2011,,134
1317,2012,,127
1318,2013,,128
1319,2014,,132
1320,2015,,134
1321,2016,,136
1322,2017,,135
1323,2018,,133
1324,2019,,139
1325,2020,,139
1326,2021,,145
1327,2009,,90
1328,2010,,90
1329,2011,,90
1330,2012,,85
1331,2013,,81
1332,2014,,81
1333,2015,,89
1334,2016,,258
1335,2017,,249
1336,2018,,249
1337,2019,,245
1338,2020,,245
1339,2021,,254
1340,2009,,89
1341,2010,,90
1342,2011,,99
1343,2012,,98
1344,2013,,97
1345,2014,,96
1346,2015,,102
1347,2016,,100
1348,2017,,94
1349,2018,,95
1350,2019,,97
1351,2020,,101
1352,2021,,101
1353,2009,,79
1354,2010,,75
1355,2011,,80
1356,2012,,82
1357,2013,,80
1358,2014,,85
1359,2015,,87
1360,2016,,86
1361,2017,,88
1362,2018,,89
1363,2019,,93
1364,2020,,96
1365,2021,,91
1366,2009,,131
1367,2010,,128
1368,2011,,131
1369,2012,,129
1370,2013,,113
1371,2014,,108
1372,2015,,113
1373,2016,,115
1374,2017,,112
1375,2018,,111
1376,2019,,103
1377,2020,,97
1378,2021,,97
1379,2009,,91
1380,2010,,91
1381,2011,,99
1382,2012,,98
1383,2013,,97
1384,2014,,94
1385,2015,,94
1386,2016,,94
1387,2017,,95
1388,2018,,104
1389,2019,,104
1390,2020,,106
1391,2021,,110
1392,2009,,152
1393,2010,,149
1394,2011,,152
1395,2012,,153
1396,2013,,147
1397,2014,,150
1398,2015,,147
1399,2016,,159
1400,2017,,163
1401,2018,,163
1402,2019,,151
1403,2020,,148
1404,2021,,146
1405,2009,,142
1406,2010,,140
1407,2011,,147
1408,2012,,151
1409,2013,,156
1410,2014,,153
1411,2015,,155
1412,2016,,156
1413,2017,,156
1414,2018,,156
1415,2019,,162
1416,2020,,171
1417,2021,,179
1418,2009,,136
1419,2010,,139
1420,2011,,139
1421,2012,,138
1422,2013,,135
1423,2014,,142
1424,2015,,146
1425,2016,,148
1426,2017,,154
1427,2018,,151
1428,2019,,164
1429,2020,,172
1430,2021,,171
1431,2009,,139
1432,2010,,138
1433,2011,,141
1434,2012,,138
1435,2013,,134
1436,2014,,119
1437,2015,,120
1438,2016,,111
1439,2017,,111
1440,2018,,113
1441,2019,,112
1442,2020,,116
1443,2021,,119
1444,2009,,78
1445,2010,,78
1446,2011,,78
1447,2012,,74
1448,2013,,76
1449,2014,,74
1450,2015,,72
1451,2016,,75
1452,2017,,81
1453,2018,,75
1454,2019,,72
1455,2020,,68
1456,2021,,70
1457,2009,,98
1458,2010,,94
1459,2011,,87
1460,2012,,83
1461,2013,,85
1462,2014,,88
1463,2015,,93
1464,2016,,93
1465,2017,,90
1466,2018,,90
1467,2019,,88
1468,2020,,92
1469,2021,,89
1470,2009,,221
1471,2010,,217
1472,2011,,211
1473,2012,,199
1474,2013,,193
1475,2014,,193
1476,2015,,199
1477,2016,,199
1478,2017,,190
1479,2018,,185
1480,2019,,191
1481,2020,,180
1482,2021,,185
1483,2009,,144
1484,2010,,141
1485,2011,,137
1486,2012,,139
1487,2013,,148
1488,2014,,150
1489,2015,,164
1490,2016,,169
1491,2017,,173
1492,2018,,180
1493,2019,,186
1494,2020,,197
1495,2021,,197
1496,2009,,95
1497,2010,,96
1498,2011,,184
1499,2012,,179
1500,2013,,187
1501,2014,,192
1502,2015,,197
1503,2016,,196
1504,2017,,191
1505,2018,,201
1506,2019,,209
1507,2020,,208
1508,2021,,206
1509,2009,,125
1510,2010,,137
1511,2011,,128
1512,2012,,127
1513,2013,,140
1514,2014,,147
1515,2015,,157
1516,2016,,160
1517,2017,,165
1518,2018,,173
1519,2019,,173
1520,2020,,177
1521,2021,,182
1522,2009,,139
1523,2010,,143
1524,2011,,146
1525,2012,,152
1526,2013,,166
1527,2014,,170
1528,2015,,171
1529,2016,,181
1530,2017,,200
1531,2018,,203
1532,2019,,202
1533,2020,,212
1534,2021,,206
1535,2009,,109
1536,2010,,105
1537,2011,,108
1538,2012,,110
1539,2013,,113
1540,2014,,120
1541,2015,,123
1542,2016,,124
1543,2017,,127
1544,2018,,126
1545,2019,,121
1546,2020,,124
1547,2021,,134
1548,2009,,146
1549,2010,,149
1550,2011,,158
1551,2012,,160
1552,2013,,161
1553,2014,,162
1554,2015,,167
1555,2016,,172
1556,2017,,165
1557,2018,,169
1558,2019,,166
1559,2020,,173
1560,2021,,174
1561,2009,,204
1562,2010,,200
1563,2011,,195
1564,2012,,193
1565,2013,,198
1566,2014,,200
1567,2015,,192
1568,2016,,189
1569,2017,,186
1570,2018,,183
1571,2019,,187
1572,2020,,194
1573,2021,,199
1574,2009,,104
1575,2010,,104
1576,2011,,103
1577,2012,,102
1578,2013,,102
1579,2014,,103
1580,2015,,97
1581,2016,,102
1582,2017,,102
1583,2018,,95
1584,2019,,91
1585,2020,,94
1586,2021,,89
1587,2009,,88
1588,2010,,95
1589,2011,,98
1590,2012,,104
1591,2013,,101
1592,2014,,111
1593,2015,,112
1594,2016,,113
1595,2017,,121
1596,2018,,123
1597,2019,,120
1598,2020,,116
1599,2021,,119
1600,2009,,107
1601,2010,,120
1602,2011,,121
1603,2012,,126
1604,2013,,129
1605,2014,,137
1606,2015,,137
1607,2016,,138
1608,2017,,150
1609,2018,,153
