Year,GeoCode,Value
1610,2019,,149
1611,2020,,147
1612,2021,,147
1613,2009,,75
1614,2010,,80
1615,2011,,83
1616,2012,,86
1617,2013,,87
1618,2014,,89
1619,2015,,89
1620,2016,,90
1621,2017,,93
1622,2018,,97
1623,2019,,90
1624,2020,,91
1625,2021,,91
1626,2009,,98
1627,2010,,104
1628,2011,,92
1629,2012,,94
1630,2013,,100
1631,2014,,109
1632,2015,,119
1633,2016,,118
1634,2017,,120
1635,2018,,116
1636,2019,,118
1637,2020,,120
1638,2021,,122
1639,2009,,85
1640,2010,,97
1641,2011,,95
1642,2012,,88
1643,2013,,87
1644,2014,,101
1645,2015,,106
1646,2016,,109
1647,2017,,111
1648,2018,,119
1649,2019,,114
1650,2020,,114
1651,2021,,118
1652,2009,,45
1653,2010,,52
1654,2011,,52
1655,2012,,56
1656,2013,,63
1657,2014,,68
1658,2015,,75
1659,2016,,81
1660,2017,,87
1661,2018,,95
1662,2019,,114
1663,2020,,130
1664,2021,,140
1665,2009,,60
1666,2010,,65
1667,2011,,77
1668,2012,,78
1669,2013,,87
1670,2014,,96
1671,2015,,109
1672,2016,,119
1673,2017,,127
1674,2018,,135
1675,2019,,146
1676,2020,,160
1677,2021,,168
1678,2009,,133
1679,2010,,127
1680,2011,,141
1681,2012,,140
1682,2013,,140
1683,2014,,144
1684,2015,,143
1685,2016,,141
1686,2017,,143
1687,2018,,149
1688,2019,,150
1689,2020,,154
1690,2021,,162
1691,2009,,71
1692,2010,,72
1693,2011,,73
1694,2012,,76
1695,2013,,74
1696,2014,,83
1697,2015,,90
1698,2016,,90
1699,2017,,89
1700,2018,,89
1701,2019,,92
1702,2020,,100
1703,2021,,102
1704,2009,,108
1705,2010,,112
1706,2011,,111
1707,2012,,116
1708,2013,,110
1709,2014,,107
1710,2015,,102
1711,2016,,108
1712,2017,,112
1713,2018,,110
1714,2019,,111
1715,2020,,113
1716,2021,,112
1717,2009,,83
1718,2010,,85
1719,2011,,89
1720,2012,,89
1721,2013,,93
1722,2014,,95
1723,2015,,97
1724,2016,,97
1725,2017,,98
1726,2018,,107
1727,2019,,122
1728,2020,,117
1729,2021,,125
1730,2009,,84
1731,2010,,81
1732,2011,,82
1733,2012,,85
1734,2013,,89
1735,2014,,89
1736,2015,,92
1737,2016,,90
1738,2017,,90
1739,2018,,96
1740,2019,,94
1741,2020,,99
1742,2021,,98
1743,2009,,175
1744,2010,,180
1745,2011,,175
1746,2012,,168
1747,2013,,173
1748,2014,,171
1749,2015,,166
1750,2016,,158
1751,2017,,149
1752,2018,,150
1753,2019,,151
1754,2020,,147
1755,2021,,144
1756,2009,,103
1757,2010,,102
1758,2011,,106
1759,2012,,106
1760,2013,,105
1761,2014,,98
1762,2015,,95
1763,2016,,93
1764,2017,,94
1765,2018,,94
1766,2019,,83
1767,2020,,79
1768,2021,,82
1769,2009,,155
1770,2010,,156
1771,2011,,151
1772,2012,,157
1773,2013,,158
1774,2014,,153
1775,2015,,151
1776,2016,,153
1777,2017,,146
1778,2018,,142
1779,2019,,139
1780,2020,,138
1781,2021,,134
1782,2009,,190
1783,2010,,193
1784,2011,,196
1785,2012,,191
1786,2013,,186
1787,2014,,175
1788,2015,,177
1789,2016,,171
1790,2017,,171
1791,2018,,164
1792,2019,,164
1793,2020,,162
1794,2021,,162
1795,2009,,80
1796,2010,,87
1797,2011,,97
1798,2012,,107
1799,2013,,111
1800,2014,,79
1801,2015,,84
1802,2016,,101
1803,2017,,105
1804,2018,,112
1805,2019,,124
1806,2020,,135
1807,2021,,146
1808,2009,,64
1809,2010,,72
1810,2011,,79
1811,2012,,91
1812,2013,,100
1813,2014,,63
1814,2015,,65
1815,2016,,77
1816,2017,,77
1817,2018,,85
1818,2019,,96
1819,2020,,101
1820,2021,,114
1821,2009,,43
1822,2010,,45
1823,2011,,48
1824,2012,,56
1825,2013,,57
1826,2014,,62
1827,2015,,69
1828,2016,,68
1829,2017,,77
1830,2018,,84
1831,2019,,89
1832,2020,,99
1833,2021,,40
1834,2009,,92
1835,2010,,95
1836,2011,,105
1837,2012,,114
1838,2013,,127
1839,2014,,132
1840,2015,,133
1841,2016,,135
1842,2017,,137
1843,2018,,146
1844,2019,,150
1845,2020,,156
1846,2021,,155
1847,2009,,82
1848,2010,,90
1849,2011,,94
1850,2012,,99
1851,2013,,111
1852,2014,,121
1853,2015,,134
1854,2016,,141
1855,2017,,149
1856,2018,,153
1857,2019,,161
1858,2020,,168
1859,2021,,184
1860,2009,,90
1861,2010,,97
1862,2011,,102
1863,2012,,105
1864,2013,,106
1865,2014,,116
1866,2015,,113
1867,2016,,123
1868,2017,,125
1869,2018,,136
1870,2019,,136
1871,2020,,145
1872,2021,,151
1873,2009,,77
1874,2010,,79
1875,2011,,87
1876,2012,,96
1877,2013,,103
1878,2014,,111
1879,2015,,114
1880,2016,,114
1881,2017,,111
1882,2018,,115
1883,2019,,118
1884,2020,,121
1885,2021,,128
1886,2009,,42
1887,2010,,44
1888,2011,,50
1889,2012,,54
1890,2013,,56
1891,2014,,59
1892,2015,,73
1893,2016,,82
1894,2017,,80
1895,2018,,89
1896,2019,,97
1897,2020,,103
1898,2021,,110
1899,2009,,63
1900,2010,,74
1901,2011,,85
1902,2012,,91
1903,2013,,100
1904,2014,,100
1905,2015,,111
1906,2016,,115
1907,2017,,134
1908,2018,,143
1909,2019,,149
1910,2020,,162
1911,2021,,121
1912,2009,,23
1913,2010,,27
1914,2011,,31
1915,2012,,31
1916,2013,,30
1917,2014,,36
1918,2015,,40
1919,2016,,41
1920,2017,,50
1921,2018,,52
1922,2019,,57
1923,2020,,61
1924,2021,,68
1930,2014,,43
1931,2015,,49
1932,2016,,52
1933,2017,,54
1934,2018,,60
1935,2019,,58
1936,2020,,66
1937,2021,,71
1943,2014,,55
1944,2015,,63
1945,2016,,66
1946,2017,,75
1947,2018,,78
1948,2019,,92
1949,2020,,98
1950,2021,,108
1963,2021,,59
1976,2021,,48
1977,2009,,126
1978,2010,,124
1979,2011,,137
1980,2012,,139
1981,2013,,145
1982,2014,,145
1983,2015,,145
1984,2016,,147
1985,2017,,153
1986,2018,,157
1987,2019,,149
1988,2020,,150
1989,2021,,155
1990,2009,,77
1991,2010,,79
1992,2011,,79
1993,2012,,81
1994,2013,,84
1995,2014,,86
1996,2015,,88
1997,2016,,88
1998,2017,,94
1999,2018,,98
2000,2019,,95
2001,2020,,91
2002,2021,,93
2003,2009,,99
2004,2010,,95
2005,2011,,86
2006,2012,,83
2007,2013,,86
2008,2014,,88
2009,2015,,87
2010,2016,,89
2011,2017,,89
2012,2018,,94
2013,2019,,93
2014,2020,,89
2015,2021,,86
2016,2009,,123
2017,2010,,123
2018,2011,,119
2019,2012,,118
2020,2013,,117
2021,2014,,112
2022,2015,,117
2023,2016,,114
2024,2017,,114
2025,2018,,109
2026,2019,,108
2027,2020,,118
2028,2021,,120
2029,2009,,140
2030,2010,,140
2031,2011,,129
2032,2012,,139
2033,2013,,139
2034,2014,,139
2035,2015,,129
2036,2016,,133
2037,2017,,132
2038,2018,,127
2039,2019,,131
2040,2020,,132
2041,2021,,133
2042,2009,,135
2043,2010,,135
2044,2011,,135
2045,2012,,134
2046,2013,,134
2047,2014,,140
2048,2015,,140
2049,2016,,140
2050,2017,,144
2051,2018,,155
2052,2019,,148
2053,2020,,153
2054,2021,,157
2055,2009,,138
2056,2010,,135
2057,2011,,128
2058,2012,,138
2059,2013,,135
2060,2014,,136
2061,2015,,143
2062,2016,,140
2063,2017,,141
2064,2018,,126
2065,2019,,128
2066,2020,,127
2067,2021,,124
2068,2009,,197
2069,2010,,207
2070,2011,,206
2071,2012,,211
2072,2013,,216
2073,2014,,219
2074,2015,,222
2075,2016,,227
2076,2017,,233
2077,2018,,236
2078,2019,,245
2079,2020,,249
2080,2021,,250
2081,2009,,87
2082,2010,,84
2083,2011,,89
2084,2012,,92
2085,2013,,95
2086,2014,,101
2087,2015,,104
2088,2016,,108
2089,2017,,110
2090,2018,,114
2091,2019,,112
2092,2020,,113
2093,2021,,111
2094,2009,,99
2095,2010,,102
2096,2011,,101
2097,2012,,103
2098,2013,,104
2099,2014,,105
2100,2015,,109
2101,2016,,108
2102,2017,,110
2103,2018,,111
2104,2019,,109
2105,2020,,113
2106,2021,,109
2107,2009,,146
2108,2010,,151
2109,2011,,149
2110,2012,,147
2111,2013,,142
2112,2014,,133
2113,2015,,138
2114,2016,,145
2115,2017,,137
2116,2018,,138
2117,2019,,140
2118,2020,,133
2119,2021,,132
2120,2009,,112
2121,2010,,112
2122,2011,,115
2123,2012,,116
2124,2013,,118
2125,2014,,113
2126,2015,,117
2127,2016,,112
2128,2017,,112
2129,2018,,115
2130,2019,,120
2131,2020,,123
2132,2021,,126
2133,2009,,70
2134,2010,,73
2135,2011,,70
2136,2012,,68
2137,2013,,67
2138,2014,,63
2139,2015,,64
2140,2016,,62
2141,2017,,63
2142,2018,,62
2143,2019,,63
2144,2020,,59
2145,2021,,57
2146,2009,,128
2147,2010,,132
2148,2011,,127
2149,2012,,133
2150,2013,,127
2151,2014,,133
2152,2015,,128
2153,2016,,115
2154,2017,,112
2155,2018,,106
2156,2019,,107
2157,2020,,110
2158,2021,,111
2159,2009,,93
2160,2010,,100
2161,2011,,94
2162,2012,,97
2163,2013,,96
2164,2014,,94
2165,2015,,101
2166,2016,,106
2167,2017,,107
2168,2018,,103
2169,2019,,97
2170,2020,,97
2171,2021,,100
2172,2009,,61
2173,2010,,64
2174,2011,,67
2175,2012,,65
2176,2013,,62
2177,2014,,62
2178,2015,,59
2179,2016,,59
2180,2017,,56
2181,2018,,50
2182,2019,,47
2183,2020,,55
2184,2021,,55
2185,2009,,92
2186,2010,,93
2187,2011,,95
2188,2012,,86
2189,2013,,86
2190,2014,,87
2191,2015,,85
2192,2016,,85
2193,2017,,82
2194,2018,,301
2195,2019,,305
2196,2020,,300
2197,2021,,305
2198,2009,,170
2199,2010,,176
2200,2011,,172
2201,2012,,159
2202,2013,,161
2203,2014,,155
2204,2015,,153
2205,2016,,152
2206,2017,,146
2207,2018,,149
2208,2019,,143
2209,2020,,138
2210,2021,,145
2211,2009,,251
2212,2010,,241
2213,2011,,238
2214,2012,,236
2215,2013,,232
2216,2014,,224
2217,2015,,220
2218,2016,,220
2219,2017,,212
2220,2018,,205
2221,2019,,192
2222,2020,,193
2223,2021,,191
2224,2009,,66
2225,2010,,67
2226,2011,,69
2227,2012,,75
2228,2013,,76
2229,2014,,74
2230,2015,,72
2231,2016,,72
2232,2017,,67
2233,2018,,71
2234,2019,,81
2235,2020,,82
2236,2021,,84
2237,2009,,158
2238,2010,,157
2239,2011,,165
2240,2012,,172
2241,2013,,175
2242,2014,,173
2243,2015,,171
2244,2016,,176
2245,2017,,186
2246,2018,,191
2247,2019,,193
2248,2020,,190
2249,2021,,192
2250,2009,,153
2251,2010,,148
2252,2011,,163
2253,2012,,169
2254,2013,,170
2255,2014,,174
2256,2015,,172
2257,2016,,166
2258,2017,,170
2259,2018,,173
2260,2019,,173
2261,2020,,175
2262,2021,,180
2263,2009,,89
2264,2010,,93
2265,2011,,102
2266,2012,,96
2267,2013,,98
2268,2014,,107
2269,2015,,112
2270,2016,,115
2271,2017,,120
2272,2018,,113
2273,2019,,118
2274,2020,,114
2275,2021,,118
2276,2009,,163
2277,2010,,167
2278,2011,,157
2279,2012,,156
2280,2013,,147
2281,2014,,146
2282,2015,,135
2283,2016,,138
2284,2017,,137
2285,2018,,139
2286,2019,,134
2287,2020,,133
2288,2021,,135
2289,2009,,80
2290,2010,,79
2291,2011,,80
2292,2012,,80
2293,2013,,80
2294,2014,,77
2295,2015,,76
2296,2016,,78
2297,2017,,70
2298,2018,,70
2299,2019,,66
2300,2020,,58
2301,2021,,60
2302,2009,,102
2303,2010,,116
2304,2011,,118
2305,2012,,117
2306,2013,,126
2307,2014,,135
2308,2015,,141
2309,2016,,136
2310,2017,,135
2311,2018,,132
2312,2019,,141
2313,2020,,144
2314,2021,,143
2315,2009,,183
2316,2010,,182
2317,2011,,165
2318,2012,,165
2319,2013,,167
2320,2014,,168
2321,2015,,169
2322,2016,,167
2323,2017,,157
2324,2018,,149
2325,2019,,148
2326,2020,,139
2327,2021,,131
2328,2009,,107
2329,2010,,112
2330,2011,,114
2331,2012,,118
2332,2013,,107
2333,2014,,109
2334,2015,,111
2335,2016,,111
2336,2017,,106
2337,2018,,104
2338,2019,,93
2339,2020,,89
2340,2021,,92
2341,2009,,68
2342,2010,,68
2343,2011,,75
2344,2012,,73
2345,2013,,72
2346,2014,,73
2347,2015,,75
2348,2016,,77
2349,2017,,80
2350,2018,,76
2351,2019,,74
2352,2020,,81
2353,2021,,85
2354,2009,,66
2355,2010,,78
2356,2011,,83
2357,2012,,84
2358,2013,,85
2359,2014,,88
2360,2015,,93
2361,2016,,91
2362,2017,,93
2363,2018,,98
2364,2019,,111
2365,2020,,116
2366,2021,,122
2367,2009,,150
2368,2010,,157
2369,2011,,170
2370,2012,,175
2371,2013,,173
2372,2014,,179
2373,2015,,177
2374,2016,,179
2375,2017,,180
2376,2018,,185
2377,2019,,196
2378,2020,,196
2379,2021,,204
2380,2009,,136
2381,2010,,135
2382,2011,,138
2383,2012,,142
2384,2013,,146
2385,2014,,149
2386,2015,,149
2387,2016,,149
2388,2017,,154
2389,2018,,157
2390,2019,,164
2391,2020,,175
2392,2021,,181
2393,2009,,155
2394,2010,,160
2395,2011,,161
2396,2012,,162
2397,2013,,164
2398,2014,,169
2399,2015,,167
2400,2016,,171
2401,2017,,183
2402,2018,,182
2403,2019,,188
2404,2020,,187
2405,2021,,98
2406,2009,,163
2407,2010,,159
2408,2011,,160
2409,2012,,164
2410,2013,,165
2411,2014,,171
2412,2015,,170
2413,2016,,159
2414,2017,,165
2415,2018,,160
2416,2019,,158
2417,2020,,174
2418,2021,,179
2419,2009,,69
2420,2010,,74
2421,2011,,84
2422,2012,,89
2423,2013,,96
2424,2014,,107
2425,2015,,112
2426,2016,,110
2427,2017,,118
2428,2018,,120
2429,2019,,116
2430,2020,,122
2431,2021,,128
2444,2021,,92
2445,2009,,101
2446,2010,,109
2447,2011,,111
2448,2012,,114
2449,2013,,112
2450,2014,,121
2451,2015,,128
2452,2016,,134
2453,2017,,134
2454,2018,,138
2455,2019,,139
2456,2020,,148
2457,2021,,145
2458,2009,,109
2459,2010,,109
2460,2011,,114
2461,2012,,116
2462,2013,,115
2463,2014,,118
2464,2015,,119
2465,2016,,125
2466,2017,,136
2467,2018,,134
2468,2019,,136
2469,2020,,139
2470,2021,,148
2471,2009,,63
2472,2010,,67
2473,2011,,67
2474,2012,,72
2475,2013,,72
2476,2014,,71
2477,2015,,79
2478,2016,,80
2479,2017,,84
2480,2018,,79
2481,2019,,81
2482,2020,,87
2483,2021,,87
2484,2009,,64
2485,2010,,61
2486,2011,,65
2487,2012,,66
2488,2013,,63
2489,2014,,64
2490,2015,,62
2491,2016,,162
2492,2017,,161
2493,2018,,158
2494,2019,,165
2495,2020,,160
2496,2021,,155
2497,2009,,95
2498,2010,,100
2499,2011,,98
2500,2012,,97
2501,2013,,107
2502,2014,,116
2503,2015,,127
2504,2016,,125
2505,2017,,135
2506,2018,,140
2507,2019,,144
2508,2020,,147
2509,2021,,151
2510,2009,,97
2511,2010,,95
2512,2011,,96
2513,2012,,95
2514,2013,,95
2515,2014,,102
2516,2015,,99
2517,2016,,95
2518,2017,,100
2519,2018,,107
2520,2019,,107
2521,2020,,105
2522,2021,,113
2523,2009,,163
2524,2010,,173
2525,2011,,180
2526,2012,,188
2527,2013,,185
2528,2014,,190
2529,2015,,193
2530,2016,,193
2531,2017,,202
2532,2018,,202
2533,2019,,199
2534,2020,,202
2535,2021,,210
2536,2009,,166
2537,2010,,168
2538,2011,,161
2539,2012,,153
2540,2013,,153
2541,2014,,150
2542,2015,,154
2543,2016,,156
2544,2017,,153
2545,2018,,148
2546,2019,,148
2547,2020,,145
2548,2021,,142
2549,2009,,88
2550,2010,,86
2551,2011,,81
2552,2012,,90
2553,2013,,83
2554,2014,,90
2555,2015,,86
2556,2016,,81
2557,2017,,75
2558,2018,,77
2559,2019,,79
2560,2020,,72
2561,2021,,72
2562,2009,,91
2563,2010,,99
2564,2011,,98
2565,2012,,99
2566,2013,,106
2567,2014,,108
2568,2015,,105
2569,2016,,108
2570,2017,,116
2571,2018,,123
2572,2019,,122
2573,2020,,119
2574,2021,,120
2575,2009,,112
2576,2010,,119
2577,2011,,118
2578,2012,,123
2579,2013,,122
2580,2014,,131
2581,2015,,127
2582,2016,,127
2583,2017,,131
2584,2018,,128
2585,2019,,124
2586,2020,,131
2587,2021,,123
2588,2009,,111
2589,2010,,118
2590,2011,,123
2591,2012,,130
2592,2013,,135
2593,2014,,133
2594,2015,,143
2595,2016,,144
2596,2017,,154
2597,2018,,146
2598,2019,,145
2599,2020,,156
2600,2021,,158
2601,2009,,132
2602,2010,,139
2603,2011,,141
2604,2012,,153
2605,2013,,160
2606,2014,,167
2607,2015,,167
2608,2016,,177
2609,2017,,188
2610,2018,,193
2611,2019,,191
2612,2020,,194
2613,2021,,196
2614,2009,,47
2615,2010,,49
2616,2011,,54
2617,2012,,55
2618,2013,,58
2619,2014,,63
2620,2015,,66
2621,2016,,75
2622,2017,,74
2623,2018,,74
2624,2019,,73
2625,2020,,69
2626,2021,,75
2627,2009,,108
2628,2010,,106
2629,2011,,100
2630,2012,,99
2631,2013,,106
2632,2014,,111
2633,2015,,120
2634,2016,,118
2635,2017,,119
2636,2018,,120
2637,2019,,175
2638,2020,,180
2639,2021,,178
2640,2009,,105
2641,2010,,106
2642,2011,,113
2643,2012,,108
2644,2013,,107
2645,2014,,114
2646,2015,,118
2647,2016,,119
2648,2017,,115
2649,2018,,118
2650,2019,,123
2651,2020,,119
2652,2021,,116
2653,2009,,103
2654,2010,,105
2655,2011,,101
2656,2012,,97
2657,2013,,91
2658,2014,,86
2659,2015,,86
2660,2016,,94
2661,2017,,95
2662,2018,,96
2663,2019,,94
2664,2020,,97
2665,2021,,94
2666,2009,,49
2667,2010,,51
2668,2011,,47
2669,2012,,56
2670,2013,,59
2671,2014,,62
2672,2015,,69
2673,2016,,72
2674,2017,,70
2675,2018,,72
2676,2019,,74
2677,2020,,80
2678,2021,,85
2679,2009,,65
2680,2010,,68
2681,2011,,80
2682,2012,,82
2683,2013,,84
2684,2014,,92
2685,2015,,96
2686,2016,,98
2687,2017,,104
2688,2018,,111
2689,2019,,111
2690,2020,,106
2691,2021,,104
2692,2009,,66
2693,2010,,81
2694,2011,,84
2695,2012,,83
2696,2013,,86
2697,2014,,91
2698,2015,,102
2699,2016,,111
2700,2017,,118
2701,2018,,121
2702,2019,,119
2703,2020,,120
2704,2021,,122
2705,2009,,96
2706,2010,,109
2707,2011,,110
2708,2012,,111
2709,2013,,128
2710,2014,,129
2711,2015,,134
2712,2016,,141
2713,2017,,141
2714,2018,,140
2715,2019,,147
2716,2020,,153
2717,2021,,155
2718,2009,,76
2719,2010,,88
2720,2011,,93
2721,2012,,94
2722,2013,,101
2723,2014,,117
2724,2015,,121
2725,2016,,127
2726,2017,,135
2727,2018,,138
2728,2019,,151
2729,2020,,159
2730,2021,,165
2731,2009,,53
2732,2010,,52
2733,2011,,67
2734,2012,,72
2735,2013,,75
2736,2014,,80
2737,2015,,84
2738,2016,,91
2739,2017,,94
2740,2018,,98
2741,2019,,101
2742,2020,,102
2743,2021,,105
2744,2009,,111
2745,2010,,112
2746,2011,,110
2747,2012,,110
2748,2013,,123
2749,2014,,120
2750,2015,,122
2751,2016,,126
2752,2017,,131
2753,2018,,133
2754,2019,,131
2755,2020,,134
2756,2021,,138
2757,2009,,166
2758,2010,,178
2759,2011,,177
2760,2012,,181
2761,2013,,188
2762,2014,,196
2763,2015,,195
2764,2016,,192
2765,2017,,182
2766,2018,,175
2767,2019,,165
2768,2020,,165
2769,2021,,154
2770,2009,,125
2771,2010,,123
2772,2011,,128
2773,2012,,133
2774,2013,,130
2775,2014,,131
2776,2015,,135
2777,2016,,142
2778,2017,,144
2779,2018,,147
2780,2019,,144
2781,2020,,150
2782,2021,,145
2783,2009,,141
2784,2010,,140
2785,2011,,142
2786,2012,,138
2787,2013,,147
2788,2014,,139
2789,2015,,140
2790,2016,,127
2791,2017,,122
2792,2018,,121
2793,2019,,115
2794,2020,,114
2795,2021,,118
2796,2009,,82
2797,2010,,81
2798,2011,,81
2799,2012,,84
2800,2013,,94
2801,2014,,94
2802,2015,,94
2803,2016,,97
2804,2017,,94
2805,2018,,88
2806,2019,,87
2807,2020,,89
2808,2021,,87
2809,2009,,163
2810,2010,,159
2811,2011,,158
2812,2012,,161
2813,2013,,154
2814,2014,,149
2815,2015,,140
2816,2016,,137
2817,2017,,135
2818,2018,,131
2819,2019,,124
2820,2020,,125
2821,2021,,128
2822,2009,,138
2823,2010,,147
2824,2011,,137
2825,2012,,140
2826,2013,,137
2827,2014,,139
2828,2015,,141
2829,2016,,145
2830,2017,,151
2831,2018,,144
2832,2019,,131
2833,2020,,131
2834,2021,,131
2835,2009,,98
2836,2010,,97
2837,2011,,106
2838,2012,,101
2839,2013,,105
2840,2014,,109
2841,2015,,105
2842,2016,,105
2843,2017,,103
2844,2018,,98
2845,2019,,103
2846,2020,,99
2847,2021,,100
2848,2009,,157
2849,2010,,153
2850,2011,,149
2851,2012,,148
2852,2013,,149
2853,2014,,152
2854,2015,,145
2855,2016,,147
2856,2017,,147
2857,2018,,143
2858,2019,,145
2859,2020,,139
2860,2021,,142
2861,2009,,110
2862,2010,,107
2863,2011,,223
2864,2012,,217
2865,2013,,223
2866,2014,,221
2867,2015,,216
2868,2016,,218
2869,2017,,218
2870,2018,,215
2871,2019,,201
2872,2020,,205
2873,2021,,200
2874,2009,,117
2875,2010,,118
2876,2011,,128
2877,2012,,115
2878,2013,,117
2879,2014,,119
2880,2015,,119
2881,2016,,112
2882,2017,,113
2883,2018,,113
2884,2019,,114
2885,2020,,114
2886,2021,,113
2887,2009,,87
2888,2010,,87
2889,2011,,93
2890,2012,,97
2891,2013,,92
2892,2014,,94
2893,2015,,99
2894,2016,,101
2895,2017,,102
2896,2018,,99
2897,2019,,100
2898,2020,,101
2899,2021,,104
2900,2009,,135
2901,2010,,139
2902,2011,,137
2903,2012,,138
2904,2013,,138
2905,2014,,133
2906,2015,,132
2907,2016,,132
2908,2017,,130
2909,2018,,131
2910,2019,,133
2911,2020,,128
2912,2021,,125
2913,2009,,100
2914,2010,,104
2915,2011,,102
2916,2012,,97
2917,2013,,94
2918,2014,,97
2919,2015,,91
2920,2016,,94
2921,2017,,104
2922,2018,,104
2923,2019,,98
2924,2020,,97
2925,2021,,101
2926,2009,,184
2927,2010,,188
2928,2011,,187
2929,2012,,199
2930,2013,,206
2931,2014,,211
2932,2015,,219
2933,2016,,212
2934,2017,,212
2935,2018,,215
2936,2019,,214
2937,2020,,224
2938,2021,,219
2939,2009,,153
2940,2010,,158
2941,2011,,166
2942,2012,,174
2943,2013,,171
2944,2014,,171
2945,2015,,171
2946,2016,,180
2947,2017,,188
2948,2018,,186
2949,2019,,197
2950,2020,,196
2951,2021,,198
2952,2009,,129
2953,2010,,126
2954,2011,,126
2955,2012,,125
2956,2013,,132
2957,2014,,132
2958,2015,,132
2959,2016,,133
2960,2017,,137
2961,2018,,132
2962,2019,,142
2963,2020,,136
2964,2021,,138
2965,2009,,120
2966,2010,,122
2967,2011,,120
2968,2012,,127
2969,2013,,126
2970,2014,,133
2971,2015,,129
2972,2016,,133
2973,2017,,135
2974,2018,,138
2975,2019,,131
2976,2020,,139
2977,2021,,141
2978,2009,,147
2979,2010,,147
2980,2011,,163
2981,2012,,173
2982,2013,,168
2983,2014,,173
2984,2015,,184
2985,2016,,191
2986,2017,,198
2987,2018,,203
2988,2019,,193
2989,2020,,192
2990,2021,,201
2991,2009,,106
2992,2010,,115
2993,2011,,117
2994,2012,,118
2995,2013,,125
2996,2014,,126
2997,2015,,135
2998,2016,,137
2999,2017,,141
3000,2018,,153
3001,2019,,150
3002,2020,,153
3003,2021,,158
3004,2009,,124
3005,2010,,125
3006,2011,,124
3007,2012,,126
3008,2013,,131
3009,2014,,134
3010,2015,,138
3011,2016,,137
3012,2017,,141
3013,2018,,143
3014,2019,,143
3015,2020,,140
3016,2021,,149
3017,2009,,92
3018,2010,,101
3019,2011,,106
3020,2012,,106
3021,2013,,107
3022,2014,,108
3023,2015,,112
3024,2016,,114
3025,2017,,114
3026,2018,,112
3027,2019,,109
3028,2020,,103
3029,2021,,100
3030,2009,,131
3031,2010,,125
3032,2011,,127
3033,2012,,127
3034,2013,,123
3035,2014,,113
3036,2015,,111
3037,2016,,111
3038,2017,,108
3039,2018,,109
3040,2019,,111
3041,2020,,109
3042,2021,,114
3043,2009,,108
3044,2010,,111
3045,2011,,115
3046,2012,,112
3047,2013,,118
3048,2014,,123
3049,2015,,126
3050,2016,,123
3051,2017,,115
3052,2018,,119
3053,2019,,121
3054,2020,,113
3055,2021,,114
3056,2009,,110
3057,2010,,103
3058,2011,,95
3059,2012,,91
3060,2013,,89
3061,2014,,84
3062,2015,,80
3063,2016,,80
3064,2017,,79
3065,2018,,74
3066,2019,,68
3067,2020,,70
3068,2021,,70
3069,2009,,114
3070,2010,,106
3071,2011,,103
3072,2012,,96
3073,2013,,95
3074,2014,,91
3075,2015,,86
3076,2016,,90
3077,2017,,89
3078,2018,,82
3079,2019,,80
3080,2020,,79
3081,2021,,78
3082,2009,,249
3083,2010,,247
3084,2011,,238
3085,2012,,232
3086,2013,,227
3087,2014,,226
3088,2015,,222
3089,2016,,217
3090,2017,,206
3091,2018,,198
3092,2019,,200
3093,2020,,189
3094,2021,,181
3095,2009,,190
3096,2010,,189
3097,2011,,179
3098,2012,,171
3099,2013,,164
3100,2014,,160
3101,2015,,151
3102,2016,,140
3103,2017,,129
3104,2018,,133
3105,2019,,130
3106,2020,,125
3107,2021,,122
3108,2009,,139
3109,2010,,146
3110,2011,,146
3111,2012,,150
3112,2013,,150
3113,2014,,139
3114,2015,,142
3115,2016,,146
3116,2017,,155
3117,2018,,151
3118,2019,,144
3119,2020,,146
3120,2021,,148
3121,2009,,118
3122,2010,,128
3123,2011,,126
3124,2012,,131
3125,2013,,137
3126,2014,,140
3127,2015,,146
3128,2016,,144
3129,2017,,146
3130,2018,,149
3131,2019,,158
3132,2020,,171
3133,2021,,173
3134,2009,,132
3135,2010,,131
3136,2011,,125
3137,2012,,119
3138,2013,,125
3139,2014,,123
3140,2015,,123
3141,2016,,127
3142,2017,,125
3143,2018,,124
3144,2019,,130
3145,2020,,135
3146,2021,,138
3147,2009,,146
3148,2010,,138
3149,2011,,137
3150,2012,,144
3151,2013,,144
3152,2014,,149
3153,2015,,141
3154,2016,,150
3155,2017,,149
3156,2018,,147
3157,2019,,142
3158,2020,,147
3159,2021,,146
3160,2009,,69
3161,2010,,74
3162,2011,,82
3163,2012,,87
3164,2013,,90
3165,2014,,94
3166,2015,,99
3167,2016,,100
3168,2017,,103
3169,2018,,102
3170,2019,,107
3171,2020,,118
3172,2021,,121
3173,2009,,130
3174,2010,,134
3175,2011,,133
3176,2012,,138
3177,2013,,141
3178,2014,,149
3179,2015,,145
3180,2016,,145
3181,2017,,151
3182,2018,,149
3183,2019,,146
3184,2020,,152
3185,2021,,153
3186,2009,,87
3187,2010,,87
3188,2011,,92
3189,2012,,94
3190,2013,,95
3191,2014,,99
3192,2015,,103
3193,2016,,101
3194,2017,,106
3195,2018,,105
3196,2019,,112
3197,2020,,120
3198,2021,,122
3199,2009,,108
3200,2010,,118
3201,2011,,118
3202,2012,,129
3203,2013,,129
3204,2014,,143
3205,2015,,144
3206,2016,,148
3207,2017,,150
3208,2018,,159
3209,2019,,164
