Year,Gender,GeoCode,Value
1441,2019,,,98
1442,2020,,,100
1443,2021,,,103
1444,2009,,,90
1445,2010,,,91
1446,2011,,,90
1447,2012,,,91
1448,2013,,,86
1449,2014,,,87
1450,2015,,,88
1451,2016,,,92
1452,2017,,,93
1453,2018,,,90
1454,2019,,,95
1455,2020,,,101
1456,2021,,,97
1457,2009,,,89
1458,2010,,,84
1459,2011,,,85
1460,2012,,,89
1461,2013,,,87
1462,2014,,,74
1463,2015,,,76
1464,2016,,,71
1465,2017,,,71
1466,2018,,,73
1467,2019,,,70
1468,2020,,,73
1469,2021,,,76
1470,2009,,,44
1471,2010,,,45
1472,2011,,,43
1473,2012,,,43
1474,2013,,,47
1475,2014,,,46
1476,2015,,,45
1477,2016,,,50
1478,2017,,,54
1479,2018,,,51
1480,2019,,,51
1481,2020,,,50
1482,2021,,,50
1483,2009,,,65
1484,2010,,,65
1485,2011,,,64
1486,2012,,,63
1487,2013,,,62
1488,2014,,,62
1489,2015,,,68
1490,2016,,,66
1491,2017,,,62
1492,2018,,,63
1493,2019,,,66
1494,2020,,,70
1495,2021,,,69
1496,2009,,,160
1497,2010,,,157
1498,2011,,,152
1499,2012,,,145
1500,2013,,,147
1501,2014,,,148
1502,2015,,,157
1503,2016,,,158
1504,2017,,,146
1505,2018,,,140
1506,2019,,,146
1507,2020,,,136
1508,2021,,,139
1509,2009,,,104
1510,2010,,,100
1511,2011,,,99
1512,2012,,,103
1513,2013,,,108
1514,2014,,,104
1515,2015,,,115
1516,2016,,,115
1517,2017,,,118
1518,2018,,,120
1519,2019,,,125
1520,2020,,,130
1521,2021,,,129
1522,2009,,,58
1523,2010,,,57
1524,2011,,,114
1525,2012,,,110
1526,2013,,,119
1527,2014,,,127
1528,2015,,,131
1529,2016,,,125
1530,2017,,,120
1531,2018,,,128
1532,2019,,,132
1533,2020,,,131
1534,2021,,,132
1535,2009,,,73
1536,2010,,,83
1537,2011,,,74
1538,2012,,,72
1539,2013,,,85
1540,2014,,,90
1541,2015,,,91
1542,2016,,,95
1543,2017,,,99
1544,2018,,,102
1545,2019,,,104
1546,2020,,,109
1547,2021,,,112
1548,2009,,,85
1549,2010,,,87
1550,2011,,,84
1551,2012,,,88
1552,2013,,,93
1553,2014,,,94
1554,2015,,,91
1555,2016,,,95
1556,2017,,,105
1557,2018,,,100
1558,2019,,,105
1559,2020,,,111
1560,2021,,,111
1561,2009,,,68
1562,2010,,,63
1563,2011,,,65
1564,2012,,,66
1565,2013,,,72
1566,2014,,,77
1567,2015,,,81
1568,2016,,,84
1569,2017,,,88
1570,2018,,,89
1571,2019,,,80
1572,2020,,,82
1573,2021,,,88
1574,2009,,,95
1575,2010,,,96
1576,2011,,,102
1577,2012,,,103
1578,2013,,,102
1579,2014,,,103
1580,2015,,,107
1581,2016,,,112
1582,2017,,,111
1583,2018,,,114
1584,2019,,,113
1585,2020,,,119
1586,2021,,,117
1587,2009,,,134
1588,2010,,,144
1589,2011,,,137
1590,2012,,,135
1591,2013,,,139
1592,2014,,,148
1593,2015,,,137
1594,2016,,,135
1595,2017,,,129
1596,2018,,,124
1597,2019,,,123
1598,2020,,,132
1599,2021,,,139
1600,2009,,,76
1601,2010,,,75
1602,2011,,,74
1603,2012,,,72
1604,2013,,,69
1605,2014,,,71
1606,2015,,,67
1607,2016,,,70
1608,2017,,,67
1609,2018,,,62
1610,2019,,,58
1611,2020,,,57
1612,2021,,,56
1613,2009,,,54
1614,2010,,,55
1615,2011,,,56
1616,2012,,,63
1617,2013,,,58
1618,2014,,,67
1619,2015,,,66
1620,2016,,,62
1621,2017,,,70
1622,2018,,,71
1623,2019,,,69
1624,2020,,,70
1625,2021,,,76
1626,2009,,,61
1627,2010,,,68
1628,2011,,,72
1629,2012,,,79
1630,2013,,,83
1631,2014,,,83
1632,2015,,,87
1633,2016,,,91
1634,2017,,,99
1635,2018,,,98
1636,2019,,,95
1637,2020,,,94
1638,2021,,,95
1639,2009,,,45
1640,2010,,,50
1641,2011,,,52
1642,2012,,,53
1643,2013,,,57
1644,2014,,,58
1645,2015,,,56
1646,2016,,,61
1647,2017,,,63
1648,2018,,,65
1649,2019,,,59
1650,2020,,,58
1651,2021,,,62
1652,2009,,,57
1653,2010,,,62
1654,2011,,,53
1655,2012,,,54
1656,2013,,,55
1657,2014,,,59
1658,2015,,,60
1659,2016,,,60
1660,2017,,,59
1661,2018,,,57
1662,2019,,,61
1663,2020,,,61
1664,2021,,,59
1665,2009,,,45
1666,2010,,,52
1667,2011,,,55
1668,2012,,,49
1669,2013,,,46
1670,2014,,,59
1671,2015,,,64
1672,2016,,,66
1673,2017,,,68
1674,2018,,,72
1675,2019,,,65
1676,2020,,,65
1677,2021,,,71
1678,2009,,,19
1679,2010,,,24
1680,2011,,,25
1681,2012,,,23
1682,2013,,,25
1683,2014,,,31
1684,2015,,,34
1685,2016,,,39
1686,2017,,,38
1687,2018,,,46
1688,2019,,,58
1689,2020,,,63
1690,2021,,,67
1691,2009,,,36
1692,2010,,,38
1693,2011,,,46
1694,2012,,,44
1695,2013,,,49
1696,2014,,,52
1697,2015,,,57
1698,2016,,,62
1699,2017,,,63
1700,2018,,,68
1701,2019,,,76
1702,2020,,,79
1703,2021,,,89
1704,2009,,,92
1705,2010,,,86
1706,2011,,,95
1707,2012,,,96
1708,2013,,,97
1709,2014,,,99
1710,2015,,,99
1711,2016,,,99
1712,2017,,,101
1713,2018,,,97
1714,2019,,,96
1715,2020,,,101
1716,2021,,,101
1717,2009,,,48
1718,2010,,,48
1719,2011,,,47
1720,2012,,,46
1721,2013,,,42
1722,2014,,,47
1723,2015,,,49
1724,2016,,,48
1725,2017,,,53
1726,2018,,,53
1727,2019,,,54
1728,2020,,,53
1729,2021,,,58
1730,2009,,,57
1731,2010,,,67
1732,2011,,,67
1733,2012,,,64
1734,2013,,,62
1735,2014,,,62
1736,2015,,,57
1737,2016,,,62
1738,2017,,,62
1739,2018,,,60
1740,2019,,,59
1741,2020,,,63
1742,2021,,,63
1743,2009,,,44
1744,2010,,,46
1745,2011,,,50
1746,2012,,,50
1747,2013,,,55
1748,2014,,,59
1749,2015,,,59
1750,2016,,,57
1751,2017,,,59
1752,2018,,,65
1753,2019,,,74
1754,2020,,,73
1755,2021,,,75
1756,2009,,,50
1757,2010,,,48
1758,2011,,,45
1759,2012,,,48
1760,2013,,,47
1761,2014,,,47
1762,2015,,,47
1763,2016,,,48
1764,2017,,,49
1765,2018,,,57
1766,2019,,,55
1767,2020,,,56
1768,2021,,,57
1769,2009,,,114
1770,2010,,,114
1771,2011,,,107
1772,2012,,,104
1773,2013,,,106
1774,2014,,,107
1775,2015,,,103
1776,2016,,,96
1777,2017,,,91
1778,2018,,,92
1779,2019,,,96
1780,2020,,,102
1781,2021,,,98
1782,2009,,,59
1783,2010,,,59
1784,2011,,,66
1785,2012,,,62
1786,2013,,,60
1787,2014,,,54
1788,2015,,,57
1789,2016,,,55
1790,2017,,,58
1791,2018,,,58
1792,2019,,,51
1793,2020,,,50
1794,2021,,,50
1795,2009,,,80
1796,2010,,,77
1797,2011,,,86
1798,2012,,,91
1799,2013,,,98
1800,2014,,,93
1801,2015,,,93
1802,2016,,,97
1803,2017,,,93
1804,2018,,,93
1805,2019,,,92
1806,2020,,,92
1807,2021,,,90
1808,2009,,,117
1809,2010,,,123
1810,2011,,,128
1811,2012,,,129
1812,2013,,,124
1813,2014,,,113
1814,2015,,,117
1815,2016,,,112
1816,2017,,,114
1817,2018,,,113
1818,2019,,,112
1819,2020,,,113
1820,2021,,,119
1821,2009,,,44
1822,2010,,,48
1823,2011,,,53
1824,2012,,,55
1825,2013,,,57
1826,2014,,,40
1827,2015,,,41
1828,2016,,,52
1829,2017,,,57
1830,2018,,,61
1831,2019,,,67
1832,2020,,,69
1833,2021,,,78
1834,2009,,,42
1835,2010,,,42
1836,2011,,,42
1837,2012,,,48
1838,2013,,,51
1839,2014,,,32
1840,2015,,,33
1841,2016,,,39
1842,2017,,,37
1843,2018,,,43
1844,2019,,,46
1845,2020,,,50
1846,2021,,,58
1847,2009,,,23
1848,2010,,,27
1849,2011,,,28
1850,2012,,,34
1851,2013,,,34
1852,2014,,,36
1853,2015,,,36
1854,2016,,,34
1855,2017,,,42
1856,2018,,,45
1857,2019,,,46
1858,2020,,,56
1859,2021,,,23
1860,2009,,,53
1861,2010,,,59
1862,2011,,,64
1863,2012,,,73
1864,2013,,,79
1865,2014,,,77
1866,2015,,,78
1867,2016,,,85
1868,2017,,,90
1869,2018,,,92
1870,2019,,,89
1871,2020,,,95
1872,2021,,,95
1873,2009,,,36
1874,2010,,,38
1875,2011,,,42
1876,2012,,,43
1877,2013,,,50
1878,2014,,,61
1879,2015,,,74
1880,2016,,,78
1881,2017,,,80
1882,2018,,,84
1883,2019,,,86
1884,2020,,,87
1885,2021,,,98
1886,2009,,,48
1887,2010,,,55
1888,2011,,,56
1889,2012,,,59
1890,2013,,,61
1891,2014,,,66
1892,2015,,,65
1893,2016,,,68
1894,2017,,,71
1895,2018,,,75
1896,2019,,,69
1897,2020,,,79
1898,2021,,,87
1899,2009,,,51
1900,2010,,,53
1901,2011,,,59
1902,2012,,,67
1903,2013,,,68
1904,2014,,,74
1905,2015,,,75
1906,2016,,,70
1907,2017,,,69
1908,2018,,,70
1909,2019,,,73
1910,2020,,,69
1911,2021,,,72
1912,2009,,,30
1913,2010,,,32
1914,2011,,,32
1915,2012,,,35
1916,2013,,,37
1917,2014,,,39
1918,2015,,,45
1919,2016,,,50
1920,2017,,,43
1921,2018,,,49
1922,2019,,,51
1923,2020,,,55
1924,2021,,,62
1925,2009,,,35
1926,2010,,,42
1927,2011,,,44
1928,2012,,,52
1929,2013,,,59
1930,2014,,,58
1931,2015,,,61
1932,2016,,,64
1933,2017,,,74
1934,2018,,,76
1935,2019,,,83
1936,2020,,,94
1937,2021,,,71
1938,2009,,,10
1939,2010,,,13
1940,2011,,,15
1941,2012,,,15
1942,2013,,,15
1943,2014,,,17
1944,2015,,,15
1945,2016,,,14
1946,2017,,,21
1947,2018,,,20
1948,2019,,,22
1949,2020,,,24
1950,2021,,,31
1956,2014,,,26
1957,2015,,,30
1958,2016,,,29
1959,2017,,,33
1960,2018,,,35
1961,2019,,,34
1962,2020,,,37
1963,2021,,,40
1969,2014,,,28
1970,2015,,,32
1971,2016,,,34
1972,2017,,,38
1973,2018,,,41
1974,2019,,,50
1975,2020,,,53
1976,2021,,,60
1989,2021,,,35
2002,2021,,,23
2003,2009,,,84
2004,2010,,,80
2005,2011,,,89
2006,2012,,,90
2007,2013,,,89
2008,2014,,,88
2009,2015,,,84
2010,2016,,,87
2011,2017,,,96
2012,2018,,,97
2013,2019,,,91
2014,2020,,,89
2015,2021,,,96
2016,2009,,,56
2017,2010,,,56
2018,2011,,,53
2019,2012,,,52
2020,2013,,,55
2021,2014,,,57
2022,2015,,,56
2023,2016,,,59
2024,2017,,,59
2025,2018,,,62
2026,2019,,,62
2027,2020,,,55
2028,2021,,,56
2029,2009,,,62
2030,2010,,,62
2031,2011,,,57
2032,2012,,,53
2033,2013,,,53
2034,2014,,,55
2035,2015,,,53
2036,2016,,,52
2037,2017,,,51
2038,2018,,,54
2039,2019,,,55
2040,2020,,,56
2041,2021,,,52
2042,2009,,,69
2043,2010,,,69
2044,2011,,,70
2045,2012,,,66
2046,2013,,,66
2047,2014,,,64
2048,2015,,,72
2049,2016,,,69
2050,2017,,,72
2051,2018,,,63
2052,2019,,,63
2053,2020,,,72
2054,2021,,,71
2055,2009,,,86
2056,2010,,,88
2057,2011,,,81
2058,2012,,,87
2059,2013,,,87
2060,2014,,,88
2061,2015,,,80
2062,2016,,,77
2063,2017,,,73
2064,2018,,,72
2065,2019,,,78
2066,2020,,,81
2067,2021,,,80
2068,2009,,,85
2069,2010,,,82
2070,2011,,,78
2071,2012,,,77
2072,2013,,,80
2073,2014,,,85
2074,2015,,,84
2075,2016,,,84
2076,2017,,,89
2077,2018,,,95
2078,2019,,,91
2079,2020,,,94
2080,2021,,,97
2081,2009,,,83
2082,2010,,,85
2083,2011,,,83
2084,2012,,,92
2085,2013,,,88
2086,2014,,,89
2087,2015,,,92
2088,2016,,,91
2089,2017,,,92
2090,2018,,,78
2091,2019,,,81
2092,2020,,,81
2093,2021,,,77
2094,2009,,,113
2095,2010,,,119
2096,2011,,,120
2097,2012,,,119
2098,2013,,,127
2099,2014,,,128
2100,2015,,,125
2101,2016,,,121
2102,2017,,,126
2103,2018,,,123
2104,2019,,,128
2105,2020,,,134
2106,2021,,,136
2107,2009,,,55
2108,2010,,,50
2109,2011,,,53
2110,2012,,,57
2111,2013,,,59
2112,2014,,,61
2113,2015,,,62
2114,2016,,,65
2115,2017,,,62
2116,2018,,,67
2117,2019,,,63
2118,2020,,,69
2119,2021,,,69
2120,2009,,,62
2121,2010,,,63
2122,2011,,,63
2123,2012,,,64
2124,2013,,,68
2125,2014,,,63
2126,2015,,,65
2127,2016,,,62
2128,2017,,,64
2129,2018,,,65
2130,2019,,,63
2131,2020,,,69
2132,2021,,,66
2133,2009,,,98
2134,2010,,,100
2135,2011,,,99
2136,2012,,,99
2137,2013,,,94
2138,2014,,,87
2139,2015,,,91
2140,2016,,,97
2141,2017,,,92
2142,2018,,,91
2143,2019,,,93
2144,2020,,,90
2145,2021,,,87
2146,2009,,,72
2147,2010,,,71
2148,2011,,,75
2149,2012,,,78
2150,2013,,,78
2151,2014,,,74
2152,2015,,,76
2153,2016,,,69
2154,2017,,,72
2155,2018,,,72
2156,2019,,,74
2157,2020,,,75
2158,2021,,,80
2159,2009,,,50
2160,2010,,,59
2161,2011,,,54
2162,2012,,,49
2163,2013,,,46
2164,2014,,,46
2165,2015,,,48
2166,2016,,,48
2167,2017,,,50
2168,2018,,,45
2169,2019,,,46
2170,2020,,,43
2171,2021,,,40
2172,2009,,,84
2173,2010,,,89
2174,2011,,,88
2175,2012,,,91
2176,2013,,,86
2177,2014,,,91
2178,2015,,,87
2179,2016,,,77
2180,2017,,,76
2181,2018,,,71
2182,2019,,,71
2183,2020,,,78
2184,2021,,,78
2185,2009,,,59
2186,2010,,,64
2187,2011,,,57
2188,2012,,,60
2189,2013,,,63
2190,2014,,,62
2191,2015,,,65
2192,2016,,,67
2193,2017,,,69
2194,2018,,,66
2195,2019,,,63
2196,2020,,,61
2197,2021,,,64
2198,2009,,,41
2199,2010,,,39
2200,2011,,,43
2201,2012,,,44
2202,2013,,,41
2203,2014,,,43
2204,2015,,,41
2205,2016,,,40
2206,2017,,,37
2207,2018,,,32
2208,2019,,,29
2209,2020,,,31
2210,2021,,,30
2211,2009,,,63
2212,2010,,,64
2213,2011,,,62
2214,2012,,,54
2215,2013,,,54
2216,2014,,,56
2217,2015,,,52
2218,2016,,,55
2219,2017,,,56
2220,2018,,,186
2221,2019,,,186
2222,2020,,,190
2223,2021,,,193
2224,2009,,,110
2225,2010,,,113
2226,2011,,,109
2227,2012,,,105
2228,2013,,,112
2229,2014,,,105
2230,2015,,,99
2231,2016,,,98
2232,2017,,,99
2233,2018,,,105
2234,2019,,,103
2235,2020,,,105
2236,2021,,,109
2237,2009,,,158
2238,2010,,,157
2239,2011,,,157
2240,2012,,,161
2241,2013,,,152
2242,2014,,,148
2243,2015,,,154
2244,2016,,,150
2245,2017,,,148
2246,2018,,,144
2247,2019,,,133
2248,2020,,,135
2249,2021,,,136
2250,2009,,,40
2251,2010,,,42
2252,2011,,,44
2253,2012,,,45
2254,2013,,,46
2255,2014,,,43
2256,2015,,,39
2257,2016,,,40
2258,2017,,,36
2259,2018,,,42
2260,2019,,,52
2261,2020,,,50
2262,2021,,,52
2263,2009,,,98
2264,2010,,,109
2265,2011,,,116
2266,2012,,,121
2267,2013,,,123
2268,2014,,,121
2269,2015,,,122
2270,2016,,,122
2271,2017,,,127
2272,2018,,,131
2273,2019,,,123
2274,2020,,,122
2275,2021,,,124
2276,2009,,,88
2277,2010,,,87
2278,2011,,,95
2279,2012,,,98
2280,2013,,,101
2281,2014,,,109
2282,2015,,,109
2283,2016,,,107
2284,2017,,,112
2285,2018,,,114
2286,2019,,,111
2287,2020,,,116
2288,2021,,,117
2289,2009,,,60
2290,2010,,,66
2291,2011,,,73
2292,2012,,,66
2293,2013,,,64
2294,2014,,,72
2295,2015,,,72
2296,2016,,,74
2297,2017,,,82
2298,2018,,,75
2299,2019,,,74
2300,2020,,,70
2301,2021,,,71
2302,2009,,,101
2303,2010,,,107
2304,2011,,,100
2305,2012,,,100
2306,2013,,,95
2307,2014,,,95
2308,2015,,,92
2309,2016,,,91
2310,2017,,,94
2311,2018,,,101
2312,2019,,,100
2313,2020,,,96
2314,2021,,,98
2315,2009,,,47
2316,2010,,,52
2317,2011,,,53
2318,2012,,,52
2319,2013,,,54
2320,2014,,,50
2321,2015,,,49
2322,2016,,,54
2323,2017,,,51
2324,2018,,,52
2325,2019,,,49
2326,2020,,,43
2327,2021,,,43
2328,2009,,,58
2329,2010,,,65
2330,2011,,,67
2331,2012,,,70
2332,2013,,,74
2333,2014,,,78
2334,2015,,,75
2335,2016,,,70
2336,2017,,,73
2337,2018,,,68
2338,2019,,,80
2339,2020,,,83
2340,2021,,,81
2341,2009,,,120
2342,2010,,,124
2343,2011,,,117
2344,2012,,,120
2345,2013,,,123
2346,2014,,,126
2347,2015,,,128
2348,2016,,,123
2349,2017,,,115
2350,2018,,,113
2351,2019,,,107
2352,2020,,,102
2353,2021,,,96
2354,2009,,,66
2355,2010,,,70
2356,2011,,,73
2357,2012,,,70
2358,2013,,,61
2359,2014,,,62
2360,2015,,,66
2361,2016,,,66
2362,2017,,,66
2363,2018,,,64
2364,2019,,,57
2365,2020,,,54
2366,2021,,,52
2367,2009,,,44
2368,2010,,,46
2369,2011,,,55
2370,2012,,,55
2371,2013,,,53
2372,2014,,,54
2373,2015,,,51
2374,2016,,,54
2375,2017,,,55
2376,2018,,,52
2377,2019,,,48
2378,2020,,,52
2379,2021,,,58
2380,2009,,,39
2381,2010,,,45
2382,2011,,,47
2383,2012,,,47
2384,2013,,,46
2385,2014,,,47
2386,2015,,,47
2387,2016,,,48
2388,2017,,,44
2389,2018,,,45
2390,2019,,,52
2391,2020,,,54
2392,2021,,,55
2393,2009,,,80
2394,2010,,,82
2395,2011,,,94
2396,2012,,,95
2397,2013,,,98
2398,2014,,,100
2399,2015,,,98
2400,2016,,,101
2401,2017,,,97
2402,2018,,,103
2403,2019,,,110
2404,2020,,,114
2405,2021,,,121
2406,2009,,,87
2407,2010,,,89
2408,2011,,,84
2409,2012,,,79
2410,2013,,,82
2411,2014,,,83
2412,2015,,,84
2413,2016,,,87
2414,2017,,,87
2415,2018,,,95
2416,2019,,,99
2417,2020,,,110
2418,2021,,,106
2419,2009,,,101
2420,2010,,,108
2421,2011,,,109
2422,2012,,,110
2423,2013,,,114
2424,2014,,,120
2425,2015,,,113
2426,2016,,,114
2427,2017,,,119
2428,2018,,,114
2429,2019,,,115
2430,2020,,,113
2431,2021,,,61
2432,2009,,,104
2433,2010,,,105
2434,2011,,,104
2435,2012,,,110
2436,2013,,,105
2437,2014,,,107
2438,2015,,,106
2439,2016,,,100
2440,2017,,,109
2441,2018,,,107
2442,2019,,,109
2443,2020,,,118
2444,2021,,,125
2445,2009,,,38
2446,2010,,,37
2447,2011,,,42
2448,2012,,,48
2449,2013,,,54
2450,2014,,,56
2451,2015,,,64
2452,2016,,,67
2453,2017,,,73
2454,2018,,,68
2455,2019,,,67
2456,2020,,,71
2457,2021,,,75
2470,2021,,,58
2471,2009,,,67
2472,2010,,,72
2473,2011,,,77
2474,2012,,,76
2475,2013,,,74
2476,2014,,,79
2477,2015,,,86
2478,2016,,,92
2479,2017,,,94
2480,2018,,,98
2481,2019,,,94
2482,2020,,,102
2483,2021,,,96
2484,2009,,,66
2485,2010,,,67
2486,2011,,,71
2487,2012,,,72
2488,2013,,,71
2489,2014,,,72
2490,2015,,,71
2491,2016,,,70
2492,2017,,,70
2493,2018,,,74
2494,2019,,,75
2495,2020,,,78
2496,2021,,,83
2497,2009,,,45
2498,2010,,,49
2499,2011,,,46
2500,2012,,,53
2501,2013,,,50
2502,2014,,,49
2503,2015,,,54
2504,2016,,,51
2505,2017,,,60
2506,2018,,,55
2507,2019,,,53
2508,2020,,,55
2509,2021,,,56
2510,2009,,,39
2511,2010,,,36
2512,2011,,,44
2513,2012,,,44
2514,2013,,,46
2515,2014,,,42
2516,2015,,,38
2517,2016,,,100
2518,2017,,,103
2519,2018,,,103
2520,2019,,,107
2521,2020,,,104
2522,2021,,,102
2523,2009,,,46
2524,2010,,,48
2525,2011,,,47
2526,2012,,,45
2527,2013,,,53
2528,2014,,,57
2529,2015,,,64
2530,2016,,,60
2531,2017,,,66
2532,2018,,,63
2533,2019,,,69
2534,2020,,,72
2535,2021,,,78
2536,2009,,,61
2537,2010,,,56
2538,2011,,,55
2539,2012,,,56
2540,2013,,,55
2541,2014,,,65
2542,2015,,,63
2543,2016,,,59
2544,2017,,,62
2545,2018,,,64
2546,2019,,,60
2547,2020,,,62
2548,2021,,,68
2549,2009,,,109
2550,2010,,,112
2551,2011,,,123
2552,2012,,,127
2553,2013,,,125
2554,2014,,,125
2555,2015,,,130
2556,2016,,,125
2557,2017,,,124
2558,2018,,,127
2559,2019,,,122
2560,2020,,,126
2561,2021,,,123
2562,2009,,,99
2563,2010,,,109
2564,2011,,,107
2565,2012,,,101
2566,2013,,,105
2567,2014,,,104
2568,2015,,,104
2569,2016,,,110
2570,2017,,,113
2571,2018,,,106
2572,2019,,,108
2573,2020,,,104
2574,2021,,,102
2575,2009,,,52
2576,2010,,,52
2577,2011,,,49
2578,2012,,,61
2579,2013,,,58
2580,2014,,,62
2581,2015,,,62
2582,2016,,,57
2583,2017,,,55
2584,2018,,,61
2585,2019,,,67
2586,2020,,,60
2587,2021,,,60
2588,2009,,,56
2589,2010,,,59
2590,2011,,,59
2591,2012,,,63
2592,2013,,,67
2593,2014,,,69
2594,2015,,,70
2595,2016,,,70
2596,2017,,,76
2597,2018,,,75
2598,2019,,,76
2599,2020,,,76
2600,2021,,,77
2601,2009,,,59
2602,2010,,,62
2603,2011,,,62
2604,2012,,,71
2605,2013,,,74
2606,2014,,,80
2607,2015,,,78
2608,2016,,,85
2609,2017,,,86
2610,2018,,,81
2611,2019,,,77
2612,2020,,,82
2613,2021,,,76
2614,2009,,,63
2615,2010,,,70
2616,2011,,,72
2617,2012,,,77
2618,2013,,,78
2619,2014,,,76
2620,2015,,,85
2621,2016,,,88
2622,2017,,,98
2623,2018,,,94
2624,2019,,,93
2625,2020,,,98
2626,2021,,,101
2627,2009,,,86
2628,2010,,,88
2629,2011,,,84
2630,2012,,,95
2631,2013,,,99
2632,2014,,,103
2633,2015,,,98
2634,2016,,,100
2635,2017,,,111
2636,2018,,,121
2637,2019,,,118
2638,2020,,,118
2639,2021,,,111
2640,2009,,,31
2641,2010,,,33
2642,2011,,,32
2643,2012,,,33
2644,2013,,,32
2645,2014,,,35
2646,2015,,,36
2647,2016,,,40
2648,2017,,,40
2649,2018,,,39
2650,2019,,,42
2651,2020,,,42
2652,2021,,,43
2653,2009,,,69
2654,2010,,,69
2655,2011,,,66
2656,2012,,,64
2657,2013,,,73
2658,2014,,,74
2659,2015,,,82
2660,2016,,,80
2661,2017,,,81
2662,2018,,,86
2663,2019,,,126
2664,2020,,,127
2665,2021,,,124
2666,2009,,,58
2667,2010,,,57
2668,2011,,,65
2669,2012,,,62
2670,2013,,,60
2671,2014,,,70
2672,2015,,,78
2673,2016,,,77
2674,2017,,,69
2675,2018,,,74
2676,2019,,,76
2677,2020,,,70
2678,2021,,,69
2679,2009,,,70
2680,2010,,,72
2681,2011,,,68
2682,2012,,,69
2683,2013,,,65
2684,2014,,,59
2685,2015,,,61
2686,2016,,,64
2687,2017,,,63
2688,2018,,,64
2689,2019,,,58
2690,2020,,,64
2691,2021,,,63
2692,2009,,,18
2693,2010,,,19
2694,2011,,,16
2695,2012,,,25
2696,2013,,,28
2697,2014,,,30
2698,2015,,,30
2699,2016,,,31
2700,2017,,,32
2701,2018,,,38
2702,2019,,,39
2703,2020,,,41
2704,2021,,,40
2705,2009,,,34
2706,2010,,,36
2707,2011,,,47
2708,2012,,,45
2709,2013,,,47
2710,2014,,,55
2711,2015,,,59
2712,2016,,,60
2713,2017,,,60
2714,2018,,,64
2715,2019,,,61
2716,2020,,,62
2717,2021,,,67
2718,2009,,,43
2719,2010,,,53
2720,2011,,,56
2721,2012,,,57
2722,2013,,,60
2723,2014,,,61
2724,2015,,,63
2725,2016,,,68
2726,2017,,,75
2727,2018,,,79
2728,2019,,,76
2729,2020,,,78
2730,2021,,,83
2731,2009,,,61
2732,2010,,,68
2733,2011,,,65
2734,2012,,,64
2735,2013,,,74
2736,2014,,,72
2737,2015,,,79
2738,2016,,,85
2739,2017,,,81
2740,2018,,,78
2741,2019,,,86
2742,2020,,,87
2743,2021,,,89
2744,2009,,,51
2745,2010,,,58
2746,2011,,,62
2747,2012,,,65
2748,2013,,,68
2749,2014,,,75
2750,2015,,,80
2751,2016,,,86
2752,2017,,,88
2753,2018,,,91
2754,2019,,,94
2755,2020,,,98
2756,2021,,,104
2757,2009,,,32
2758,2010,,,34
2759,2011,,,43
2760,2012,,,47
2761,2013,,,49
2762,2014,,,54
2763,2015,,,54
2764,2016,,,62
2765,2017,,,63
2766,2018,,,62
2767,2019,,,67
2768,2020,,,62
2769,2021,,,64
2770,2009,,,71
2771,2010,,,70
2772,2011,,,59
2773,2012,,,56
2774,2013,,,64
2775,2014,,,62
2776,2015,,,62
2777,2016,,,68
2778,2017,,,71
2779,2018,,,77
2780,2019,,,72
2781,2020,,,74
2782,2021,,,78
2783,2009,,,100
2784,2010,,,106
2785,2011,,,104
2786,2012,,,110
2787,2013,,,116
2788,2014,,,121
2789,2015,,,123
2790,2016,,,122
2791,2017,,,122
2792,2018,,,121
2793,2019,,,114
2794,2020,,,112
2795,2021,,,107
2796,2009,,,72
2797,2010,,,73
2798,2011,,,76
2799,2012,,,80
2800,2013,,,82
2801,2014,,,88
2802,2015,,,87
2803,2016,,,88
2804,2017,,,86
2805,2018,,,95
2806,2019,,,90
2807,2020,,,94
2808,2021,,,90
2809,2009,,,85
2810,2010,,,91
2811,2011,,,96
2812,2012,,,92
2813,2013,,,104
2814,2014,,,97
2815,2015,,,101
2816,2016,,,90
2817,2017,,,85
2818,2018,,,84
2819,2019,,,80
2820,2020,,,82
2821,2021,,,84
2822,2009,,,49
2823,2010,,,48
2824,2011,,,46
2825,2012,,,48
2826,2013,,,54
2827,2014,,,51
2828,2015,,,55
2829,2016,,,54
2830,2017,,,53
2831,2018,,,48
2832,2019,,,47
2833,2020,,,47
2834,2021,,,50
2835,2009,,,99
2836,2010,,,99
2837,2011,,,97
2838,2012,,,100
2839,2013,,,98
2840,2014,,,90
2841,2015,,,84
2842,2016,,,89
2843,2017,,,90
2844,2018,,,89
2845,2019,,,89
2846,2020,,,88
2847,2021,,,93
2848,2009,,,86
2849,2010,,,93
2850,2011,,,84
2851,2012,,,90
2852,2013,,,89
2853,2014,,,90
2854,2015,,,94
2855,2016,,,98
2856,2017,,,101
2857,2018,,,92
2858,2019,,,83
2859,2020,,,85
2860,2021,,,88
2861,2009,,,62
2862,2010,,,61
2863,2011,,,65
2864,2012,,,63
2865,2013,,,72
2866,2014,,,75
2867,2015,,,71
2868,2016,,,68
2869,2017,,,67
2870,2018,,,64
2871,2019,,,71
2872,2020,,,68
2873,2021,,,67
2874,2009,,,108
2875,2010,,,104
2876,2011,,,97
2877,2012,,,98
2878,2013,,,99
2879,2014,,,102
2880,2015,,,94
2881,2016,,,98
2882,2017,,,101
2883,2018,,,100
2884,2019,,,105
