Year,Gender,GeoCode,Value
224,2011,,15,2065
225,2012,,15,2090
226,2013,,15,2163
227,2014,,15,2190
228,2015,,15,2212
229,2016,,15,2256
230,2017,,15,2285
231,2018,,15,2330
232,2019,,15,2349
233,2020,,15,2355
234,2021,,15,2451
235,2009,,16,1586
236,2010,,16,1622
237,2011,,16,1691
238,2012,,16,1719
239,2013,,16,1735
240,2014,,16,1761
241,2015,,16,1824
242,2016,,16,1858
243,2017,,16,1907
244,2018,,16,1953
245,2019,,16,1996
246,2020,,16,2023
247,2021,,16,2061
248,2009,,17,284
249,2010,,17,296
250,2011,,17,294
251,2012,,17,295
252,2013,,17,301
253,2014,,17,308
254,2015,,17,304
255,2016,,17,295
256,2017,,17,294
257,2018,,17,292
258,2019,,17,303
259,2020,,17,312
260,2021,,17,305
261,2009,,18,507
262,2010,,18,504
263,2011,,18,515
264,2012,,18,513
265,2013,,18,524
266,2014,,18,538
267,2015,,18,543
268,2016,,18,559
269,2017,,18,571
270,2018,,18,573
271,2019,,18,588
272,2020,,18,612
273,2021,,18,628
274,2009,,19,837
275,2010,,19,848
276,2011,,19,867
277,2012,,19,891
278,2013,,19,904
279,2014,,19,934
280,2015,,19,946
281,2016,,19,978
282,2017,,19,975
283,2018,,19,1015
284,2019,,19,1048
285,2020,,19,1055
286,2021,,19,1091
287,2009,,,58
288,2010,,,55
289,2011,,,54
290,2012,,,59
291,2013,,,65
292,2014,,,65
293,2015,,,61
294,2016,,,59
295,2017,,,62
296,2018,,,71
297,2019,,,70
298,2020,,,75
299,2021,,,73
300,2009,,,81
301,2010,,,78
302,2011,,,81
303,2012,,,73
304,2013,,,78
305,2014,,,75
306,2015,,,73
307,2016,,,76
308,2017,,,70
309,2018,,,72
310,2019,,,67
311,2020,,,62
312,2021,,,58
313,2009,,,68
314,2010,,,70
315,2011,,,74
316,2012,,,72
317,2013,,,69
318,2014,,,68
319,2015,,,71
320,2016,,,72
321,2017,,,62
322,2018,,,66
323,2019,,,73
324,2020,,,80
325,2021,,,79
326,2009,,,59
327,2010,,,64
328,2011,,,68
329,2012,,,69
330,2013,,,68
331,2014,,,72
332,2015,,,76
333,2016,,,70
334,2017,,,71
335,2018,,,79
336,2019,,,78
337,2020,,,76
338,2021,,,77
339,2009,,,62
340,2010,,,59
341,2011,,,64
342,2012,,,63
343,2013,,,61
344,2014,,,64
345,2015,,,63
346,2016,,,68
347,2017,,,70
348,2018,,,67
349,2019,,,66
350,2020,,,67
351,2021,,,64
352,2009,,,77
353,2010,,,80
354,2011,,,71
355,2012,,,69
356,2013,,,65
357,2014,,,66
358,2015,,,65
359,2016,,,62
360,2017,,,64
361,2018,,,70
362,2019,,,70
363,2020,,,67
364,2021,,,70
365,2009,,,54
366,2010,,,55
367,2011,,,55
368,2012,,,57
369,2013,,,51
370,2014,,,56
371,2015,,,59
372,2016,,,61
373,2017,,,61
374,2018,,,66
375,2019,,,71
376,2020,,,77
377,2021,,,76
378,2009,,,56
379,2010,,,55
380,2011,,,50
381,2012,,,43
382,2013,,,51
383,2014,,,48
384,2015,,,51
385,2016,,,60
386,2017,,,60
387,2018,,,61
388,2019,,,61
389,2020,,,63
390,2021,,,62
391,2009,,,87
392,2010,,,93
393,2011,,,102
394,2012,,,92
395,2013,,,97
396,2014,,,101
397,2015,,,101
398,2016,,,100
399,2017,,,111
400,2018,,,103
401,2019,,,105
402,2020,,,112
403,2021,,,114
404,2009,,,45
405,2010,,,41
406,2011,,,43
407,2012,,,43
408,2013,,,42
409,2014,,,41
410,2015,,,43
411,2016,,,47
412,2017,,,47
413,2018,,,46
414,2019,,,47
415,2020,,,49
416,2021,,,43
417,2009,,,61
418,2010,,,61
419,2011,,,59
420,2012,,,55
421,2013,,,54
422,2014,,,54
423,2015,,,61
424,2016,,,58
425,2017,,,56
426,2018,,,52
427,2019,,,108
428,2020,,,101
429,2021,,,104
430,2009,,,41
431,2010,,,40
432,2011,,,38
433,2012,,,38
434,2013,,,42
435,2014,,,38
436,2015,,,35
437,2016,,,37
438,2017,,,32
439,2018,,,37
440,2019,,,41
441,2020,,,42
442,2021,,,40
443,2009,,,64
444,2010,,,65
445,2011,,,60
446,2012,,,61
447,2013,,,58
448,2014,,,57
449,2015,,,65
450,2016,,,69
451,2017,,,69
452,2018,,,66
453,2019,,,71
454,2020,,,71
455,2021,,,71
456,2009,,,88
457,2010,,,73
458,2011,,,74
459,2012,,,81
460,2013,,,77
461,2014,,,85
462,2015,,,90
463,2016,,,94
464,2017,,,99
465,2018,,,101
466,2019,,,92
467,2020,,,102
468,2021,,,102
469,2009,,,68
470,2010,,,75
471,2011,,,78
472,2012,,,81
473,2013,,,78
474,2014,,,79
475,2015,,,80
476,2016,,,80
477,2017,,,80
478,2018,,,89
479,2019,,,90
480,2020,,,93
481,2021,,,88
482,2009,,,72
483,2010,,,72
484,2011,,,69
485,2012,,,66
486,2013,,,66
487,2014,,,60
488,2015,,,57
489,2016,,,61
490,2017,,,58
491,2018,,,54
492,2019,,,54
493,2020,,,52
494,2021,,,49
495,2009,,,71
496,2010,,,76
497,2011,,,79
498,2012,,,76
499,2013,,,82
500,2014,,,77
501,2015,,,78
502,2016,,,73
503,2017,,,63
504,2018,,,67
505,2019,,,71
506,2020,,,67
507,2021,,,67
508,2009,,,69
509,2010,,,68
510,2011,,,66
511,2012,,,66
512,2013,,,57
513,2014,,,64
514,2015,,,63
515,2016,,,65
516,2017,,,63
517,2018,,,64
518,2019,,,69
519,2020,,,75
520,2021,,,80
521,2009,,,87
522,2010,,,80
523,2011,,,77
524,2012,,,79
525,2013,,,80
526,2014,,,86
527,2015,,,98
528,2016,,,100
529,2017,,,100
530,2018,,,99
531,2019,,,91
532,2020,,,96
533,2021,,,105
534,2009,,,67
535,2010,,,69
536,2011,,,62
537,2012,,,65
538,2013,,,61
539,2014,,,59
540,2015,,,56
541,2016,,,60
542,2017,,,64
543,2018,,,60
544,2019,,,71
545,2020,,,69
546,2021,,,65
547,2009,,,63
548,2010,,,62
549,2011,,,63
550,2012,,,64
551,2013,,,67
552,2014,,,66
553,2015,,,70
554,2016,,,75
555,2017,,,70
556,2018,,,75
557,2019,,,78
558,2020,,,79
559,2021,,,78
560,2009,,,53
561,2010,,,52
562,2011,,,52
563,2012,,,54
564,2013,,,52
565,2014,,,60
566,2015,,,66
567,2016,,,72
568,2017,,,67
569,2018,,,73
570,2019,,,66
571,2020,,,62
572,2021,,,63
573,2009,,,104
574,2010,,,104
575,2011,,,108
576,2012,,,112
577,2013,,,113
578,2014,,,117
579,2015,,,117
580,2016,,,123
581,2017,,,119
582,2018,,,127
583,2019,,,124
584,2020,,,126
585,2021,,,118
586,2009,,,113
587,2010,,,105
588,2011,,,115
589,2012,,,107
590,2013,,,113
591,2014,,,114
592,2015,,,112
593,2016,,,112
594,2017,,,117
595,2018,,,117
596,2019,,,124
597,2020,,,118
598,2021,,,119
599,2009,,,90
600,2010,,,88
601,2011,,,90
602,2012,,,92
603,2013,,,102
604,2014,,,99
605,2015,,,102
606,2016,,,101
607,2017,,,99
608,2018,,,96
609,2019,,,91
610,2020,,,100
611,2021,,,96
612,2009,,,74
613,2010,,,77
614,2011,,,75
615,2012,,,80
616,2013,,,84
617,2014,,,84
618,2015,,,87
619,2016,,,82
620,2017,,,85
621,2018,,,87
622,2019,,,80
623,2020,,,78
624,2021,,,77
625,2009,,,154
626,2010,,,151
627,2011,,,151
628,2012,,,139
629,2013,,,143
630,2014,,,146
631,2015,,,149
632,2016,,,145
633,2017,,,144
634,2018,,,136
635,2019,,,128
636,2020,,,126
637,2021,,,121
638,2009,,,93
639,2010,,,96
640,2011,,,99
641,2012,,,98
642,2013,,,93
643,2014,,,90
644,2015,,,89
645,2016,,,91
646,2017,,,91
647,2018,,,94
648,2019,,,92
649,2020,,,88
650,2021,,,94
651,2009,,,84
652,2010,,,82
653,2011,,,84
654,2012,,,85
655,2013,,,87
656,2014,,,88
657,2015,,,88
658,2016,,,84
659,2017,,,85
660,2018,,,87
661,2019,,,82
662,2020,,,92
663,2021,,,93
664,2009,,,59
665,2010,,,53
666,2011,,,60
667,2012,,,63
668,2013,,,69
669,2014,,,72
670,2015,,,76
671,2016,,,76
672,2017,,,73
673,2018,,,68
674,2019,,,71
675,2020,,,77
676,2021,,,79
677,2009,,,59
678,2010,,,57
679,2011,,,63
680,2012,,,64
681,2013,,,64
682,2014,,,63
683,2015,,,61
684,2016,,,60
685,2017,,,61
686,2018,,,68
687,2019,,,66
688,2020,,,67
689,2021,,,66
690,2009,,,103
691,2010,,,93
692,2011,,,91
693,2012,,,91
694,2013,,,93
695,2014,,,90
696,2015,,,91
697,2016,,,94
698,2017,,,90
699,2018,,,85
700,2019,,,89
701,2020,,,91
702,2021,,,91
703,2009,,,47
704,2010,,,49
705,2011,,,54
706,2012,,,53
707,2013,,,59
708,2014,,,56
709,2015,,,60
710,2016,,,59
711,2017,,,62
712,2018,,,66
713,2019,,,61
714,2020,,,53
715,2021,,,50
716,2009,,,75
717,2010,,,80
718,2011,,,79
719,2012,,,80
720,2013,,,83
721,2014,,,82
722,2015,,,70
723,2016,,,70
724,2017,,,65
725,2018,,,65
726,2019,,,60
727,2020,,,60
728,2021,,,66
729,2009,,,80
730,2010,,,74
731,2011,,,74
732,2012,,,72
733,2013,,,70
734,2014,,,74
735,2015,,,78
736,2016,,,76
737,2017,,,86
738,2018,,,86
739,2019,,,85
740,2020,,,89
741,2021,,,86
742,2009,,,46
743,2010,,,52
744,2011,,,46
745,2012,,,40
746,2013,,,41
747,2014,,,37
748,2015,,,40
749,2016,,,44
750,2017,,,43
751,2018,,,45
752,2019,,,46
753,2020,,,46
754,2021,,,51
755,2009,,,104
756,2010,,,97
757,2011,,,104
758,2012,,,104
759,2013,,,99
760,2014,,,102
761,2015,,,100
762,2016,,,94
763,2017,,,90
764,2018,,,93
765,2019,,,90
766,2020,,,77
767,2021,,,84
768,2009,,,50
769,2010,,,56
770,2011,,,57
771,2012,,,51
772,2013,,,60
773,2014,,,56
774,2015,,,58
775,2016,,,63
776,2017,,,62
777,2018,,,62
778,2019,,,60
779,2020,,,61
780,2021,,,56
781,2009,,,56
782,2010,,,53
783,2011,,,52
784,2012,,,56
785,2013,,,53
786,2014,,,52
787,2015,,,54
788,2016,,,55
789,2017,,,56
790,2018,,,56
791,2019,,,51
792,2020,,,55
793,2021,,,53
794,2009,,,88
795,2010,,,98
796,2011,,,100
797,2012,,,108
798,2013,,,108
799,2014,,,101
800,2015,,,98
801,2016,,,97
802,2017,,,96
803,2018,,,93
804,2019,,,90
805,2020,,,95
806,2021,,,93
807,2009,,,71
808,2010,,,75
809,2011,,,72
810,2012,,,75
811,2013,,,69
812,2014,,,68
813,2015,,,70
814,2016,,,68
815,2017,,,69
816,2018,,,73
817,2019,,,75
818,2020,,,71
819,2021,,,75
820,2009,,,63
821,2010,,,67
822,2011,,,63
823,2012,,,69
824,2013,,,68
825,2014,,,69
826,2015,,,68
827,2016,,,66
828,2017,,,60
829,2018,,,62
830,2019,,,61
831,2020,,,60
832,2021,,,65
833,2009,,,53
834,2010,,,55
835,2011,,,53
836,2012,,,52
837,2013,,,49
838,2014,,,50
839,2015,,,52
840,2016,,,55
841,2017,,,50
842,2018,,,46
843,2019,,,50
844,2020,,,50
845,2021,,,47
846,2009,,,79
847,2010,,,80
848,2011,,,84
849,2012,,,79
850,2013,,,83
851,2014,,,80
852,2015,,,80
853,2016,,,76
854,2017,,,76
855,2018,,,67
856,2019,,,64
857,2020,,,58
858,2021,,,56
859,2009,,,60
860,2010,,,59
861,2011,,,60
862,2012,,,63
863,2013,,,58
864,2014,,,65
865,2015,,,63
866,2016,,,59
867,2017,,,55
868,2018,,,60
869,2019,,,59
870,2020,,,60
871,2021,,,58
872,2009,,,74
873,2010,,,72
874,2011,,,69
875,2012,,,68
876,2013,,,68
877,2014,,,68
878,2015,,,65
879,2016,,,65
880,2017,,,62
881,2018,,,62
882,2019,,,64
883,2020,,,70
884,2021,,,68
885,2009,,,51
886,2010,,,58
887,2011,,,52
888,2012,,,49
889,2013,,,51
890,2014,,,52
891,2015,,,57
892,2016,,,58
893,2017,,,64
894,2018,,,67
895,2019,,,67
896,2020,,,67
897,2021,,,70
898,2009,,,98
899,2010,,,96
900,2011,,,97
901,2012,,,104
902,2013,,,102
903,2014,,,101
904,2015,,,99
905,2016,,,103
906,2017,,,106
907,2018,,,109
908,2019,,,102
909,2020,,,107
910,2021,,,107
911,2009,,,59
912,2010,,,56
913,2011,,,54
914,2012,,,54
915,2013,,,57
916,2014,,,61
917,2015,,,57
918,2016,,,61
919,2017,,,59
920,2018,,,65
921,2019,,,69
922,2020,,,70
923,2021,,,79
924,2009,,,32
925,2010,,,33
926,2011,,,38
927,2012,,,38
928,2013,,,39
929,2014,,,46
930,2015,,,48
931,2016,,,48
932,2017,,,50
933,2018,,,52
934,2019,,,53
935,2020,,,53
936,2021,,,53
937,2009,,,84
938,2010,,,82
939,2011,,,90
940,2012,,,97
941,2013,,,95
942,2014,,,104
943,2015,,,102
944,2016,,,96
945,2017,,,95
946,2018,,,90
947,2019,,,92
948,2020,,,94
949,2021,,,103
950,2009,,,37
951,2010,,,40
952,2011,,,42
953,2012,,,43
954,2013,,,41
955,2014,,,40
956,2015,,,41
957,2016,,,37
958,2017,,,41
959,2018,,,40
960,2019,,,42
961,2020,,,45
962,2021,,,45
963,2009,,,45
964,2010,,,49
965,2011,,,49
966,2012,,,53
967,2013,,,54
968,2014,,,59
969,2015,,,60
970,2016,,,57
971,2017,,,54
972,2018,,,57
973,2019,,,56
974,2020,,,60
975,2021,,,62
976,2009,,,52
977,2010,,,55
978,2011,,,55
979,2012,,,59
980,2013,,,58
981,2014,,,55
982,2015,,,51
983,2016,,,52
984,2017,,,57
985,2018,,,56
986,2019,,,54
987,2020,,,57
988,2021,,,60
989,2009,,,80
990,2010,,,82
991,2011,,,87
992,2012,,,88
993,2013,,,89
994,2014,,,93
995,2015,,,86
996,2016,,,90
997,2017,,,88
998,2018,,,90
999,2019,,,86
1000,2020,,,88
1001,2021,,,92
1002,2009,,,43
1003,2010,,,43
1004,2011,,,38
1005,2012,,,38
1006,2013,,,43
1007,2014,,,38
1008,2015,,,40
1009,2016,,,44
1010,2017,,,42
1011,2018,,,49
1012,2019,,,50
1013,2020,,,53
1014,2021,,,55
1015,2009,,,36
1016,2010,,,35
1017,2011,,,39
1018,2012,,,39
1019,2013,,,42
1020,2014,,,39
1021,2015,,,39
1022,2016,,,37
1023,2017,,,38
1024,2018,,,39
1025,2019,,,44
1026,2020,,,49
1027,2021,,,41
1028,2009,,,82
1029,2010,,,85
1030,2011,,,89
1031,2012,,,92
1032,2013,,,91
1033,2014,,,88
1034,2015,,,87
1035,2016,,,95
1036,2017,,,96
1037,2018,,,89
1038,2019,,,82
1039,2020,,,86
1040,2021,,,91
1041,2009,,,52
1042,2010,,,50
1043,2011,,,50
1044,2012,,,53
1045,2013,,,56
1046,2014,,,57
1047,2015,,,61
1048,2016,,,59
1049,2017,,,62
1050,2018,,,57
1051,2019,,,56
1052,2020,,,59
1053,2021,,,63
1054,2009,,,51
1055,2010,,,50
1056,2011,,,54
1057,2012,,,59
1058,2013,,,58
1059,2014,,,57
1060,2015,,,55
1061,2016,,,53
1062,2017,,,51
1063,2018,,,47
1064,2019,,,50
1065,2020,,,51
1066,2021,,,46
1067,2009,,,89
1068,2010,,,83
1069,2011,,,90
1070,2012,,,87
1071,2013,,,97
1072,2014,,,91
1073,2015,,,91
1074,2016,,,87
1075,2017,,,88
1076,2018,,,90
1077,2019,,,91
1078,2020,,,85
1079,2021,,,87
1080,2009,,,112
1081,2010,,,111
1082,2011,,,112
1083,2012,,,114
1084,2013,,,113
1085,2014,,,121
1086,2015,,,117
1087,2016,,,107
1088,2017,,,105
1089,2018,,,116
1090,2019,,,124
1091,2020,,,124
1092,2021,,,120
1093,2009,,,57
1094,2010,,,61
1095,2011,,,63
1096,2012,,,63
1097,2013,,,57
1098,2014,,,63
1099,2015,,,61
1100,2016,,,57
1101,2017,,,54
1102,2018,,,49
1103,2019,,,53
1104,2020,,,59
1105,2021,,,63
1106,2009,,,51
1107,2010,,,52
1108,2011,,,49
1109,2012,,,46
1110,2013,,,44
1111,2014,,,44
1112,2015,,,44
1113,2016,,,40
1114,2017,,,47
1115,2018,,,52
1116,2019,,,54
1117,2020,,,59
1118,2021,,,58
1119,2009,,,94
1120,2010,,,97
1121,2011,,,91
1122,2012,,,100
1123,2013,,,103
1124,2014,,,111
1125,2015,,,111
1126,2016,,,114
1127,2017,,,112
1128,2018,,,112
1129,2019,,,103
1130,2020,,,103
1131,2021,,,104
1132,2009,,,55
1133,2010,,,55
1134,2011,,,56
1135,2012,,,58
1136,2013,,,57
1137,2014,,,60
1138,2015,,,64
1139,2016,,,69
1140,2017,,,73
1141,2018,,,78
1142,2019,,,78
1143,2020,,,69
1144,2021,,,73
1145,2009,,,53
1146,2010,,,54
1147,2011,,,52
1148,2012,,,50
1149,2013,,,57
1150,2014,,,67
1151,2015,,,62
1152,2016,,,62
1153,2017,,,59
1154,2018,,,56
1155,2019,,,58
1156,2020,,,51
1157,2021,,,53
1158,2009,,,106
1159,2010,,,104
1160,2011,,,96
1161,2012,,,93
1162,2013,,,96
1163,2014,,,97
1164,2015,,,103
1165,2016,,,104
1166,2017,,,115
1167,2018,,,115
1168,2019,,,115
1169,2020,,,122
1170,2021,,,124
1171,2009,,,136
1172,2010,,,131
1173,2011,,,126
1174,2012,,,130
1175,2013,,,134
1176,2014,,,131
1177,2015,,,129
1178,2016,,,121
1179,2017,,,122
1180,2018,,,116
1181,2019,,,118
1182,2020,,,114
1183,2021,,,116
1184,2009,,,66
1185,2010,,,60
1186,2011,,,58
1187,2012,,,59
1188,2013,,,61
1189,2014,,,59
1190,2015,,,65
1191,2016,,,57
1192,2017,,,60
1193,2018,,,64
1194,2019,,,68
1195,2020,,,71
1196,2021,,,70
1197,2009,,,98
1198,2010,,,100
1199,2011,,,103
1200,2012,,,101
1201,2013,,,104
1202,2014,,,98
1203,2015,,,95
1204,2016,,,93
1205,2017,,,89
1206,2018,,,93
1207,2019,,,90
1208,2020,,,82
1209,2021,,,80
1210,2009,,,139
1211,2010,,,139
1212,2011,,,134
1213,2012,,,125
1214,2013,,,112
1215,2014,,,114
1216,2015,,,107
1217,2016,,,104
1218,2017,,,100
1219,2018,,,105
1220,2019,,,109
1221,2020,,,109
1222,2021,,,110
1223,2009,,,84
1224,2010,,,83
1225,2011,,,85
1226,2012,,,78
1227,2013,,,81
1228,2014,,,76
1229,2015,,,82
1230,2016,,,77
1231,2017,,,76
1232,2018,,,72
1233,2019,,,145
1234,2020,,,149
1235,2021,,,146
1236,2009,,,82
1237,2010,,,75
1238,2011,,,70
1239,2012,,,67
1240,2013,,,70
1241,2014,,,79
1242,2015,,,75
1243,2016,,,77
1244,2017,,,74
1245,2018,,,70
1246,2019,,,71
1247,2020,,,75
1248,2021,,,77
1249,2009,,,100
1250,2010,,,101
1251,2011,,,105
1252,2012,,,102
1253,2013,,,104
1254,2014,,,100
1255,2015,,,91
1256,2016,,,94
1257,2017,,,89
1258,2018,,,92
1259,2019,,,90
1260,2020,,,101
1261,2021,,,95
1262,2009,,,63
1263,2010,,,63
1264,2011,,,65
1265,2012,,,65
1266,2013,,,63
1267,2014,,,67
1268,2015,,,67
1269,2016,,,64
1270,2017,,,67
1271,2018,,,72
1272,2019,,,67
1273,2020,,,68
1274,2021,,,69
1275,2009,,,63
1276,2010,,,69
1277,2011,,,67
1278,2012,,,76
1279,2013,,,74
1280,2014,,,77
1281,2015,,,70
1282,2016,,,76
1283,2017,,,85
1284,2018,,,80
1285,2019,,,82
1286,2020,,,81
1287,2021,,,86
1288,2009,,,78
1289,2010,,,77
1290,2011,,,80
1291,2012,,,80
1292,2013,,,89
1293,2014,,,87
1294,2015,,,78
1295,2016,,,75
1296,2017,,,80
1297,2018,,,88
1298,2019,,,88
1299,2020,,,83
1300,2021,,,91
1301,2009,,,96
1302,2010,,,90
1303,2011,,,83
1304,2012,,,88
1305,2013,,,84
1306,2014,,,84
1307,2015,,,86
1308,2016,,,80
1309,2017,,,82
1310,2018,,,73
1311,2019,,,67
1312,2020,,,67
1313,2021,,,65
1314,2009,,,105
1315,2010,,,109
1316,2011,,,105
1317,2012,,,101
1318,2013,,,100
1319,2014,,,100
1320,2015,,,100
1321,2016,,,108
1322,2017,,,114
1323,2018,,,112
1324,2019,,,121
1325,2020,,,116
1326,2021,,,122
1327,2009,,,70
1328,2010,,,73
1329,2011,,,76
1330,2012,,,71
1331,2013,,,68
1332,2014,,,64
1333,2015,,,65
1334,2016,,,65
1335,2017,,,64
1336,2018,,,65
1337,2019,,,59
1338,2020,,,64
1339,2021,,,64
1340,2009,,,84
1341,2010,,,86
1342,2011,,,81
1343,2012,,,78
1344,2013,,,75
1345,2014,,,79
1346,2015,,,79
1347,2016,,,85
1348,2017,,,81
1349,2018,,,80
1350,2019,,,82
1351,2020,,,81
1352,2021,,,89
1353,2009,,,59
1354,2010,,,61
1355,2011,,,60
1356,2012,,,57
1357,2013,,,52
1358,2014,,,53
1359,2015,,,58
1360,2016,,,156
1361,2017,,,149
1362,2018,,,146
1363,2019,,,146
1364,2020,,,144
1365,2021,,,146
1366,2009,,,56
1367,2010,,,56
1368,2011,,,60
1369,2012,,,59
1370,2013,,,61
1371,2014,,,61
1372,2015,,,62
1373,2016,,,60
1374,2017,,,59
1375,2018,,,62
1376,2019,,,65
1377,2020,,,70
1378,2021,,,72
1379,2009,,,50
1380,2010,,,48
1381,2011,,,48
1382,2012,,,48
1383,2013,,,47
1384,2014,,,50
1385,2015,,,51
1386,2016,,,47
1387,2017,,,50
1388,2018,,,47
1389,2019,,,52
1390,2020,,,54
1391,2021,,,49
1392,2009,,,89
1393,2010,,,86
1394,2011,,,90
1395,2012,,,94
1396,2013,,,83
1397,2014,,,77
1398,2015,,,81
1399,2016,,,85
1400,2017,,,82
1401,2018,,,79
1402,2019,,,78
1403,2020,,,76
1404,2021,,,74
1405,2009,,,63
1406,2010,,,61
1407,2011,,,69
1408,2012,,,66
1409,2013,,,68
1410,2014,,,64
1411,2015,,,63
1412,2016,,,63
1413,2017,,,66
1414,2018,,,72
1415,2019,,,70
1416,2020,,,73
1417,2021,,,79
1418,2009,,,81
1419,2010,,,79
1420,2011,,,79
1421,2012,,,87
1422,2013,,,82
1423,2014,,,87
1424,2015,,,83
1425,2016,,,94
1426,2017,,,101
1427,2018,,,102
1428,2019,,,97
1429,2020,,,101
1430,2021,,,99
1431,2009,,,84
1432,2010,,,82
1433,2011,,,92
1434,2012,,,97
1435,2013,,,102
1436,2014,,,94
1437,2015,,,99
1438,2016,,,101
1439,2017,,,101
1440,2018,,,95
