Year,Gender,GeoCode,Value
1459,2011,,,20
1460,2012,,,27
1461,2013,,,25
1462,2014,,,18
1463,2015,,,17
1464,2016,,,18
1465,2017,,,18
1466,2018,,,21
1467,2019,,,25
1468,2020,,,18
1469,2021,,,17
1470,2009,,,9
1471,2010,,,13
1472,2011,,,10
1473,2012,,,9
1474,2013,,,7
1475,2014,,,10
1476,2015,,,15
1477,2016,,,13
1478,2017,,,12
1479,2018,,,9
1480,2019,,,9
1481,2020,,,9
1482,2021,,,9
1483,2009,,,11
1484,2010,,,15
1485,2011,,,16
1486,2012,,,16
1487,2013,,,19
1488,2014,,,14
1489,2015,,,11
1490,2016,,,10
1491,2017,,,17
1492,2018,,,18
1493,2019,,,14
1494,2020,,,20
1495,2021,,,20
1496,2009,,,32
1497,2010,,,39
1498,2011,,,41
1499,2012,,,43
1500,2013,,,41
1501,2014,,,35
1502,2015,,,37
1503,2016,,,39
1504,2017,,,38
1505,2018,,,41
1506,2019,,,32
1507,2020,,,29
1508,2021,,,30
1509,2009,,,23
1510,2010,,,22
1511,2011,,,20
1512,2012,,,18
1513,2013,,,17
1514,2014,,,16
1515,2015,,,20
1516,2016,,,16
1517,2017,,,16
1518,2018,,,14
1519,2019,,,17
1520,2020,,,18
1521,2021,,,20
1522,2009,,,13
1523,2010,,,7
1524,2011,,,23
1525,2012,,,24
1526,2013,,,26
1527,2014,,,23
1528,2015,,,19
1529,2016,,,21
1530,2017,,,26
1531,2018,,,29
1532,2019,,,26
1533,2020,,,29
1534,2021,,,27
1535,2009,,,25
1536,2010,,,26
1537,2011,,,27
1538,2012,,,29
1539,2013,,,28
1540,2014,,,26
1541,2015,,,23
1542,2016,,,26
1543,2017,,,26
1544,2018,,,26
1545,2019,,,27
1546,2020,,,23
1547,2021,,,24
1548,2009,,,24
1549,2010,,,28
1550,2011,,,36
1551,2012,,,34
1552,2013,,,34
1553,2014,,,40
1554,2015,,,32
1555,2016,,,32
1556,2017,,,36
1557,2018,,,40
1558,2019,,,36
1559,2020,,,29
1560,2021,,,32
1561,2009,,,18
1562,2010,,,18
1563,2011,,,18
1564,2012,,,20
1565,2013,,,21
1566,2014,,,24
1567,2015,,,23
1568,2016,,,23
1569,2017,,,28
1570,2018,,,28
1571,2019,,,30
1572,2020,,,24
1573,2021,,,20
1574,2009,,,16
1575,2010,,,14
1576,2011,,,13
1577,2012,,,13
1578,2013,,,14
1579,2014,,,15
1580,2015,,,16
1581,2016,,,17
1582,2017,,,17
1583,2018,,,17
1584,2019,,,20
1585,2020,,,20
1586,2021,,,23
1587,2009,,,36
1588,2010,,,36
1589,2011,,,40
1590,2012,,,37
1591,2013,,,30
1592,2014,,,40
1593,2015,,,31
1594,2016,,,33
1595,2017,,,32
1596,2018,,,36
1597,2019,,,35
1598,2020,,,32
1599,2021,,,35
1600,2009,,,15
1601,2010,,,14
1602,2011,,,12
1603,2012,,,15
1604,2013,,,12
1605,2014,,,15
1606,2015,,,18
1607,2016,,,20
1608,2017,,,16
1609,2018,,,15
1610,2019,,,11
1611,2020,,,11
1612,2021,,,12
1613,2009,,,9
1614,2010,,,9
1615,2011,,,12
1616,2012,,,9
1617,2013,,,7
1618,2014,,,8
1619,2015,,,4
1620,2016,,,4
1621,2017,,,5
1622,2018,,,3
1623,2019,,,2
1624,2020,,,7
1625,2021,,,5
1626,2009,,,19
1627,2010,,,17
1628,2011,,,15
1629,2012,,,12
1630,2013,,,12
1631,2014,,,16
1632,2015,,,14
1633,2016,,,14
1634,2017,,,12
1635,2018,,,8
1636,2019,,,7
1637,2020,,,10
1638,2021,,,13
1639,2009,,,14
1640,2010,,,15
1641,2011,,,15
1642,2012,,,18
1643,2013,,,18
1644,2014,,,17
1645,2015,,,17
1646,2016,,,14
1647,2017,,,17
1648,2018,,,16
1649,2019,,,17
1650,2020,,,17
1651,2021,,,19
1652,2009,,,19
1653,2010,,,18
1654,2011,,,25
1655,2012,,,24
1656,2013,,,18
1657,2014,,,17
1658,2015,,,21
1659,2016,,,19
1660,2017,,,27
1661,2018,,,22
1662,2019,,,27
1663,2020,,,22
1664,2021,,,23
1665,2009,,,5
1666,2010,,,7
1667,2011,,,6
1668,2012,,,9
1669,2013,,,10
1670,2014,,,12
1671,2015,,,11
1672,2016,,,11
1673,2017,,,14
1674,2018,,,14
1675,2019,,,13
1676,2020,,,16
1677,2021,,,18
1678,2009,,,9
1679,2010,,,11
1680,2011,,,11
1681,2012,,,10
1682,2013,,,15
1683,2014,,,14
1684,2015,,,11
1685,2016,,,14
1686,2017,,,13
1687,2018,,,14
1688,2019,,,13
1689,2020,,,14
1690,2021,,,15
1691,2009,,,19
1692,2010,,,18
1693,2011,,,15
1694,2012,,,13
1695,2013,,,14
1696,2014,,,13
1697,2015,,,19
1698,2016,,,21
1699,2017,,,20
1700,2018,,,21
1701,2019,,,21
1702,2020,,,23
1703,2021,,,20
1704,2009,,,22
1705,2010,,,27
1706,2011,,,23
1707,2012,,,21
1708,2013,,,18
1709,2014,,,22
1710,2015,,,23
1711,2016,,,20
1712,2017,,,19
1713,2018,,,20
1714,2019,,,16
1715,2020,,,14
1716,2021,,,15
1717,2009,,,13
1718,2010,,,13
1719,2011,,,13
1720,2012,,,14
1721,2013,,,13
1722,2014,,,9
1723,2015,,,9
1724,2016,,,10
1725,2017,,,13
1726,2018,,,17
1727,2019,,,17
1728,2020,,,13
1729,2021,,,11
1730,2009,,,14
1731,2010,,,15
1732,2011,,,18
1733,2012,,,16
1734,2013,,,17
1735,2014,,,15
1736,2015,,,16
1737,2016,,,18
1738,2017,,,20
1739,2018,,,16
1740,2019,,,14
1741,2020,,,13
1742,2021,,,13
1743,2009,,,16
1744,2010,,,15
1745,2011,,,10
1746,2012,,,10
1747,2013,,,11
1748,2014,,,12
1749,2015,,,12
1750,2016,,,12
1751,2017,,,15
1752,2018,,,13
1753,2019,,,13
1754,2020,,,13
1755,2021,,,14
1756,2009,,,12
1757,2010,,,12
1758,2011,,,12
1759,2012,,,13
1760,2013,,,14
1761,2014,,,14
1762,2015,,,12
1763,2016,,,13
1764,2017,,,14
1765,2018,,,11
1766,2019,,,10
1767,2020,,,9
1768,2021,,,10
1769,2009,,,23
1770,2010,,,35
1771,2011,,,31
1772,2012,,,29
1773,2013,,,30
1774,2014,,,32
1775,2015,,,33
1776,2016,,,33
1777,2017,,,27
1778,2018,,,29
1779,2019,,,26
1780,2020,,,26
1781,2021,,,30
1782,2009,,,11
1783,2010,,,15
1784,2011,,,17
1785,2012,,,10
1786,2013,,,8
1787,2014,,,7
1788,2015,,,7
1789,2016,,,8
1790,2017,,,9
1791,2018,,,10
1792,2019,,,11
1793,2020,,,11
1794,2021,,,11
1795,2009,,,18
1796,2010,,,12
1797,2011,,,19
1798,2012,,,20
1799,2013,,,20
1800,2014,,,19
1801,2015,,,16
1802,2016,,,14
1803,2017,,,11
1804,2018,,,10
1805,2019,,,8
1806,2020,,,8
1807,2021,,,7
1808,2009,,,18
1809,2010,,,20
1810,2011,,,17
1811,2012,,,18
1812,2013,,,17
1813,2014,,,15
1814,2015,,,19
1815,2016,,,15
1816,2017,,,12
1817,2018,,,14
1818,2019,,,12
1819,2020,,,12
1820,2021,,,12
1821,2009,,,33
1822,2010,,,36
1823,2011,,,31
1824,2012,,,32
1825,2013,,,38
1826,2014,,,9
1827,2015,,,16
1828,2016,,,14
1829,2017,,,14
1830,2018,,,14
1831,2019,,,12
1832,2020,,,9
1833,2021,,,8
1834,2009,,,30
1835,2010,,,37
1836,2011,,,37
1837,2012,,,48
1838,2013,,,39
1839,2014,,,38
1840,2015,,,41
1841,2016,,,43
1842,2017,,,55
1843,2018,,,66
1844,2019,,,63
1845,2020,,,63
1846,2021,,,52
1847,2009,,,40
1848,2010,,,47
1849,2011,,,52
1850,2012,,,49
1851,2013,,,57
1852,2014,,,62
1853,2015,,,65
1854,2016,,,68
1855,2017,,,64
1856,2018,,,63
1857,2019,,,68
1858,2020,,,68
1859,2021,,,35
1860,2009,,,13
1861,2010,,,17
1862,2011,,,16
1863,2012,,,15
1864,2013,,,16
1865,2014,,,15
1866,2015,,,17
1867,2016,,,22
1868,2017,,,15
1869,2018,,,15
1870,2019,,,18
1871,2020,,,13
1872,2021,,,15
1873,2009,,,29
1874,2010,,,27
1875,2011,,,38
1876,2012,,,36
1877,2013,,,35
1878,2014,,,31
1879,2015,,,31
1880,2016,,,36
1881,2017,,,33
1882,2018,,,24
1883,2019,,,26
1884,2020,,,29
1885,2021,,,36
1886,2009,,,14
1887,2010,,,13
1888,2011,,,12
1889,2012,,,18
1890,2013,,,14
1891,2014,,,12
1892,2015,,,14
1893,2016,,,16
1894,2017,,,19
1895,2018,,,17
1896,2019,,,16
1897,2020,,,17
1898,2021,,,14
1899,2009,,,13
1900,2010,,,13
1901,2011,,,17
1902,2012,,,12
1903,2013,,,12
1904,2014,,,12
1905,2015,,,11
1906,2016,,,14
1907,2017,,,14
1908,2018,,,14
1909,2019,,,17
1910,2020,,,18
1911,2021,,,19
1912,2009,,,50
1913,2010,,,57
1914,2011,,,64
1915,2012,,,51
1916,2013,,,49
1917,2014,,,57
1918,2015,,,62
1919,2016,,,64
1920,2017,,,61
1921,2018,,,60
1922,2019,,,54
1923,2020,,,58
1924,2021,,,64
1925,2009,,,28
1926,2010,,,39
1927,2011,,,47
1928,2012,,,42
1929,2013,,,41
1930,2014,,,53
1931,2015,,,59
1932,2016,,,61
1933,2017,,,57
1934,2018,,,62
1935,2019,,,61
1936,2020,,,58
1937,2021,,,31
1938,2009,,,40
1939,2010,,,35
1940,2011,,,47
1941,2012,,,50
1942,2013,,,48
1943,2014,,,53
1944,2015,,,53
1945,2016,,,52
1946,2017,,,53
1947,2018,,,56
1948,2019,,,52
1949,2020,,,51
1950,2021,,,52
1956,2014,,,34
1957,2015,,,37
1958,2016,,,37
1959,2017,,,34
1960,2018,,,32
1961,2019,,,34
1962,2020,,,29
1963,2021,,,35
1969,2014,,,15
1970,2015,,,13
1971,2016,,,17
1972,2017,,,20
1973,2018,,,23
1974,2019,,,22
1975,2020,,,21
1976,2021,,,19
1989,2021,,,28
2002,2021,,,28
2003,2009,,,12
2004,2010,,,14
2005,2011,,,13
2006,2012,,,12
2007,2013,,,15
2008,2014,,,16
2009,2015,,,14
2010,2016,,,17
2011,2017,,,17
2012,2018,,,17
2013,2019,,,15
2014,2020,,,15
2015,2021,,,14
2016,2009,,,12
2017,2010,,,8
2018,2011,,,9
2019,2012,,,13
2020,2013,,,14
2021,2014,,,8
2022,2015,,,9
2023,2016,,,11
2024,2017,,,9
2025,2018,,,13
2026,2019,,,14
2027,2020,,,9
2028,2021,,,16
2029,2009,,,4
2030,2010,,,5
2031,2011,,,6
2032,2012,,,5
2033,2013,,,6
2034,2014,,,9
2035,2015,,,13
2036,2016,,,15
2037,2017,,,13
2038,2018,,,16
2039,2019,,,17
2040,2020,,,13
2041,2021,,,10
2042,2009,,,15
2043,2010,,,17
2044,2011,,,12
2045,2012,,,17
2046,2013,,,15
2047,2014,,,14
2048,2015,,,14
2049,2016,,,16
2050,2017,,,18
2051,2018,,,10
2052,2019,,,10
2053,2020,,,13
2054,2021,,,14
2055,2009,,,20
2056,2010,,,19
2057,2011,,,21
2058,2012,,,21
2059,2013,,,27
2060,2014,,,20
2061,2015,,,19
2062,2016,,,25
2063,2017,,,17
2064,2018,,,20
2065,2019,,,19
2066,2020,,,23
2067,2021,,,22
2068,2009,,,23
2069,2010,,,24
2070,2011,,,24
2071,2012,,,23
2072,2013,,,23
2073,2014,,,24
2074,2015,,,23
2075,2016,,,20
2076,2017,,,24
2077,2018,,,20
2078,2019,,,16
2079,2020,,,14
2080,2021,,,12
2081,2009,,,15
2082,2010,,,17
2083,2011,,,22
2084,2012,,,21
2085,2013,,,18
2086,2014,,,19
2087,2015,,,21
2088,2016,,,24
2089,2017,,,24
2090,2018,,,20
2091,2019,,,23
2092,2020,,,20
2093,2021,,,20
2094,2009,,,22
2095,2010,,,22
2096,2011,,,18
2097,2012,,,19
2098,2013,,,19
2099,2014,,,17
2100,2015,,,20
2101,2016,,,20
2102,2017,,,18
2103,2018,,,22
2104,2019,,,22
2105,2020,,,22
2106,2021,,,25
2107,2009,,,16
2108,2010,,,18
2109,2011,,,17
2110,2012,,,18
2111,2013,,,18
2112,2014,,,21
2113,2015,,,22
2114,2016,,,22
2115,2017,,,20
2116,2018,,,16
2117,2019,,,18
2118,2020,,,17
2119,2021,,,23
2120,2009,,,12
2121,2010,,,9
2122,2011,,,9
2123,2012,,,8
2124,2013,,,13
2125,2014,,,13
2126,2015,,,8
2127,2016,,,13
2128,2017,,,14
2129,2018,,,11
2130,2019,,,12
2131,2020,,,11
2132,2021,,,7
2133,2009,,,25
2134,2010,,,23
2135,2011,,,24
2136,2012,,,23
2137,2013,,,22
2138,2014,,,15
2139,2015,,,20
2140,2016,,,17
2141,2017,,,17
2142,2018,,,20
2143,2019,,,26
2144,2020,,,28
2145,2021,,,27
2146,2009,,,12
2147,2010,,,13
2148,2011,,,11
2149,2012,,,13
2150,2013,,,11
2151,2014,,,12
2152,2015,,,15
2153,2016,,,16
2154,2017,,,16
2155,2018,,,23
2156,2019,,,25
2157,2020,,,26
2158,2021,,,20
2159,2009,,,17
2160,2010,,,19
2161,2011,,,22
2162,2012,,,18
2163,2013,,,15
2164,2014,,,14
2165,2015,,,12
2166,2016,,,12
2167,2017,,,14
2168,2018,,,13
2169,2019,,,13
2170,2020,,,11
2171,2021,,,13
2172,2009,,,30
2173,2010,,,23
2174,2011,,,27
2175,2012,,,32
2176,2013,,,31
2177,2014,,,29
2178,2015,,,29
2179,2016,,,29
2180,2017,,,31
2181,2018,,,28
2182,2019,,,30
2183,2020,,,25
2184,2021,,,29
2185,2009,,,12
2186,2010,,,14
2187,2011,,,15
2188,2012,,,14
2189,2013,,,16
2190,2014,,,17
2191,2015,,,18
2192,2016,,,16
2193,2017,,,19
2194,2018,,,25
2195,2019,,,17
2196,2020,,,20
2197,2021,,,20
2198,2009,,,18
2199,2010,,,22
2200,2011,,,20
2201,2012,,,19
2202,2013,,,13
2203,2014,,,14
2204,2015,,,12
2205,2016,,,15
2206,2017,,,15
2207,2018,,,11
2208,2019,,,10
2209,2020,,,11
2210,2021,,,12
2211,2009,,,10
2212,2010,,,10
2213,2011,,,9
2214,2012,,,7
2215,2013,,,8
2216,2014,,,7
2217,2015,,,5
2218,2016,,,9
2219,2017,,,7
2220,2018,,,40
2221,2019,,,45
2222,2020,,,46
2223,2021,,,38
2224,2009,,,22
2225,2010,,,23
2226,2011,,,24
2227,2012,,,25
2228,2013,,,28
2229,2014,,,27
2230,2015,,,19
2231,2016,,,24
2232,2017,,,25
2233,2018,,,22
2234,2019,,,20
2235,2020,,,21
2236,2021,,,23
2237,2009,,,22
2238,2010,,,21
2239,2011,,,21
2240,2012,,,26
2241,2013,,,27
2242,2014,,,22
2243,2015,,,21
2244,2016,,,23
2245,2017,,,23
2246,2018,,,22
2247,2019,,,22
2248,2020,,,22
2249,2021,,,19
2250,2009,,,9
2251,2010,,,10
2252,2011,,,8
2253,2012,,,10
2254,2013,,,12
2255,2014,,,7
2256,2015,,,12
2257,2016,,,7
2258,2017,,,9
2259,2018,,,7
2260,2019,,,7
2261,2020,,,11
2262,2021,,,11
2263,2009,,,27
2264,2010,,,25
2265,2011,,,36
2266,2012,,,33
2267,2013,,,23
2268,2014,,,26
2269,2015,,,21
2270,2016,,,21
2271,2017,,,21
2272,2018,,,30
2273,2019,,,22
2274,2020,,,21
2275,2021,,,15
2276,2009,,,34
2277,2010,,,33
2278,2011,,,36
2279,2012,,,36
2280,2013,,,36
2281,2014,,,27
2282,2015,,,28
2283,2016,,,28
2284,2017,,,30
2285,2018,,,33
2286,2019,,,36
2287,2020,,,35
2288,2021,,,33
2289,2009,,,6
2290,2010,,,9
2291,2011,,,11
2292,2012,,,15
2293,2013,,,19
2294,2014,,,17
2295,2015,,,16
2296,2016,,,10
2297,2017,,,9
2298,2018,,,9
2299,2019,,,12
2300,2020,,,13
2301,2021,,,12
2302,2009,,,16
2303,2010,,,14
2304,2011,,,17
2305,2012,,,18
2306,2013,,,15
2307,2014,,,18
2308,2015,,,16
2309,2016,,,16
2310,2017,,,15
2311,2018,,,18
2312,2019,,,19
2313,2020,,,19
2314,2021,,,22
2315,2009,,,21
2316,2010,,,18
2317,2011,,,19
2318,2012,,,22
2319,2013,,,27
2320,2014,,,29
2321,2015,,,27
2322,2016,,,28
2323,2017,,,29
2324,2018,,,33
2325,2019,,,30
2326,2020,,,29
2327,2021,,,27
2328,2009,,,26
2329,2010,,,24
2330,2011,,,26
2331,2012,,,29
2332,2013,,,25
2333,2014,,,27
2334,2015,,,30
2335,2016,,,28
2336,2017,,,22
2337,2018,,,21
2338,2019,,,17
2339,2020,,,21
2340,2021,,,22
2341,2009,,,12
2342,2010,,,15
2343,2011,,,18
2344,2012,,,20
2345,2013,,,26
2346,2014,,,20
2347,2015,,,31
2348,2016,,,25
2349,2017,,,29
2350,2018,,,28
2351,2019,,,28
2352,2020,,,26
2353,2021,,,31
2354,2009,,,21
2355,2010,,,19
2356,2011,,,14
2357,2012,,,16
2358,2013,,,15
2359,2014,,,15
2360,2015,,,14
2361,2016,,,11
2362,2017,,,16
2363,2018,,,17
2364,2019,,,19
2365,2020,,,15
2366,2021,,,17
2367,2009,,,14
2368,2010,,,13
2369,2011,,,14
2370,2012,,,11
2371,2013,,,11
2372,2014,,,11
2373,2015,,,16
2374,2016,,,16
2375,2017,,,11
2376,2018,,,13
2377,2019,,,10
2378,2020,,,7
2379,2021,,,10
2380,2009,,,22
2381,2010,,,19
2382,2011,,,18
2383,2012,,,20
2384,2013,,,20
2385,2014,,,17
2386,2015,,,19
2387,2016,,,14
2388,2017,,,15
2389,2018,,,19
2390,2019,,,15
2391,2020,,,15
2392,2021,,,14
2393,2009,,,28
2394,2010,,,29
2395,2011,,,25
2396,2012,,,26
2397,2013,,,31
2398,2014,,,36
2399,2015,,,29
2400,2016,,,24
2401,2017,,,33
2402,2018,,,30
2403,2019,,,28
2404,2020,,,26
2405,2021,,,25
2406,2009,,,27
2407,2010,,,20
2408,2011,,,24
2409,2012,,,27
2410,2013,,,30
2411,2014,,,25
2412,2015,,,24
2413,2016,,,17
2414,2017,,,29
2415,2018,,,35
2416,2019,,,31
2417,2020,,,28
2418,2021,,,27
2419,2009,,,41
2420,2010,,,35
2421,2011,,,35
2422,2012,,,34
2423,2013,,,39
2424,2014,,,34
2425,2015,,,36
2426,2016,,,26
2427,2017,,,24
2428,2018,,,28
2429,2019,,,26
2430,2020,,,31
2431,2021,,,18
2432,2009,,,26
2433,2010,,,22
2434,2011,,,20
2435,2012,,,24
2436,2013,,,24
2437,2014,,,16
2438,2015,,,14
2439,2016,,,18
2440,2017,,,19
2441,2018,,,20
2442,2019,,,18
2443,2020,,,15
2444,2021,,,18
2445,2009,,,41
2446,2010,,,35
2447,2011,,,34
2448,2012,,,30
2449,2013,,,30
2450,2014,,,31
2451,2015,,,27
2452,2016,,,24
2453,2017,,,27
2454,2018,,,28
2455,2019,,,30
2456,2020,,,29
2457,2021,,,35
2470,2021,,,13
2471,2009,,,20
2472,2010,,,19
2473,2011,,,21
2474,2012,,,21
2475,2013,,,22
2476,2014,,,20
2477,2015,,,20
2478,2016,,,23
2479,2017,,,22
2480,2018,,,19
2481,2019,,,20
2482,2020,,,20
2483,2021,,,18
2484,2009,,,20
2485,2010,,,18
2486,2011,,,14
2487,2012,,,13
2488,2013,,,17
2489,2014,,,17
2490,2015,,,13
2491,2016,,,11
2492,2017,,,9
2493,2018,,,13
2494,2019,,,13
2495,2020,,,13
2496,2021,,,15
2497,2009,,,8
2498,2010,,,9
2499,2011,,,12
2500,2012,,,9
2501,2013,,,12
2502,2014,,,9
2503,2015,,,15
2504,2016,,,15
2505,2017,,,14
2506,2018,,,17
2507,2019,,,16
2508,2020,,,18
2509,2021,,,21
2510,2009,,,9
2511,2010,,,8
2512,2011,,,7
2513,2012,,,8
2514,2013,,,10
2515,2014,,,9
2516,2015,,,13
2517,2016,,,22
2518,2017,,,23
2519,2018,,,26
2520,2019,,,26
2521,2020,,,27
2522,2021,,,28
2523,2009,,,19
2524,2010,,,14
2525,2011,,,13
2526,2012,,,12
2527,2013,,,12
2528,2014,,,12
2529,2015,,,12
2530,2016,,,13
2531,2017,,,14
2532,2018,,,9
2533,2019,,,10
2534,2020,,,15
2535,2021,,,11
2536,2009,,,26
2537,2010,,,29
2538,2011,,,28
2539,2012,,,25
2540,2013,,,28
2541,2014,,,28
2542,2015,,,29
2543,2016,,,23
2544,2017,,,26
2545,2018,,,27
2546,2019,,,24
2547,2020,,,18
2548,2021,,,21
2549,2009,,,22
2550,2010,,,22
2551,2011,,,22
2552,2012,,,20
2553,2013,,,16
2554,2014,,,19
2555,2015,,,24
2556,2016,,,21
2557,2017,,,27
2558,2018,,,24
2559,2019,,,25
2560,2020,,,27
2561,2021,,,29
2562,2009,,,23
2563,2010,,,30
2564,2011,,,19
2565,2012,,,24
2566,2013,,,24
2567,2014,,,28
2568,2015,,,21
2569,2016,,,23
2570,2017,,,21
2571,2018,,,17
2572,2019,,,21
2573,2020,,,21
2574,2021,,,16
2575,2009,,,10
2576,2010,,,12
2577,2011,,,14
2578,2012,,,17
2579,2013,,,18
2580,2014,,,18
2581,2015,,,17
2582,2016,,,15
2583,2017,,,17
2584,2018,,,18
2585,2019,,,17
2586,2020,,,21
2587,2021,,,22
2588,2009,,,19
2589,2010,,,22
2590,2011,,,18
2591,2012,,,15
2592,2013,,,21
2593,2014,,,14
2594,2015,,,18
2595,2016,,,17
2596,2017,,,17
2597,2018,,,17
2598,2019,,,17
2599,2020,,,18
2600,2021,,,15
2601,2009,,,23
2602,2010,,,20
2603,2011,,,28
2604,2012,,,28
2605,2013,,,24
2606,2014,,,26
2607,2015,,,39
2608,2016,,,29
2609,2017,,,26
2610,2018,,,30
2611,2019,,,34
2612,2020,,,34
2613,2021,,,27
2614,2009,,,31
2615,2010,,,37
2616,2011,,,38
2617,2012,,,33
2618,2013,,,33
2619,2014,,,36
2620,2015,,,35
2621,2016,,,37
2622,2017,,,32
2623,2018,,,29
2624,2019,,,26
2625,2020,,,28
2626,2021,,,30
2627,2009,,,51
2628,2010,,,54
2629,2011,,,50
2630,2012,,,53
2631,2013,,,50
2632,2014,,,53
2633,2015,,,56
2634,2016,,,54
2635,2017,,,49
2636,2018,,,47
2637,2019,,,47
2638,2020,,,40
2639,2021,,,43
2640,2009,,,13
2641,2010,,,14
2642,2011,,,15
2643,2012,,,15
2644,2013,,,14
2645,2014,,,14
2646,2015,,,12
2647,2016,,,12
2648,2017,,,9
2649,2018,,,7
2650,2019,,,5
2651,2020,,,4
2652,2021,,,5
2653,2009,,,17
2654,2010,,,13
2655,2011,,,11
2656,2012,,,13
2657,2013,,,13
2658,2014,,,17
2659,2015,,,18
2660,2016,,,20
2661,2017,,,17
2662,2018,,,21
2663,2019,,,28
2664,2020,,,29
2665,2021,,,30
2666,2009,,,13
2667,2010,,,11
2668,2011,,,8
2669,2012,,,8
2670,2013,,,10
2671,2014,,,11
2672,2015,,,9
2673,2016,,,14
2674,2017,,,10
2675,2018,,,12
2676,2019,,,13
2677,2020,,,17
2678,2021,,,23
2679,2009,,,9
2680,2010,,,5
2681,2011,,,7
2682,2012,,,5
2683,2013,,,6
2684,2014,,,8
2685,2015,,,6
2686,2016,,,9
2687,2017,,,12
2688,2018,,,10
2689,2019,,,15
2690,2020,,,16
2691,2021,,,14
2692,2009,,,11
2693,2010,,,8
2694,2011,,,12
2695,2012,,,12
2696,2013,,,10
2697,2014,,,10
2698,2015,,,13
2699,2016,,,14
2700,2017,,,8
2701,2018,,,6
2702,2019,,,11
2703,2020,,,14
2704,2021,,,12
2705,2009,,,16
2706,2010,,,18
2707,2011,,,14
2708,2012,,,12
2709,2013,,,15
2710,2014,,,13
2711,2015,,,14
2712,2016,,,13
2713,2017,,,13
2714,2018,,,9
2715,2019,,,9
2716,2020,,,10
2717,2021,,,13
2718,2009,,,20
2719,2010,,,17
2720,2011,,,18
2721,2012,,,18
2722,2013,,,18
2723,2014,,,19
2724,2015,,,15
2725,2016,,,14
2726,2017,,,12
2727,2018,,,14
2728,2019,,,14
2729,2020,,,15
2730,2021,,,14
2731,2009,,,30
2732,2010,,,27
2733,2011,,,19
2734,2012,,,25
2735,2013,,,24
2736,2014,,,22
2737,2015,,,21
2738,2016,,,21
2739,2017,,,24
2740,2018,,,22
2741,2019,,,25
2742,2020,,,24
2743,2021,,,26
2744,2009,,,37
2745,2010,,,43
2746,2011,,,35
2747,2012,,,37
2748,2013,,,33
2749,2014,,,29
2750,2015,,,29
2751,2016,,,30
2752,2017,,,34
2753,2018,,,38
2754,2019,,,37
2755,2020,,,38
2756,2021,,,39
2757,2009,,,25
2758,2010,,,24
2759,2011,,,26
2760,2012,,,22
2761,2013,,,21
2762,2014,,,22
2763,2015,,,21
2764,2016,,,19
2765,2017,,,25
2766,2018,,,26
2767,2019,,,21
2768,2020,,,22
2769,2021,,,29
2770,2009,,,17
2771,2010,,,15
2772,2011,,,18
2773,2012,,,19
2774,2013,,,15
2775,2014,,,15
2776,2015,,,18
2777,2016,,,15
2778,2017,,,13
2779,2018,,,13
2780,2019,,,19
2781,2020,,,19
2782,2021,,,21
2783,2009,,,28
2784,2010,,,25
2785,2011,,,27
2786,2012,,,24
2787,2013,,,32
2788,2014,,,30
2789,2015,,,30
2790,2016,,,37
2791,2017,,,29
2792,2018,,,22
2793,2019,,,18
2794,2020,,,21
2795,2021,,,23
2796,2009,,,21
2797,2010,,,16
2798,2011,,,15
2799,2012,,,17
2800,2013,,,15
2801,2014,,,18
2802,2015,,,19
2803,2016,,,15
2804,2017,,,11
2805,2018,,,9
2806,2019,,,10
2807,2020,,,12
2808,2021,,,11
2809,2009,,,18
2810,2010,,,10
2811,2011,,,10
2812,2012,,,15
2813,2013,,,12
2814,2014,,,13
2815,2015,,,12
2816,2016,,,20
2817,2017,,,20
2818,2018,,,20
2819,2019,,,21
2820,2020,,,19
2821,2021,,,16
2822,2009,,,19
2823,2010,,,12
2824,2011,,,21
2825,2012,,,16
2826,2013,,,19
2827,2014,,,18
2828,2015,,,19
2829,2016,,,22
2830,2017,,,25
2831,2018,,,27
2832,2019,,,19
2833,2020,,,21
2834,2021,,,21
2835,2009,,,16
2836,2010,,,14
2837,2011,,,14
2838,2012,,,15
2839,2013,,,11
2840,2014,,,13
2841,2015,,,18
2842,2016,,,13
2843,2017,,,11
2844,2018,,,10
2845,2019,,,7
2846,2020,,,10
2847,2021,,,15
2848,2009,,,12
2849,2010,,,10
2850,2011,,,12
2851,2012,,,13
2852,2013,,,10
2853,2014,,,11
2854,2015,,,13
2855,2016,,,13
2856,2017,,,14
2857,2018,,,14
2858,2019,,,11
2859,2020,,,8
2860,2021,,,11
2861,2009,,,7
2862,2010,,,10
2863,2011,,,10
2864,2012,,,12
2865,2013,,,9
2866,2014,,,12
2867,2015,,,9
2868,2016,,,7
2869,2017,,,8
2870,2018,,,8
2871,2019,,,7
2872,2020,,,9
2873,2021,,,8
2874,2009,,,17
2875,2010,,,15
2876,2011,,,13
2877,2012,,,11
2878,2013,,,10
2879,2014,,,16
2880,2015,,,17
2881,2016,,,18
2882,2017,,,22
2883,2018,,,18
2884,2019,,,15
2885,2020,,,17
2886,2021,,,21
2887,2009,,,19
2888,2010,,,16
2889,2011,,,30
2890,2012,,,23
2891,2013,,,25
2892,2014,,,21
2893,2015,,,24
2894,2016,,,25
2895,2017,,,25
2896,2018,,,19
2897,2019,,,24
2898,2020,,,17
2899,2021,,,19
2900,2009,,,17
2901,2010,,,25
2902,2011,,,20
